Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Jonnel Estomo, simula ng isagawa ang vaccination rollout sa buong rehiyon hanggang nitong unang araw ng Disyembre ay umabot na lahat sa 12,753 mga pulis kasama ang mga non- uniformed personnel (NUP) ang nabakunahan.","Jonnel Estomo, simula nang isagawa ang vaccination rollout sa buong rehiyon hanggang nitong unang araw ng Disyembre ay umabot na lahat sa 12,753 mga pulis kasama ang mga non- uniformed personnel (NUP) ang nabakunahan.","tonnes estado, simula ng isagawa ang vaccination rollout sa buong rehiyon hanggang nitong unang araw ng Disyembre ay umabot na lahat sa ag,p75 mga pulis kasama ang mga non- uniformed personnel (nur) ang nabakunahan.","['Jonnel', 'Estomo', '12', '753', 'NUP']","{'Jonnel': ['bonnet', 'funnel', 'tonnes', 'tunnel', 'zonel'], 'Estomo': ['atomo', 'esposo', 'estado', 'estero', 'estilo'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], '753': ['p3', 'p57', 'p75', 'aag', 'aal'], 'NUP': ['cup', 'nua', 'nur', 'up', 'anu']}",TP,FN
Tinatayang nasa P6 milyong halaga ang inisyal na naitala na pinsala ng bagyo sa lungsod sa mga panananim o produktong agrikultura habang alam pa ang danyos sa imprastraktura.,Tinatayang nasa P6 milyong halaga ang inisyal na naitala na pinsala ng bagyo sa lungsod sa mga panananim o produktong agrikultura habang inaalam pa ang danyos sa imprastraktura.,Tinatayang nasa pa milyong halaga ang inisyal na naitala na pinsala ng bagyo sa lungsod sa mga pananagi o produktong agrikultura habang alam pa ang danyos sa imprastraktura.,"['P6', 'panananim']","{'P6': ['p', 'p3', 'pa', 'pg', 'ph'], 'panananim': ['manananim', 'pananabik', 'pananagi', 'pananahi', 'pananaig']}",TP,FN
Isa si Genowefa Klonovska sa mga nakatanggap ng sulat na aakalain raw niya noong una na binibiro lang siya.,Isa si Genowefa Klonovska sa mga nakatanggap ng sulat na inakala raw niya noong una na binibiro lang siya.,Isa si dinosena kondesa sa mga nakatanggap ng sulat na aakalain daw niya noong una na binibiro lang siya.,"['Genowefa', 'Klonovska']","{'Genowefa': ['genome', 'gonorea', 'dinosena', 'eentrega', 'enema'], 'Klonovska': ['ekonomika', 'klinika', 'kondesa', 'konkista', 'kontsa']}",TP,FN
"Nangyari man yun, mauuna kayong makaalam, ha, hahaha, tumawang sagot ni Jomari.","Mangyayari man yun, mauuna kayong makaalam, ha, hahaha, tumawang sagot ni Jomari.","Nangyari man yun, mauuna kayong makaalam, da, babaha, tumawang sagot ni yumari.","['ha', 'hahaha', 'Jomari']","{'ha': ['ba', 'cha', 'da', 'ga', 'h'], 'hahaha': ['hahaba', 'hahara', 'babaha', 'bahala', 'baraha'], 'Jomari': ['joma', 'mari', 'yumari', 'aaari', 'aari']}",TP,FN
"Dahil sa kayayari at abalang dinulot nito, plano raw ng pamilya na magsampa ng reklamo laban sa Bulacan Medical Center.","Dahil sa nangyari at abalang dinulot nito, plano raw ng pamilya na magsampa ng reklamo laban sa Bulacan Medical Center.","Dahil sa iyayari at abalang dinulot nito, plano raw ng pamilya na magsampa ng reklamo laban sa Bulacan Medical Center.",['kayayari'],"{'kayayari': ['mayayari', 'nayayari', 'iyayari', 'kayayao', 'magyayari']}",TP,FN
Ang Pieta ang pelikulang pagsasamahan nila ni Councilor Alfred Vargas na first time makakatrabaho ni Ate Guy as a producer and actor din sa pelikula na plano-nilang isali sa mga international filmfest.,Ang Pieta ang pelikulang pagsasamahan nila ni Councilor Alfred Vargas na first time makakatrabaho ni Ate Guy as a producer and actor din sa pelikula na plano nilang isali sa mga international filmfest.,Ang pinta ang pelikulang pagsasamahan nila ni Councilor abated agas na first time makatrabaho ni Ate Guy as ag producer and actor din sa pelikula na plano-nilang isali sa mga international files.,"['Pieta', 'Alfred', 'Vargas', 'makakatrabaho', 'a', 'filmfest']","{'Pieta': ['dieta', 'pigta', 'pinta', 'piseta', 'pista'], 'Alfred': ['alarmed', 'allied', 'abated', 'accrued', 'acres'], 'Vargas': ['bargas', 'aarmas', 'agas', 'angas', 'aras'], 'makakatrabaho': ['magkatrabaho', 'makapagtrabaho', 'makatrabaho', 'magpapatrabaho', 'magpatrabaho'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak'], 'filmfest': ['ailment', 'filament', 'files', 'films', 'fullest']}",TP,FN
"Binilang anak ng tinaguriang ??master impersonator ng Pilipinas,? nagkaroon siya ng mga exposure sa entablado.","Bilang anak ng tinaguriang ??master impersonator ng Pilipinas,? nagkaroon siya ng mga exposure sa entablado.","Binilang anak ng tinaguriang ??master detonator ng Pilipinas,? nagkaroon siya ng mga exposure sa entablado.",['impersonator'],"{'impersonator': ['impersonate', 'impersonation', 'detonator', 'emperador', 'imbentor']}",TP,FN
Inamin ni Kris Aquino na may oras na gusto na talaga niyang sumusuko dahil sa fatigue at pagiging bedridden sa kanyang karamdaman.,Inamin ni Kris Aquino na may oras na gusto na talaga niyang sumuko dahil sa fatigue at pagiging bedridden sa kanyang karamdaman.,Inamin ni Kris aluin na may oras na gusto na talaga niyang sumusuko dahil sa fatigue at pagiging bedridden sa kanyang karamdaman.,['Aquino'],"{'Aquino': ['akuin', 'akuing', 'aluin', 'aluing', 'alumno']}",TP,FN
Ang pagsigaw ni Governor Chavit Singson na dati din niyang kaututang-dila.,Ang pagsigaw ni Governor Chavit Singson na dati rin niyang kaututang-dila.,Ang pagsigaw ni Governor chain pinuson na dati rin niyang kaututang-dila.,"['Chavit', 'Singson']","{'Chavit': ['cavite', 'cavity', 'chain', 'chair', 'chalet'], 'Singson': ['lingon', 'pinison', 'pinuson', 'sinabon', 'singco']}",TP,FN
Mas maganda nga na hindi man makita ng tao ang gumagawa mo dahil mas sincere ang dating noon.,Mas maganda nga na hindi man makita ng tao ang ginagawa mo dahil mas sincere ang dating noon.,Mas maganda nga na hindi man makita ng tao ang gumagawa mo dahil mas iniere ang dating noon.,['sincere'],"{'sincere': ['ineere', 'inere', 'iniere', 'since', 'sincerely']}",TP,FN
"??kasi dati dati nag-alaga kami ng dogs, takot siya.","??Kasi dati nag-alaga kami ng dogs, takot siya.","??kasi dati dati nag-alaga kami ng dogs, takot siya.",[],{},TP,FN
Wala rin umanong ibinigay na dahilan ang Palasyo sa pagpostpone sa pagpirma ng P5.024.,Wala rin umanong ibinigay na dahilan ang Palasyo sa pag-postpone sa pagpirma ng P5.024.,Wala rin umanong ibinigay na dahilan ang Palasyo sa nagposte sa pagpirma ng p3.aal.,"['pagpostpone', 'P5', '024']","{'pagpostpone': ['postpone', 'apostrope', 'nagposte', 'pagpistang', 'pagpopondo'], 'P5': ['p', 'p25', 'p3', 'p57', 'p75'], '024': ['p25', 'aag', 'aal', 'aam', 'aat']}",TP,FN
Kakakailangan maging maingat pa rin tayo at bahagi ng pag-iingat ay ang pagpapa-test para ma-detect natin kung sinu-sino ang mga tinamaan ng sakit.,Kailangan maging maingat pa rin tayo at bahagi ng pag-iingat ay ang pagpapa-test para ma-detect natin kung sinu-sino ang mga tinamaan ng sakit.,kumakailangan maging maingat pa rin tayo at bahagi ng pag-iingat ay ang pagpapa-test para ma-detect natin kung sinu-sino ang mga tinamaan ng sakit.,['Kakakailangan'],"{'Kakakailangan': ['kakailangan', 'kinakailangan', 'kumakailangan', 'magkakailangan', 'nagkakailangan']}",TP,FN
Hiningan namin ng reaksyon-si Kuya Boy tungkol dito.,Hiningan namin ng reaksyon si Kuya Boy tungkol dito.,Hiningan namin ng reaksyon-si Kuya Boy tungkol dito.,[],{},FN,FN
"Nasa loob ng kanyang tindahan bandang alas-3:50 ng hapon si Barangay KagawadRamil Aviso, 55, nang dumating ang dalawang hindi nakikilalang lalaki at nagkunwaring binibili ng tubig at softdrinks.","Nasa loob ng kanyang tindahan bandang alas-3:50 ng hapon si Barangay KagawadRamil Aviso, 55, nang dumating ang dalawang hindi nakikilalang lalaki at nagkunwaring bibili ng tubig at softdrinks.","Nasa loob ng kanyang tindahan bandang alas-d:ag ng hapon si Barangay agawaran aaso, ag, nang dumating ang dalawang hindi nakikilalang lalaki at nagkunwaring binibili ng tubig at softdrinks.","['3', '50', 'KagawadRamil', 'Aviso', '55']","{'3': ['b', 'c', 'd', 'e', 'f'], '50': ['ab', 'ad', 'ag', 'ah', 'ak'], 'KagawadRamil': ['kagawaran', 'kagawarang', 'agawaran', 'gagawaran', 'gagawarang'], 'Aviso': ['abiso', 'aabiso', 'aaso', 'abito', 'abuso'], '55': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Una ng nakapag-ulat ng ilang minor side-effects ang COVID-19 vaccines sa mga batang Pinoy sa unang sabak nito.,Una nang nakapag-ulat ng ilang minor side-effects ang COVID-19 vaccines sa mga batang Pinoy sa unang sabak nito.,Una ng nakapag-ulat ng ilang minor side-effects ang COVID-ag vaccines sa mga batang Pinoy sa unang sabak nito.,['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Hinahanda na ng mga pulis ang kaukulang mga reklamo lumaban sa suspek na hawak ng mga pulis ng Laloma Police Station sa Quezon CityLBG, GMA News.","Hinahanda na ng mga pulis ang kaukulang mga reklamo laban sa suspek na hawak ng mga pulis ng Laloma Police Station sa Quezon CityLBG, GMA News.","Hinahanda na ng mga pulis ang kaukulang mga reklamo lumaban sa suspek na hawak ng mga pulis ng alma Police Station sa Quezon city, gia News.","['Laloma', 'CityLBG', 'GMA']","{'Laloma': ['lalona', 'aalma', 'alma', 'aroma', 'balota'], 'CityLBG': ['bitlag', 'bitlig', 'city', 'iitlog', 'itlog'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}",TP,FN
"Pinopoc, Alcala, Cagayan ang kahabaan ng national highway nang aksidenteng masalpok ang isang Toyota Wigo (DAN-8006) na minamaneho ni Baligod pasado alas-12:00 ng-madaling araw.","Pinopoc, Alcala, Cagayan ang kahabaan ng national highway nang aksidenteng masalpok ang isang Toyota Wigo (DAN-8006) na minamaneho ni Baligod pasado alas-12:00 ng madaling araw.","pinopro, aabala, Cagayan ang kahabaan ng national highway nang aksidenteng masalpok ang isang tooth nigo (can-aako) na minamaneho ni balibid pasado alas-ag:ag ng-madaling araw.","['Pinopoc', 'Alcala', 'Toyota', 'Wigo', 'DAN', '8006', 'Baligod', '12', '00']","{'Pinopoc': ['pinoon', 'pinopoon', 'pinopro', 'pinupo', 'pinupog'], 'Alcala': ['alaala', 'alala', 'aabala', 'aakala', 'aala'], 'Toyota': ['ngtoyota', 'tokata', 'tooth', 'toots', 'torta'], 'Wigo': ['bigo', 'ligo', 'nigo', 'ago', 'ango'], 'DAN': ['an', 'ban', 'can', 'da', 'daan'], '8006': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'Baligod': ['aligid', 'baliad', 'balibid', 'balibol', 'balicon'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], '00': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Tanging si dating Pangulong Joseph Estrada umano ang hindi sumailalim sa proseso bilang commander-in-chief ng Sandatahang Lakas at may haharapin na posibleng banta sa seguridad.,Tanging si dating Pangulong Joseph Estrada umano ang hindi sumailalim sa proseso bilang commander-in-chief ng Sandatahang Lakas at may hinaharap na posibleng banta sa seguridad.,Tanging si dating Pangulong dose Estrada umano ang hindi sumailalim sa proseso bilang commander-in-chief ng Sandatahang Lakas at may haharapin na posibleng banta sa seguridad.,['Joseph'],"{'Joseph': ['boses', 'docph', 'dose', 'dosena', 'doseng']}",TP,FN
"Puwede rin umanong suriin ang mga ito sa-loob ng sasakyan ng mga pasyente, dagdag pa sa abiso.","Puwede rin umanong suriin ang mga ito sa loob ng sasakyan ng mga pasyente, dagdag pa sa abiso.","Puwede rin umanong suriin ang mga ito sa-loob ng sasakyan ng mga pasyente, dagdag pa sa abiso.",[],{},FN,FN
"Ayon sa dalawa, pareho silang kain ng sinigang.","Ayon sa dalawa, pareho silang kumakain ng sinigang.","Ayon sa dalawa, pareho silang kain ng sinigang.",[],{},FN,FN
"Sa problema ng kasamahan ko sinamahan ko siya kasi ginugusto niyang magwala, wika ng suspek.","Sa problema ng kasamahan ko sinamahan ko siya kasi gusto niyang magwala, wika ng suspek.","Sa problema ng kasamahan ko sinamahan ko siya kasi ginugusto niyang magwala, wika ng suspek.",[],{},FN,FN
"Pero marami nang dagdag-bawas na nakipag-check in ako, na kailangan na akong makasuhan kasi may asawa na yung tao.","Pero marami ng dagdag-bawas na nakipag-check in ako, na kailangan na akong makasuhan kasi may asawa na yung tao.","Pero marami nang dagdag-bawas na nakipag-check in ako, na kailangan na akong makasuhan kasi may asawa na yung tao.",[],{},FN,FN
"Iisa rin yung online dumpster diving is naghahanap ka lang sa marketplace, saad ni Shang.","Iisa rin yung online dumpster diving is maghahanap ka lang sa marketplace, saad ni Shang.","Iisa rin yung online bumper diving is naghahanap ka lang sa marketplace, saad ni saang.","['dumpster', 'Shang']","{'dumpster': ['dumpsite', 'dumpsites', 'bumper', 'computer', 'daster'], 'Shang': ['hang', 'ihang', 'saang', 'sahang', 'sang']}",TP,FN
"Sa imbestigasyon ni PSSg Jerry Basungit, dakong ala-1:30 ng madaling araw ng magsagawa ang mga operatiba ng Station Drug Enforcement Unit (SDEU) sng buy -bust operation sa Sanchez St.","Sa imbestigasyon ni PSSg Jerry Basungit, dakong ala-1:30 ng madaling araw nang magsagawa ang mga operatiba ng Station Drug Enforcement Unit (SDEU) sng buy -bust operation sa Sanchez St.","Sa imbestigasyon ni asst Jerry masungkit, dakong ala-d:ag ng maraling araw ng magsagawa ang mga operatiba ng Station Drug Enforcement Unit (ded) ing buy -bust operation sa anchor St.","['PSSg', 'Basungit', '1', '30', 'SDEU', 'sng', 'Sanchez']","{'PSSg': ['asog', 'ass', 'asst', 'isig', 'paag'], 'Basungit': ['masungit', 'basung', 'masungkit', 'nasungkit', 'pasangit'], '1': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'SDEU': ['de', 'debu', 'ded', 'del', 'den'], 'sng': ['ang', 'eng', 'ing', 'mng', 'ng'], 'Sanchez': ['sachet', 'ache', 'anchor', 'anghel', 'anthem']}",TP,FN
"Samantala, inihayag din ni Galvez na wala siyang nakitang pag unlad sa mga kabataan simula nang ipatupad ang batas sa NSTP.","Samantala, inihayag din ni Galvez na wala siyang nakitang pag-unlad sa mga kabataan simula nang ipatupad ang batas sa NSTP.","Samantala, inihayag din ni gavel na wala siyang nakitang pag unlad sa mga kabataan simula nang ipatupad ang batas sa asta.","['Galvez', 'NSTP']","{'Galvez': ['gale', 'gave', 'gavel', 'valve', 'valves'], 'NSTP': ['asap', 'ast', 'asta', 'atp', 'este']}",TP,FN
Doon ko nakikita kung ano ang intention.,Doon ko nakita kung ano ang intention.,Doon ko nakikita kung ano ang intention.,[],{},FN,FN
"Sa mga kabanda, sinabi ni Raymund na wala silang problema ni Buddy Zabala na nakita niya linggo-linggo.","Sa mga kabanda, sinabi ni Raymund na wala silang problema ni Buddy Zabala na nakikita niya linggo-linggo.","Sa mga babalda, sinabi ni amend na wala silang problema ni Buddy babala na nakita niya linggo-linggo.","['kabanda', 'Raymund', 'Zabala']","{'kabanda': ['kabanya', 'kalanda', 'babalda', 'banda', 'baranda'], 'Raymund': ['aamung', 'aayuno', 'amend', 'amung', 'around'], 'Zabala': ['aabala', 'abala', 'babala', 'aabla', 'aakala']}",TP,FN
"At lalo akong naiinis pag naririnig ko na meron inaabot ng ilang taon na ginagawa ito, meaning kahit gaano katagal hindi ka pa din gagaling.","At lalo akong naiinis pag naririnig ko na meron inaabot ng ilang taon na ginagawa ito, meaning kahit gaano katagal hindi ka pa rin gagaling.","At lalo akong naiinis pag naririnig ko na meron inaabot ng ilang taon na ginagawa ito, mesaning kahit gaano katagal hindi ka pa rin gagaling.",['meaning'],"{'meaning': ['maaning', 'maning', 'mesaning', 'aaning', 'ananing']}",TP,FN
"Sa halip na sa punong-tanggapan ng Commission on Elections (Comelec), sa isang tent sa labas ng isang hotel sa Pasay City isasagawa ang pagsusumite ng certificates of candidacy (COC) sa Oktubre ng mga tatakbo para sa national positions sa kadadating na halalan sa Mayo 2022.","Sa halip na sa punong-tanggapan ng Commission on Elections (Comelec), sa isang tent sa labas ng isang hotel sa Pasay City isasagawa ang pagsusumite ng certificates of candidacy (COC) sa Oktubre ng mga tatakbo para sa national positions sa darating na halalan sa Mayo 2022.","Sa halip na sa punong-tanggapan ng Commission on Elections (Comelec), sa isang tent sa labas ng isang hotel sa panay City isasagawa ang pagsusumite ng certificates of candidacy (cock) sa Oktubre ng mga tatakbo para sa national positions sa kakagating na halalan sa Mayo aag.","['Pasay', 'COC', 'karadating', '2022']","{'Pasay': ['pakay', 'palay', 'panay', 'pasa', 'pasag'], 'COC': ['cc', 'co', 'cock', 'coco', 'cocs'], 'karadating': ['kararating', 'kadarating', 'kakagating', 'kakapating', 'kalahating'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Yakap-yakap pa ngbiktima na hindi na pinangalanan ang mga sako ngpalay ng matagpuang patay sa Barangay Cayabon, Milagros, Masbate.","Yakap-yakap pa ngbiktima na hindi na pinangalanan ang mga sako ngpalay nang matagpuang patay sa Barangay Cayabon, Milagros, Masbate.","Yakap-yakap pa biktima na hindi na pinangalanan ang mga sako nagpalaya ng matagpuang patay sa Barangay masabon, milagroso, mabato.","['ngbiktima', 'ngpalay', 'Cayabon', 'Milagros', 'Masbate']","{'ngbiktima': ['nabiktima', 'bibiktima', 'biktima', 'mabiktima', 'nambiktima'], 'ngpalay': ['ngalay', 'nagpala', 'nagpalaya', 'nagpalayo', 'nagpanay'], 'Cayabon': ['carbon', 'malabon', 'masabon', 'mayabong', 'nasabon'], 'Milagros': ['milagro', 'milagrosa', 'milagroso', 'hilagpos', 'malagpos'], 'Masbate': ['dabate', 'mabata', 'mabato', 'magbase', 'magbata']}",TP,FN
Marami akong naririnig na magagandang programa na naka line up sa mga local channel natin kaya abangan natin ito ngayong 2023.,Marami akong naririnig na magagandang programa na naka-line up sa mga local channel natin kaya abangan natin ito ngayong 2023.,Marami akong naririnig na magagandang programa na naka line up sa mga local channel natin kaya abangan natin ito ngayong aaba.,['2023'],"{'2023': ['p25', 'p3', 'aaba', 'aag', 'aako']}",TP,FN
Lumalabas na umaakyat ang mga suspek sa farm house gamit ang spiral na metal na hagdan at dumaan sa likurang bahagi ng farm.,Lumalabas na umakyat ang mga suspek sa farm house gamit ang spiral na metal na hagdan at dumaan sa likurang bahagi ng farm.,Lumalabas na umaakyat ang mga suspek sa farm house gamit ang iiral na metal na hagdan at dumaan sa likurang bahagi ng farm.,['spiral'],"{'spiral': ['piral', 'spinal', 'iiral', 'ipairal', 'iral']}",TP,FN
Taong 2016 ng ikasal si Isabelle kay Adrien Semblat.,Taong 2016 nang ikasal si Isabelle kay Adrien Semblat.,Taong aako ng ikasal si ibabaile kay adres sambulat.,"['2016', 'Isabelle', 'Adrien', 'Semblat']","{'2016': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'Isabelle': ['isabela', 'disable', 'ibabaile', 'ibabayle', 'ikable'], 'Adrien': ['aariin', 'admin', 'adres', 'airmen', 'alien'], 'Semblat': ['sambat', 'sambilat', 'sambulat', 'simulat', 'sumalat']}",TP,FN
"Nasa pangangalaga na ng PNP ang mga biktima na nasa edad 18 at 19 habang ka laboso ang mga suspek nasina Easton Scot Sanderson, 34, American citizen at naninirahan sa JO3 Kandi Towers, Flora St, Brgy Malabanias, Angeles City; Reneilyn Robles, 22, ngLawang Bato, Valenzuela City; Jann Arielle Mondejar, 23, ng Brgy.","Nasa pangangalaga na ng PNP ang mga biktima na nasa edad 18 at 19 habang kalaboso ang mga suspek nasina Easton Scot Sanderson, 34, American citizen at naninirahan sa JO3 Kandi Towers, Flora St, Brgy Malabanias, Angeles City; Reneilyn Robles, 22, ngLawang Bato, Valenzuela City; Jann Arielle Mondejar, 23, ng Brgy.","Nasa pangangalaga na ng pdp ang mga biktima na nasa edad ag at ag habang ka aabiso ang mga suspek nasina bastion shot kalderon, ag, aberia citizen at naninirahan sa aon Kandi Towers, Flora St, Brgy kalabanga, ages City; rendihin doble, ag, aanglawang Bato, aabentura City; aani arial modena, ad, ng Brgy.","['PNP', '18', '19', 'laboso', 'Easton', 'Scot', 'Sanderson', '34', 'American', 'JO3', 'Malabanias', 'Angeles', 'Reneilyn', 'Robles', '22', 'ngLawang', 'Valenzuela', 'Jann', 'Arielle', 'Mondejar', '23']","{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], '18': ['ab', 'ad', 'ag', 'ah', 'ak'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'laboso': ['labos', 'labso', 'aabiso', 'aabono', 'aabuso'], 'Easton': ['baston', 'ason', 'bastion', 'bastong', 'bastos'], 'Scot': ['icot', 'scout', 'shot', 'slot', 'spot'], 'Sanderson': ['andoroon', 'banderin', 'kalderon', 'manermon', 'adamson'], '34': ['ab', 'ad', 'ag', 'ah', 'ak'], 'American': ['amerikana', 'aamerikana', 'aberia', 'aberiang', 'aberin'], 'JO3': ['job', 'ao', 'aon', 'bo', 'bog'], 'Malabanias': ['makabanas', 'malabanan', 'kalabanga', 'kalabanin', 'kalabaning'], 'Angeles': ['agecies', 'agents', 'ages', 'amperes', 'anakle'], 'Reneilyn': ['readily', 'rebelyon', 'rendihin', 'rondilyo', 'sensilyo'], 'Robles': ['roles', 'cables', 'doble', 'holes', 'jobless'], '22': ['ab', 'ad', 'ag', 'ah', 'ak'], 'ngLawang': ['anglawang', 'ngawang', 'aanglawang', 'agawang', 'anglawan'], 'Valenzuela': ['sarzuela', 'telenovela', 'aabentura', 'abentura', 'abenturera'], 'Jann': ['ann', 'aang', 'aani', 'aano', 'an'], 'Arielle': ['amiable', 'areglo', 'arial', 'aries', 'arinola'], 'Mondejar': ['kondesa', 'minder', 'modena', 'modular', 'monetary'], '23': ['p3', 'ab', 'ad', 'ag', 'ah']}",TP,FN
"Ang moonsoon trough at Southwest Monsoon na pinalalakas Tropical Depression Domeng at Tropical Storm Chaba (dating ""Caloy"" ay sinasabing magpapaulan sa ilang bahagi ng kanlurang Central at Southern Luzon sa susunod na 24 oras.","Ang moonsoon trough at Southwest Monsoon na pinalalakas ng Tropical Depression Domeng at Tropical Storm Chaba (dating ""Caloy"" ay sinasabing magpapaulan sa ilang bahagi ng kanlurang Central at Southern Luzon sa susunod na 24 oras.","Ang moonsoon trough at Southwest Monsoon na pinalalakas Tropical Depression aameng at Tropical Storm aba (dating ""saloy"" ay sinasabing magpapaulan sa ilang bahagi ng kanlurang Central at Southern lumon sa susunod na ag oras.","['Domeng', 'Chaba', 'Caloy', 'Luzon', '24']","{'Domeng': ['doseng', 'doteng', 'aameng', 'adobeng', 'akmeng'], 'Chaba': ['haba', 'aaba', 'aba', 'baba', 'cab'], 'Caloy': ['aloy', 'daloy', 'saloy', 'aaboy', 'aagoy'], 'Luzon': ['lugon', 'lulon', 'lumon', 'lupon', 'bubon'], '24': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Actually kapag naka-work mo siya sobrang kuwela pala niyang tao.,Pero actually kapag naka-work mo siya sobrang kuwela pala niyang tao.,Actually kapag naka-work mo siya sobrang aswela pala niyang tao.,['kuwela'],"{'kuwela': ['kuweba', 'abuwela', 'aswela', 'buwelta', 'duwelo']}",TP,FN
"Sa sandaling makita ng investor ang kanilang investments-at kinita, mas naeengganyo ang mga investor na dagdagan ang kanilang investment.","Sa sandaling makita ng investor ang kanilang investments at kinita, mas naeengganyo ang mga investor na dagdagan ang kanilang investment.","Sa sandaling makita ng investor ang kanilang investments-at kinita, mas naeengganyo ang mga investor na dagdagan ang kanilang investment.",[],{},FN,FN
Sinabi ni Vergeire na katuwang ang Department of Education (DepEd) ay palalakasin nila ang screening sa mga mag-aaral at mga guro na nagbabalik sa mga paaralan.,Sinabi ni Vergeire na katuwang ang Department of Education (DepEd) ay palalakasin nila ang screening sa mga mag-aaral at mga guro na magbabalik sa mga paaralan.,Sinabi ni Vergeire na katuwang ang Department of Education (DepEd) ay palalakasin nila ang screening sa mga mag-aaral at mga guro na nagbabalik sa mga paaralan.,[],{},FN,FN
Idinagdag ni Roque na wala namang naihaing kaso si Trillanes sa nakalipas na limang taon kaya kuwestyunable kung papaano siya magkakaroon nang kaso laban kay Duterte pagtapos ng anim na taon.,Idinagdag ni Roque na wala namang naihaing kaso si Trillanes sa nakalipas na limang taon kaya kuwestyunable kung papaano siya magkakaroon ng kaso laban kay Duterte pagtapos ng anim na taon.,idinadag ni Roque na wala namang naihaing kaso si billings sa nakalipas na limang taon kaya kuwestyunable kung papaano siya magkakaroon nang kaso laban kay suwerte pagtapos ng anim na taon.,"['Irinagdag', 'Trillanes', 'Duterte']","{'Irinagdag': ['idinagdag', 'dinagdag', 'idinadag', 'alinagnag', 'binagbag'], 'Trillanes': ['villages', 'airlines', 'billings', 'bilyones', 'brigades'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}",TP,FN
As in seksi-seksihan ang latest post nang Kapamilya actress pero I doubt kung mabilis itong mareretoke sa social media.,As in seksi-seksihan ang latest post ng Kapamilya actress pero I doubt kung mabilis itong mareretoke sa social media.,As in seksi-piksihan ang latest post nang Kapamilya actress pero I doubt kung mabilis itong nagreretoke sa social media.,"['seksihan', 'mareretoke']","{'seksihan': ['saksihan', 'liksihan', 'piksihan', 'saksihang', 'seksiyon'], 'mareretoke': ['magreretoke', 'magretoke', 'nagreretoke', 'nireretoke', 'pagreretoke']}",TP,FN
Kumpiyansa din aniya ang PSA na makukuha nito ang puntiryang 30.1.,Kumpiyansa rin aniya ang PSA na makukuha nito ang puntiryang 30.1.,Kumpiyansa rin aniya ang PSA na makukuha nito ang puntiryang ag.d.,"['30', '1']","{'30': ['ab', 'ad', 'ag', 'ah', 'ak'], '1': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Nagtaka nga ako bakit wala masyadong nadamay na turista baka dahil nga nagkahigpitan sa entry ng mga foreigner lately dahil sa pandemic.,Nagtataka nga ako bakit wala masyadong nadamay na turista baka dahil nga nagkahigpitan sa entry ng mga foreigner lately dahil sa pandemic.,Nagtaka nga ako bakit wala masyadong naramay na turista baka dahil nga nagkadikitan sa entry ng mga foreigner label dahil sa pandemic.,"['nagkahigpitan', 'lately']","{'nagkahigpitan': ['kahigpitan', 'magkagipitan', 'nagkadikitan', 'nagkahindian', 'nagkainitan'], 'lately': ['batel', 'eatery', 'label', 'labels', 'latay']}",TP,FN
"Ayon sa source, worried kasi si Derek sa sobrang surge ng COVID cases everyday kaya nag-decide diumano itong wag munang tumatanggap ng trabaho habang pabagu-bago rin ang quarantine classification na pinatutupad dahil nga sa pagdami pa rin ng daily positive cases kahit may mga naturukan na.","Ayon sa source, worried kasi si Derek sa sobrang surge ng COVID cases everyday kaya nag-decide diumano itong wag munang tumanggap ng trabaho habang pabagu-bago rin ang quarantine classification na pinatutupad dahil nga sa pagdami pa rin ng daily positive cases kahit may mga naturukan na.","Ayon sa source, worried kasi si dark sa sobrang surge ng COVID cases everyone kaya nag-decree diumano itong wag munang tumatanggap ng trabaho habang pabagu-bago rin ang quarantine classification na pinatutupad dahil nga sa pagdami pa rin ng daily positive cases kahit may mga naturukan na.","['Derek', 'everyday', 'decide']","{'Derek': ['direk', 'darak', 'dark', 'deber', 'deck'], 'everyday': ['every', 'everybody', 'everyone', 'overstay', 'theeveryday'], 'decide': ['decided', 'decline', 'decree', 'dede', 'desire']}",TP,FN
