Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
Una ng nagbabala ang World Health Organization (WHO) tungkol sa XBB.1.5.,Una nang nagbabala ang World Health Organization (WHO) tungkol sa XBB.1.5.,Una ng nagbabala ang World Health Organization (WHO) tungkol sa abf.d.d.,"['XBB', '1', '5']","{'XBB': ['ab', 'aba', 'abf', 'abo', 'b'], '1': ['b', 'c', 'd', 'e', 'f'], '5': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Nasa atin naman yun kung pinaniwalaan natin o hindi eh, sabi ni Marlon MagcalasJamil Santos/LBG, GMA Integrted News.","Nasa atin naman yun kung paniniwalaan natin o hindi eh, sabi ni Marlon MagcalasJamil Santos/LBG, GMA Integrted News.","Nasa atin naman yun kung pinaniwalaan natin o hindi eh, sabi ni aalon magalawgawin tantos/log, gia integree News.","['Marlon', 'MagcalasJamil', 'Santos', 'LBG', 'GMA', 'Integrted']","{'Marlon': ['maalon', 'maroon', 'aalon', 'alon', 'arson'], 'MagcalasJamil': ['magmalasakit', 'magalasgas', 'magalawgawin', 'magbababaril', 'magbalabal'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot'], 'LBG': ['bg', 'leg', 'log', 'lug', 'nbg'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'Integrted': ['integrated', 'integrate', 'integree', 'entered', 'infected']}",TP,FN
"North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sumakay nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay Pulanglupa, Mlang ng lalawigang ito, kamakalawa ng hapon.","North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sinasakyan nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay Pulanglupa, Mlang ng lalawigang ito, kamakalawa ng hapon.","North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sumakay nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay bulanglang, lang ng lalawigang ito, kamakalawa ng hapon.","['Pulanglupa', 'Mlang']","{'Pulanglupa': ['panglupa', 'panlupa', 'bulanglang', 'mulangkap', 'paghupa'], 'Mlang': ['alang', 'ilang', 'lang', 'maang', 'malang']}",TP,FN
"Hah hah, iyon bang konti pagkakaiba ng o utlook ninyo, big deal na talaga.","Hah hah, iyon bang konti pagkakaiba ng outlook ninyo, big deal na talaga.","hal hal, iyon bang konti pagkakaiba ng o took ninyo, big deal na talaga.","['Hah', 'hah', 'utlook']","{'Hah': ['ah', 'had', 'hal', 'ham', 'han'], 'hah': ['ah', 'had', 'hal', 'ham', 'han'], 'utlook': ['outlook', 'look', 'took', 'ulok', 'unlock']}",TP,FN
Reyes kung-bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room 2207 sa nasabing hotel.,Reyes kung bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room 2207 sa nasabing hotel.,ayes kung-bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room aaba sa nasabing hotel.,"['Reyes', '2207']","{'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes'], '2207': ['p25', 'p57', 'aaba', 'aag', 'aako']}",TP,FN
"Sa kabuuan ay nasa 2,781 na ang kumpirmadong kaso ng lungsod-makaraang madagdagan ng 4 na kaso habang nasa 2,444 naman ang total recoveries kabilang ang gumaling na 28 pasyente.","Sa kabuuan ay nasa 2,781 na ang kumpirmadong kaso ng lungsod makaraang madagdagan ng 4 na kaso habang nasa 2,444 naman ang total recoveries kabilang ang gumaling na 28 pasyente.","Sa kabuuan ay nasa d,aam na ang kumpirmadong kaso ng lungsod-makaraang maragdagan ng d na kaso habang nasa d,aam naman ang total recoveries kabilang ang gumaling na ag pasyente.","['2', '781', '4', '2', '444', '28']","{'2': ['b', 'c', 'd', 'e', 'f'], '781': ['aag', 'aal', 'aam', 'aat', 'aaw'], '4': ['b', 'c', 'd', 'e', 'f'], '444': ['aag', 'aal', 'aam', 'aat', 'aaw'], '28': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ang babala ay ginawa nang alkale matapos namang madiskubre nglokal na pamahalaang panglunsod na sa contact tracing ay 27 mula sa 40 mga nai-swab na pasyente ay mula sa isang establisimyento lamang na may isang nag-positibo sa virus.,Ang babala ay ginawa ng alkale matapos namang madiskubre nglokal na pamahalaang panglunsod na sa contact tracing ay 27 mula sa 40 mga nai-swab na pasyente ay mula sa isang establisimyento lamang na may isang nag-positibo sa virus.,Ang babala ay ginawa nang alkali matapos namang madiskibre bokal na pamahalaang daklunsod na sa contact tracing ay ag mula sa ag mga nai-swab na pasyente ay mula sa isang establisimyento lamang na may isang nag-positibo sa virus.,"['alkale', 'mariskubre', 'nglokal', 'panglunsod', '27', '40']","{'alkale': ['alkade', 'alkalde', 'alkali', 'aakala', 'akala'], 'mariskubre': ['madiskubre', 'madeskubre', 'madiskibre', 'madiskubri', 'nadiskubre'], 'nglokal': ['global', 'lokal', 'bokal', 'floral', 'goal'], 'panglunsod': ['panlunsod', 'paglunsad', 'daklunsod', 'magbunsod', 'maglunsad'], '27': ['ab', 'ad', 'ag', 'ah', 'ak'], '40': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Nagkasundo ang 17 alkalde ng Metro Manila na irekomenda ang âflexible modified enhanced community quarantineâ (MECQ Flex) matapos ang Abril 30, kasabay sa pagadjust sa mas pinaigsing unified curfew hours upang bigyang-daan ang mga negosyo, ayon kahapon kay Metropolitan Manila Development Authority chair Benhur Abalos.","Nagkasundo ang 17 alkalde ng Metro Manila na irekomenda ang âflexible modified enhanced community quarantineâ (MECQ Flex) matapos ang Abril 30, kasabay sa pag-adjust sa mas pinaigsing unified curfew hours upang bigyang-daan ang mga negosyo, ayon kahapon kay Metropolitan Manila Development Authority chair Benhur Abalos.","Nagkasundo ang ag alkalde ng Metro Manila na irekomenda ang dflexible modified enhanced community quarantines (eco Flex) matapos ang Abril ag, kasabay sa inadjust sa mas pinaigsing unified curfew hours upang bigyang-daan ang mga negosyo, ayon kahapon kay Metropolitan Manila Development Authority chair Benhur Abalos.","['17', 'â', 'quarantineâ', 'MECQ', '30', 'pagadjust']","{'17': ['ab', 'ad', 'ag', 'ah', 'ak'], 'â': ['b', 'c', 'd', 'e', 'f'], 'quarantineâ': ['quarantine', 'quarantined', 'quarantines', 'quarantince', 'quaratine'], 'MECQ': ['ecq', 'deck', 'eco', 'mcg', 'me'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'pagadjust': ['aadjust', 'adjust', 'inadjust', 'pagdusta', 'pakadusta']}",TP,FN
"Naging posible ang pag-track ng Wi-Peep dahil sa ""polite Wi-Fi"" o ang awtomatikong pag-respond ng devices devices sa tangkang pag-connect sa mga ito kahit na protektado ito ng password.","Naging posible ang pag-track ng Wi-Peep dahil sa ""polite Wi-Fi"" o ang awtomatikong pag-respond ng devices sa tangkang pag-connect sa mga ito kahit na protektado ito ng password.","Naging posible ang pag-track ng Wi-jeep dahil sa ""elite Wi-Fi"" o ang awtomatikong pag-respond ng devices devices sa tangkang pag-connect sa mga ito kahit na protektado ito ng password.","['Peep', 'polite']","{'Peep': ['beep', 'deep', 'jeep', 'keep', 'peer'], 'polite': ['police', 'balite', 'elite', 'komite', 'lite']}",TP,FN
Pero meron pa ring hindi naniniwalang makukuha nang Ilonggang beauty queen ang korona.,Pero meron pa ring hindi naniniwalang makukuha ng Ilonggang beauty queen ang korona.,Pero meron pa ring hindi naniniwalang makukuha nang ilungang beauty queen ang korona.,['Ilonggang'],"{'Ilonggang': ['ibanggang', 'ilanglang', 'ilungang', 'lunggang', 'alangaang']}",TP,FN
"Isang showbiz personality raw ang maglalabas ng isang tell all book, tungkol sa kanyang gay experiences.","Isang showbiz personality raw ang maglalabas ng isang tell-all book, tungkol sa kanyang gay experiences.","Isang showbiz personality raw ang maglalabas ng isang sell all book, tungkol sa kanyang gay experiences.",['tell'],"{'tell': ['bell', 'cell', 'sell', 'tall', 'tela']}",TP,FN
"Pahayag ni Dulce, natukso lang raw siya dahil sa hirap ng buhay.","Pahayag ni Dulce, natukso lang daw siya dahil sa hirap ng buhay.","Pahayag ni dale, natukso lang daw siya dahil sa hirap ng buhay.",['Dulce'],"{'Dulce': ['dulse', 'bule', 'dale', 'dance', 'dole']}",TP,FN
"So pa rang mas masaya ngayon,â pagbabahagi ni Joko.","So parang mas masaya ngayon,â pagbabahagi ni Joko.","So pa rang mas masaya ngayon,d pagbabahagi ni loko.","['â', 'Joko']","{'â': ['b', 'c', 'd', 'e', 'f'], 'Joko': ['joke', 'koko', 'loko', 'aako', 'ako']}",TP,FN
"Kayayari yan dalawang araw matapos makapagpasok ng 2,240 new cases sa Pilipinas na nagpapakita ng panibagong spikes sa local cases.","Nangyari yan dalawang araw matapos makapagpasok ng 2,240 new cases sa Pilipinas na nagpapakita ng panibagong spikes sa local cases.","iyayari yan dalawang araw matapos makapagpasok ng d,aam new cases sa Pilipinas na nagpapakita ng panibagong spikes sa local cases.","['Kayayari', '2', '240']","{'Kayayari': ['mayayari', 'nayayari', 'iyayari', 'kayayao', 'magyayari'], '2': ['b', 'c', 'd', 'e', 'f'], '240': ['aag', 'aal', 'aam', 'aat', 'aaw']}",TP,FN
"Sa video ng kanilang pag-alis, nakikita pa sina Arjo at Maine na kumakain sa isang resto sa NAIA.","Sa video ng kanilang pag-alis, nakita pa sina Arjo at Maine na kumakain sa isang resto sa NAIA.","Sa video ng kanilang pag-alis, nakikita pa sina aalo at maino na kumakain sa isang resto sa NAIA.","['Arjo', 'Maine']","{'Arjo': ['arko', 'aako', 'aalo', 'aamo', 'aano'], 'Maine': ['maide', 'main', 'maino', 'maire', 'marine']}",TP,FN
"Ayon pa kay Nograles, may nakahandang family food packs at maging non-food items na nagkakahalaga ng P1 bilyon habang nagcommit naman ang Department of Public Works and Highways (DPWH) na iki-clear ang mga lansangan sa naturang mga lugar.","Ayon pa kay Nograles, may nakahandang family food packs at maging non-food items na nagkakahalaga ng P1 bilyon habang nag-commit naman ang Department of Public Works and Highways (DPWH) na iki-clear ang mga lansangan sa naturang mga lugar.","Ayon pa kay corals, may nakahandang family food packs at maging non-food items na nagkakahalaga ng pa bilyon habang nagamit naman ang Department of Public Works and Highways (daw) na iki-clear ang mga lansangan sa naturang mga lugar.","['Nograles', 'P1', 'nagcommit', 'DPWH']","{'Nograles': ['korales', 'comrades', 'corals', 'degrades', 'goggles'], 'P1': ['p', 'p3', 'pa', 'pg', 'ph'], 'nagcommit': ['commit', 'nagagamit', 'nagamit', 'nagdamit', 'nagkamit'], 'DPWH': ['dapwa', 'dash', 'daw', 'dawi', 'depth']}",TP,FN
Magsasabi ni Belmonte na pinahahalagahan ng lokal na pamahalaan ang mga negosyante kasama ang maliliit na traders dahil isa ang mga ito na tumutulong sa pagpapasigla sa ekonomiya ng lungsod at paghahatid ng magandang serbisyo sa QCitizens.,Sinabi ni Belmonte na pinahahalagahan ng lokal na pamahalaan ang mga negosyante kasama ang maliliit na traders dahil isa ang mga ito na tumutulong sa pagpapasigla sa ekonomiya ng lungsod at paghahatid ng magandang serbisyo sa QCitizens.,Magsasabi ni bente na pinahahalagahan ng lokal na pamahalaan ang mga negosyante kasama ang maliliit na traders dahil isa ang mga ito na tumutulong sa pagpapasigla sa ekonomiya ng lungsod at paghahatid ng magandang serbisyo sa citizen.,"['Belmonte', 'QCitizens']","{'Belmonte': ['beinte', 'belong', 'bente', 'bolante', 'bulante'], 'QCitizens': ['citizens', 'cirizens', 'citizen', 'cities', 'citiezen']}",TP,FN
"Ayon kay Zeaphard Gerhart Caelian, pinupuno ng Provincial Disaster Management Program Division, ang mga residente sa binahang mga lugar ay inabisuhan nang magsilikas kung kinakailangan.","Ayon kay Zeaphard Gerhart Caelian, pinuno ng Provincial Disaster Management Program Division, ang mga residente sa binahang mga lugar ay inabisuhan nang magsilikas kung kinakailangan.","Ayon kay aaward erant chalian, pinupuno ng Provincial Disaster Management Program Division, ang mga residente sa binahang mga lugar ay inabisuhan nang magsilikas kung kinakailangan.","['Zeaphard', 'Gerhart', 'Caelian']","{'Zeaphard': ['lepard', 'seaboard', 'aaward', 'apad', 'apart'], 'Gerhart': ['berhas', 'chart', 'erant', 'erport', 'gargara'], 'Caelian': ['balian', 'banlian', 'chalian', 'daglian', 'dalian']}",TP,FN
"Sa halip, magiging ceramic ash ang mga basura na maaaring pampataba ng lupa wood vinegar na pwedeng gamitin bilang insect repellent.","Sa halip, magiging ceramic ash ang mga basura na maaaring pampataba ng lupa o wood vinegar na pwedeng gamitin bilang insect repellent.","Sa halip, magiging centric ash ang mga basura na maaaring pampataba ng lupa wood bingal na pwedeng gamitin bilang insect repellent.","['ceramic', 'vinegar']","{'ceramic': ['calamit', 'cami', 'centric', 'certain', 'chronic'], 'vinegar': ['linear', 'binga', 'bingal', 'bingas', 'bingaw']}",TP,FN
Mas madami pang tao ang nagiging aware of o ur show and mas marami gabi-gabi ang nanonood sa amin.,Mas madami pang tao ang nagiging aware of our show and mas marami gabi-gabi ang nanonood sa amin.,Mas marami pang tao ang nagiging aware of o hr show and mas marami gabi-gabi ang nanonood sa amin.,['ur'],"{'ur': ['ar', 'fur', 'hr', 'jr', 'nur']}",TP,FN
Marami pang horror story na kumakalat sa pagbabago diumano ng ugali ni Vice at parang marami na ring mga tao ang nasasaktan sa mga gawa raw nito.,Marami pang horror story na kumakalat sa pagbabago diumano ng ugali ni Vice at parang marami na ring mga tao ang nasasaktan sa mga ginagawa raw nito.,Marami pang honor story na kumakalat sa pagbabago diumano ng ugali ni Vice at parang marami na ring mga tao ang nasasaktan sa mga gawa raw nito.,['horror'],"{'horror': ['error', 'harbor', 'honor', 'mirror', 'terror']}",TP,FN
Mababait-sila nung sila may kailangan.,Mababait sila nung sila may kailangan.,Mababait-sila nung sila may kailangan.,[],{},FN,FN
"May point din naman mga netizens dahil iba rin naman talaga kapag cash, mas mabibili mo kung ano talaga ang kakailanganin mo pero hindi lahat ay may kakayahang magbigay ng pinansyal na tulong.","May point din naman ang mga netizens dahil iba rin naman talaga kapag cash, mas mabibili mo kung ano talaga ang kakailanganin mo pero hindi lahat ay may kakayahang magbigay ng pinansyal na tulong.","May point din naman mga netizens dahil iba rin naman talaga kapag cash, mas mabibili mo kung ano talaga ang kakailanganin mo pero hindi lahat ay may kakayahang magbigay ng pinansyal na tulong.",[],{},FN,FN
"Pagkatapos noon naging syota at nagpakasal naman si Meryll at Bernard Palanca kung kanino siya nagkaroon ng isang anak, pero nagkahiwalay nga din sila.","Pagkatapos noon naging syota at nagpakasal naman si Meryll at Bernard Palanca kung kanino siya nagkaroon ng isang anak, pero nagkahiwalay nga rin sila.","Pagkatapos noon naging bota at nagpakasal naman si aerial at bena balanga kung kanino siya nagkaroon ng isang anak, pero nagkahiwalay nga rin sila.","['syota', 'Meryll', 'Bernard', 'Palanca']","{'syota': ['sota', 'ayona', 'bota', 'dyowa', 'hota'], 'Meryll': ['merely', 'seryal', 'aerial', 'barill', 'bell'], 'Bernard': ['barbaro', 'bear', 'bena', 'benang', 'bended'], 'Palanca': ['balana', 'balance', 'balanga', 'balansa', 'balanya']}",TP,FN
"Matagal na kaming magkatrabaho ni direk pe ro every time nacha-challenge pa rin ako sa kanya,â pagbabahagi ng singer-actress.","Matagal na kaming magkatrabaho ni direk pero every time nacha-challenge pa rin ako sa kanya,â pagbabahagi ng singer-actress.","Matagal na kaming magkatrabaho ni direk e ro every time baha-challenge pa rin ako sa kanya,d pagbabahagi ng singer-actress.","['pe', 'nacha', 'â']","{'pe': ['be', 'de', 'e', 'he', 'ie'], 'nacha': ['naha', 'ache', 'baha', 'cache', 'cha'], 'â': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Matapos ang pagbabalik-loob sa pamahalaan nitong Enero, si Gamatal ay tumutulong na u mano sa militar at pulisya sapagbibigay ng mahahalagang impormasyon laban sa NPA.","Matapos ang pagbabalik-loob sa pamahalaan nitong Enero, si Gamatal ay tumutulong na umano sa militar at pulisya sapagbibigay ng mahahalagang impormasyon laban sa NPA.","Matapos ang pagbabalik-loob sa pamahalaan nitong Enero, si gagatas ay tumutulong na u mano sa militar at pulisya pagbibigay ng mahahalagang impormasyon laban sa na.","['Gamatal', 'sapagbibigay', 'NPA']","{'Gamatal': ['dadatal', 'dumatal', 'gagatas', 'gamasan', 'gamitan'], 'sapagbibigay': ['ipagbibigay', 'naagbibigay', 'pagbibigay', 'magbibigay', 'makabibigay'], 'NPA': ['apa', 'ipa', 'na', 'naa', 'napa']}",TP,FN
Nagpasalamat naman si Guinto sa netizens na nagupload ng video sa nangyari.,Nagpasalamat naman si Guinto sa netizens na nag-upload ng video sa nangyari.,Nagpasalamat naman si giginto sa netizens na nagbaliad ng video sa nangyari.,"['Guinto', 'nagupload']","{'Guinto': ['ginto', 'bunto', 'giginto', 'gininto', 'gino'], 'nagupload': ['inupload', 'laguplop', 'nagbaliad', 'nagbilad', 'nagbuklod']}",TP,FN
"Tumawag din ngayong ""low quality evidence"" ang mga basehansa paggamit ng gamot laban sa COVID-19 ayon sa pag-aaral ng Living Clinical Practice Guidelines na pinangunahan ng Philippine Society for Mirobiology and Infectius Disease.","Tinatawag din ngayong ""low quality evidence"" ang mga basehansa paggamit ng gamot laban sa COVID-19 ayon sa pag-aaral ng Living Clinical Practice Guidelines na pinangunahan ng Philippine Society for Mirobiology and Infectius Disease.","Tumawag din ngayong ""low quality evidence"" ang mga balansa paggamit ng gamot laban sa COVID-ag ayon sa pag-aaral ng Living Clinical Practice Guidelines na pinangunahan ng Philippine Society for virology and infections Disease.","['basehansa', '19', 'Mirobiology', 'Infectius']","{'basehansa': ['basehan', 'basehang', 'balansa', 'balihanda', 'basahan'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Mirobiology': ['radiology', 'sociology', 'virology', 'bibilog', 'binibilog'], 'Infectius': ['infectious', 'infection', 'infections', 'infect', 'infected']}",TP,FN
Nakita daw nila ito nang minsang nag-guest ang batang hunk actor sa isang daily show.,Nakita raw nila ito nang minsang nag-guest ang batang hunk actor sa isang daily show.,Nakita raw nila ito nang minsang nag-guest ang batang huni actor sa isang daily show.,['hunk'],"{'hunk': ['bunk', 'huna', 'huni', 'hunt', 'husk']}",TP,FN
Ang mga senior citizen at mga may sakit ay pinapayuhang mamalagi sa tahanan dahil posibleng hindi nila kayanin ang sobrang init nang panahon.,Ang mga senior citizen at mga may sakit ay pinapayuhang mamalagi sa tahanan dahil posibleng hindi nila kayanin ang sobrang init ng panahon.,Ang mga senior citizen at mga may sakit ay pinapayuhang mamalagi sa tahanan dahil posibleng hindi nila kayanin ang sobrang init nang panahon.,[],{},FN,FN
"So noong ilalaki na itong sina Prince at Princess 'yung anak ko, magdadagdag din ako, sabi ni Joel, na lumaki rin na may pitong kapatid.","So noong lumaki na itong sina Prince at Princess 'yung anak ko, magdadagdag din ako, sabi ni Joel, na lumaki rin na may pitong kapatid.","So noong ilalaki na itong sina iprice at prices 'yung anak ko, magdadagdag din ako, sabi ni coal, na lumaki rin na may pitong kapatid.","['Prince', 'Princess', 'Joel']","{'Prince': ['price', 'princes', 'iprice', 'piece', 'pine'], 'Princess': ['pricess', 'princes', 'prices', 'prinsesa', 'printers'], 'Joel': ['bowel', 'bowl', 'coal', 'coil', 'col']}",TP,FN
"Nag-deploy ang DOTr ng mga frontliners mula sa Aviation, Railways, Road, at Maritime para i-monitor ang bumibilang ng mga outbound at inbound passengers sa lahat ng transport hubs, mga istasyon at mga terminal nationwide.","Nag-deploy ang DOTr ng mga frontliners mula sa Aviation, Railways, Road, at Maritime para i-monitor ang bilang ng mga outbound at inbound passengers sa lahat ng transport hubs, mga istasyon at mga terminal nationwide.","Nag-deploy ang dote ng mga frontliners mula sa Aviation, Railways, Road, at Maritime para i-monitor ang bumibilang ng mga outbound at inbound passengers sa lahat ng transport hubs, mga istasyon at mga terminal nationwide.",['DOTr'],"{'DOTr': ['door', 'dor', 'dote', 'ador', 'bot']}",TP,FN
Hindi niya din ihinahatid at sinusundo ang anak niya sa school.,Hindi niya rin ihinahatid at sinusundo ang anak niya sa school.,Hindi niya rin ihahatid at sinusundo ang anak niya sa school.,['ihinahatid'],"{'ihinahatid': ['ipinahatid', 'hinahati', 'ihahatid', 'ikinahati', 'inihahatid']}",TP,FN
"Patayin sila kapag hindi matuloy, nagsasabi ng ama ni Tessie.","Patayin sila kapag hindi matuloy, sabi ng ama ni Tessie.","Patayin sila kapag hindi matuloy, nagsasabi ng ama ni tissue.",['Tessie'],"{'Tessie': ['lessee', 'tesis', 'tissue', 'bassic', 'cease']}",TP,FN
"Carlito Galvez ang makakasagot kung saan ilalagay ang mga bakuna at anong oras, anong araw ang inumpisahan ng rollout ng pagbabakuna.","Carlito Galvez ang makakasagot kung saan ilalagay ang mga bakuna at anong oras, anong araw ang umpisa ng rollout ng pagbabakuna.","nalito gavel ang makakasagot kung saan ilalagay ang mga bakuna at anong oras, anong araw ang inumpisahan ng rollout ng pagbabakuna.","['Carlito', 'Galvez']","{'Carlito': ['malito', 'manlito', 'nalito', 'nanlito', 'narito'], 'Galvez': ['gale', 'gave', 'gavel', 'valve', 'valves']}",TP,FN
Matatandaang nagtungo rin si Paras sa Amerika para para subukan ang kanyang kapalaran doon.,Matatandaang nagtungo rin si Paras sa Amerika para subukan ang kanyang kapalaran doon.,Matatandaang nagtungo rin si daras sa anemika para para subukan ang kanyang kapalaran doon.,"['Paras', 'Amerika']","{'Paras': ['aras', 'baras', 'daras', 'pagas', 'pahas'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida']}",TP,FN
"Kahit namatayan, may nilabasan pang mga ngiti kay Jose habang napapanood sa telebisyon.","Kahit namatayan, may lumalabas pang mga ngiti kay Jose habang napapanood sa telebisyon.","Kahit namatayan, may nilabasan pang mga ngiti kay joke habang napapanood sa telebisyon.",['Jose'],"{'Jose': ['dose', 'hose', 'joke', 'lose', 'nose']}",TP,FN
"Sa pagtaya ng mga otoridad, umabot sa 60 pamilya ang naapektuhan ng sunog na tumupok sa 40 bahay habang tinatayang nasa P1.5.","Sa pagtaya ng mga otoridad, aabot sa 60 pamilya ang naapektuhan ng sunog na tumupok sa 40 bahay habang tinatayang nasa P1.5.","Sa pagtaya ng mga otoridad, umabot sa ag pamilya ang naapektuhan ng sunog na tumupok sa ag bahay habang tinatayang nasa pa.d.","['60', '40', 'P1', '5']","{'60': ['ab', 'ad', 'ag', 'ah', 'ak'], '40': ['ab', 'ad', 'ag', 'ah', 'ak'], 'P1': ['p', 'p3', 'pa', 'pg', 'ph'], '5': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Sa Metro Manila naman, nakikita ang mga billboard ng magka-loveteam sa kahabaan ng EDSA, Guadalupe at Bagong Ilog, C5.","Sa Metro Manila naman, makikita ang mga billboard ng magka-loveteam sa kahabaan ng EDSA, Guadalupe at Bagong Ilog, C5.","Sa Metro Manila naman, nakikita ang mga billiards ng magka-overeat sa kahabaan ng ada, dumadale at Bagong Ilog, co.","['billboard', 'loveteam', 'EDSA', 'Guadalupe', 'C5']","{'billboard': ['billboards', 'billiard', 'billiards', 'bulebard', 'balubad'], 'loveteam': ['livestream', 'longterm', 'overeat', 'oveseas', 'bonete'], 'EDSA': ['etsa', 'aasa', 'ada', 'ads', 'adya'], 'Guadalupe': ['dadale', 'dalipe', 'dumadale', 'galope', 'gradute'], 'C5': ['c', 'cc', 'co', 'cu', 'ab']}",TP,FN
"Ang susunod na eleksyon ay nangyayari sa Mayo 2022, bagay na pangungunahan ng ibat ibang pangangampanya.","Ang susunod na eleksyon ay mangyayari sa Mayo 2022, bagay na pangungunahan ng ibat ibang pangangampanya.","Ang susunod na eleksyon ay nangyayari sa Mayo aag, bagay na pangungunahan ng ibat ibang pangangampanya.",['2022'],"{'2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Aniya, sasayangin lang nina Bensouda ang kanilang rekurso dahil walang inaabot na kooperasyon ang estado ng Pilipinas.","Aniya, sasayangin lang nina Bensouda ang kanilang rekurso dahil walang iaabot na kooperasyon ang estado ng Pilipinas.","Aniya, sasayangin lang nina bensina ang kanilang rekurso dahil walang inaabot na kooperasyon ang estado ng Pilipinas.",['Bensouda'],"{'Bensouda': ['benda', 'bensido', 'bensina', 'bentosa', 'bestida']}",TP,FN
Na-mga naglalaro sa Japan B.League.,Na mga naglalaro sa Japan B.League.,Na-mga naglalaro sa aaman B.League.,['Japan'],"{'Japan': ['apan', 'sapan', 'aaman', 'aapa', 'aapain']}",TP,FN
"Ayon sa BOC, alinsunod sa di rektiba ni Pangulong Ferdinand Marcos, Jr.","Ayon sa BOC, alinsunod sa direktiba ni Pangulong Ferdinand Marcos, Jr.","Ayon sa bog, alinsunod sa di rekisa ni Pangulong Ferdinand Marcos, Jr.","['BOC', 'rektiba']","{'BOC': ['bloc', 'bo', 'bog', 'bot', 'bow'], 'rektiba': ['aktiba', 'direktiba', 'rekisa', 'retina', 'aktibo']}",TP,FN
"Una rito, sinabi ni Education Secretary Leonor Briones na ang mga mag-aaral na makikiisa sa face-to-face classes ay dapat may written consent ng kanilang mga magulang at tanging ang mga bakunadong guro guro lamang ang maaaring magturo.","Una rito, sinabi ni Education Secretary Leonor Briones na ang mga mag-aaral na makikiisa sa face-to-face classes ay dapat may written consent ng kanilang mga magulang at tanging ang mga bakunadong guro lamang ang maaaring magturo.","Una rito, sinabi ni Education Secretary lector Briones na ang mga mag-aaral na makikiisa sa face-to-face classes ay dapat may written consent ng kanilang mga magulang at tanging ang mga bakunadong guro guro lamang ang maaaring magturo.",['Leonor'],"{'Leonor': ['donor', 'honor', 'lector', 'lektor', 'leon']}",TP,FN
Nilinaw din naman ni Gordon na ang PRC ang pipili ng magiging beneficiaries ng programa base sa guidelines ng DOH sa mga priority target groups.,Nilinaw rin naman ni Gordon na ang PRC ang pipili ng magiging beneficiaries ng programa base sa guidelines ng DOH sa mga priority target groups.,Nilinaw rin naman ni geddon na ang pra ang pipili ng magiging beneficiaries ng programa base sa guidelines ng DOH sa mga priority target groups.,"['Gordon', 'PRC']","{'Gordon': ['kordon', 'garden', 'geddon', 'golden', 'guryon'], 'PRC': ['pic', 'pr', 'pra', 'pre', 'pri']}",TP,FN
"Pero talagang bongga si Alden dahil kahit busy siya, nagawa niyang maalalang bati sa showbiz friends niya at nakapagbigay ng regalo.","Pero talagang bongga si Alden dahil kahit busy siya, nagawa niyang maalalang bumati sa showbiz friends niya at nakapagbigay ng regalo.","Pero talagang bongga si anden dahil kahit busy siya, nagawa niyang maalalang bati sa showbiz friends niya at nakapagbigay ng regalo.",['Alden'],"{'Alden': ['alien', 'alyen', 'anden', 'aamen', 'absen']}",TP,FN
"At pinag-uusapan natin ngayon ang mahirap na sitwasyon rito sa atin, dagdag ng Presidente.","At pinag-uusapan natin ngayon ang mahirap na sitwasyon dito sa atin, dagdag ng Presidente.","At pinag-uusapan natin ngayon ang mahirap na sitwasyon rito sa atin, dagdag ng Presidente.",[],{},FN,FN
