Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Feel na feel na rin kasi ni Ate Vi ang pagiging lola, na ayaw niyang magpatawag ng lola sa kanyang magiging unang apong si Peanut.","Feel na feel na rin kasi ni Ate Vi ang pagiging lola, na ayaw niyang magpatawag ng lola sa kanyang magiging unang apong si Peanut.","Feel na feel na rin kasi ni Ate Vi ang pagiging lola, na ayaw niyang magpatawag ng lola sa kanyang magiging unang apong si Peanut.",[],{},TN,TN
"Ang problema kasi, ang mga mag-aaral natin, lalo na sa elementarya at high school ay walang mga bakuna kaya wala silang pangontra sa COVID.","Ang problema kasi, ang mga mag-aaral natin, lalo na sa elementarya at high school ay walang mga bakuna kaya wala silang pangontra sa COVID.","Ang problema kasi, ang mga mag-aaral natin, lalo na sa elementarya at high school ay walang mga bakuna kaya wala silang pangontra sa COVID.",[],{},TN,TN
"Ok, ito makinig kayo.","Ok, ito makinig kayo.","Ok, ito makinig kayo.",[],{},TN,TN
"Sa panig naman ng suplay, sinabi ng NEDA chief na may mga programa ang gobyerno para palakasin ang produksyon.","Sa panig naman ng suplay, sinabi ng NEDA chief na may mga programa ang gobyerno para palakasin ang produksyon.","Sa panig naman ng suplay, sinabi ng nega chief na may mga programa ang gobyerno para palakasin ang produksyon.",['NEDA'],"{'NEDA': ['nada', 'neca', 'nega', 'seda', 'ada']}",FP,FP
Kinuha ng Celtics ang isang 32-point lead sa third quarter bago nakalapit ang Hawks sa 84-96 sa pagsisimula ng fourth period mula sa inihulog na 32-12 bomba.,Kinuha ng Celtics ang isang 32-point lead sa third quarter bago nakalapit ang Hawks sa 84-96 sa pagsisimula ng fourth period mula sa inihulog na 32-12 bomba.,Kinuha ng betis ang isang ag-point lead sa third quarter bago nakalapit ang hawk sa ag-ag sa pagsisimula ng fourth period mula sa inihulog na ag-ag bomba.,"['Celtics', '32', 'Hawks', '84', '96', '32', '12']","{'Celtics': ['celcius', 'celsius', 'betis', 'celing', 'cells'], '32': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Hawks': ['hacks', 'hawas', 'hawk', 'aawas', 'awas'], '84': ['ab', 'ad', 'ag', 'ah', 'ak'], '96': ['ab', 'ad', 'ag', 'ah', 'ak'], '12': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Bago sumali sa NREB, nagsilbi si Dimalanta bilang senior partner sa Puyat Jacinto & Santos law firm, kung saan pinamunuan din niya ang energy practice nito hanggang Marso 2019.","Bago sumali sa NREB, nagsilbi si Dimalanta bilang senior partner sa Puyat Jacinto & Santos law firm, kung saan pinamunuan din niya ang energy practice nito hanggang Marso 2019.","Bago sumali sa ares, nagsilbi si nilalanta bilang senior partner sa Puyat maminto & tantos law firm, kung saan pinamunuan din niya ang energy practice nito hanggang Marso aako.","['NREB', 'Dimalanta', 'Jacinto', 'Santos', '2019']","{'NREB': ['are', 'area', 'ares', 'crab', 'crew'], 'Dimalanta': ['lumalanta', 'malanta', 'nilalanta', 'pinalanta', 'sinalanta'], 'Jacinto': ['hasinto', 'mahinto', 'maminto', 'nahinto', 'naminto'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot'], '2019': ['aaba', 'aag', 'aako', 'aal', 'aala']}",FP,FP
"Nangako si Alvarez na ipagpapatuloy ang pagsulong ng mga reporma na kailangan upang mabawasan ang korapsyon, kahirapan, hindi pagkakapantay-pantay at pagpapalawak ng oportunidad sa bawat isa.","Nangako si Alvarez na ipagpapatuloy ang pagsulong ng mga reporma na kailangan upang mabawasan ang korapsyon, kahirapan, hindi pagkakapantay-pantay at pagpapalawak ng oportunidad sa bawat isa.","Nangako si alarmed na ipagpapatuloy ang pagsulong ng mga reporma na kailangan upang mabawasan ang korapsyon, kahirapan, hindi pagkakapantay-pantay at pagpapalawak ng oportunidad sa bawat isa.",['Alvarez'],"{'Alvarez': ['alarm', 'alarma', 'alarmed', 'aliases', 'alkade']}",FP,FP
"Magkakadikit kayo, balikat to balikat, talagang, after kasi ng pandemic lalo 'yung mga kapamilya mo, na-miss mong kumain nang sabay-sabay 'yung magkakasama kayo, kasama 'yung pamilya, 'yung mga mahal mo sa buhay, sabi ni Cong.","Magkakadikit kayo, balikat to balikat, talagang, after kasi ng pandemic lalo 'yung mga kapamilya mo, na-miss mong kumain nang sabay-sabay 'yung magkakasama kayo, kasama 'yung pamilya, 'yung mga mahal mo sa buhay, sabi ni Cong.","Magkakadikit kayo, balikat to balikat, talagang, after kasi ng pandemic lalo 'yung mga kapamilya mo, na-miss mong kumain nang sabay-sabay 'yung magkakasama kayo, kasama 'yung pamilya, 'yung mga mahal mo sa buhay, sabi ni cing.",['Cong'],"{'Cong': ['bong', 'cang', 'cing', 'con', 'cond']}",FP,FP
"Nabasa niya 'yung mensahe ng lalaki na, 'Tutulungan kita' sabi niya, 'na maghanap.'","Nabasa niya 'yung mensahe ng lalaki na, 'Tutulungan kita' sabi niya, 'na maghanap.'","Nabasa niya 'yung mensahe ng lalaki na, 'Tutulungan kita' sabi niya, 'na maghanap.'",[],{},TN,TN
"Aniya pa, urong-sulong din umano ang isang babaeng politiko sa pagtakbo sa pagka-Presidente kahit malakas ito sa masa.","Aniya pa, urong-sulong din umano ang isang babaeng politiko sa pagtakbo sa pagka-Presidente kahit malakas ito sa masa.","Aniya pa, urong-sulong din umano ang isang babaeng politiko sa pagtakbo sa pagka-Presidente kahit malakas ito sa masa.",[],{},TN,TN
"Kapag natalo tayo rito, malabo na tayo sa playoffs, sabi ko sa kanila, wika ni head coach Pido Jarencio sa ikalawang sunod na panalo ng NorthPort para sa 2-5 record.","Kapag natalo tayo rito, malabo na tayo sa playoffs, sabi ko sa kanila, wika ni head coach Pido Jarencio sa ikalawang sunod na panalo ng NorthPort para sa 2-5 record.","Kapag natalo tayo rito, malabo na tayo sa payouts, sabi ko sa kanila, wika ni head coach nido aareglo sa ikalawang sunod na panalo ng northward para sa d-d record.","['playoffs', 'Pido', 'Jarencio', 'NorthPort', '2', '5']","{'playoffs': ['layoffs', 'layoff', 'payouts', 'players', 'plays'], 'Pido': ['apido', 'ido', 'nido', 'oido', 'piho'], 'Jarencio': ['marendi', 'narendi', 'aareglo', 'aaresto', 'aasenso'], 'NorthPort': ['northeast', 'northern', 'northward', 'northwest', 'airport'], '2': ['b', 'c', 'd', 'e', 'f'], '5': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Ang mga mangungunang manlalangoy sa Visayas leg pati na rin sa nakatakdang Mindanao leg sa Nobyembre 12-13 sa Joaquin F.,Ang mga mangungunang manlalangoy sa Visayas leg pati na rin sa nakatakdang Mindanao leg sa Nobyembre 12-13 sa Joaquin F.,Ang mga mangungunang manlalangoy sa Visayas leg pati na rin sa nakatakdang Mindanao leg sa Nobyembre ag-ad sa aamuin F.,"['12', '13', 'Joaquin']","{'12': ['ab', 'ad', 'ag', 'ah', 'ak'], '13': ['p3', 'ab', 'ad', 'ag', 'ah'], 'Joaquin': ['aakuin', 'aaluin', 'aamuin', 'aapuin', 'akuin']}",FP,FP
"Ang inflation rate nitong Enero 2023, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng 14 taon.","Ang inflation rate nitong Enero 2023, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng 14 taon.","Ang inflation rate nitong Enero aaba, bagay na naging bagong pinakamabilis na pagtaas ng presyo ng bilihin sa loob ng ag taon.","['2023', '14']","{'2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], '14': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"E, ngayon ang nakarating sa atin hiniritan ng glam team nitong si Francine, si Seth nag-join sa kanila sa picture taking tapos parang ikinagalit ito ni Blythe o ni Andrea, dagdag pa niya.","E, ngayon ang nakarating sa atin hiniritan ng glam team nitong si Francine, si Seth nag-join sa kanila sa picture taking tapos parang ikinagalit ito ni Blythe o ni Andrea, dagdag pa niya.","E, ngayon ang nakarating sa atin ginilitan ng glab team nitong si rantine, si sets nag-joint sa kanila sa picture taking tapos parang ikinagalit ito ni bagahe o ni andana, dagdag pa niya.","['hiniritan', 'glam', 'Francine', 'Seth', 'join', 'Blythe', 'Andrea']","{'hiniritan': ['diniitan', 'dinikitan', 'ginilitan', 'ginirian', 'hihigitan'], 'glam': ['alam', 'clam', 'glab', 'gram', 'slam'], 'Francine': ['franche', 'franchise', 'rantine', 'branding', 'canine'], 'Seth': ['meth', 'set', 'sets', 'bet', 'beta'], 'join': ['coin', 'john', 'joint', 'ahin', 'akin'], 'Blythe': ['biyahe', 'byahe', 'bagahe', 'balete', 'balite'], 'Andrea': ['andres', 'adres', 'andana', 'anden', 'anduka']}",FP,FP
"Sa ulat ni Luisito Santos sa Super Radyo dzBB nitong Miyerkoles, kinilala ang suspek na si Patrolman Glen Angoluan, nakatalaga sa Laguna Police Provincial Mobile Force Company.","Sa ulat ni Luisito Santos sa Super Radyo dzBB nitong Miyerkoles, kinilala ang suspek na si Patrolman Glen Angoluan, nakatalaga sa Laguna Police Provincial Mobile Force Company.","Sa ulat ni lumilito tantos sa Super Radyo dzBB nitong mirekules, kinilala ang suspek na si Patrolman ale aaluan, nakatalaga sa Laguna Police Provincial Mobile Force Company.","['Luisito', 'Santos', 'Miyerkoles', 'Glen', 'Angoluan']","{'Luisito': ['lilito', 'listo', 'lumilito', 'lumito', 'alisto'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot'], 'Miyerkoles': ['miyerkules', 'Miyerkules', 'mirekules', 'biyernes', 'Biyernes'], 'Glen': ['gen', 'alan', 'ale', 'aleng', 'alex'], 'Angoluan': ['angalan', 'angilan', 'aaluan', 'aangalan', 'aangilan']}",FP,FP
"Huwebes noong nakaraang linggo lang nang makaranas ang aktres na si Barbie Forteza ng parehong problema, noong bunuin niya ang haba ng pila bandang 4 a.m. para makapagparehistro bago ang eleksyon.","Huwebes noong nakaraang linggo lang nang makaranas ang aktres na si Barbie Forteza ng parehong problema, noong bunuin niya ang haba ng pila bandang 4 a.m. para makapagparehistro bago ang eleksyon.","Huwebes noong nakaraang linggo lang nang makaranas ang aktres na si Barbie force ng parehong problema, noong bunuin niya ang haba ng pila bandang d ag.m. para makapagparehistro bago ang eleksyon.","['Forteza', '4', 'a']","{'Forteza': ['kortesa', 'portera', 'force', 'forced', 'forces'], '4': ['b', 'c', 'd', 'e', 'f'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Naghanda rin ng sariling game plan si Vargas na ilalatag nito sa anumang bombang pasasabugin ni Magsayo.,Naghanda rin ng sariling game plan si Vargas na ilalatag nito sa anumang bombang pasasabugin ni Magsayo.,Naghanda rin ng sariling game plan si agas na ilalatag nito sa anumang bombang pasasabugin ni magpayo.,"['Vargas', 'Magsayo']","{'Vargas': ['bargas', 'aarmas', 'agas', 'angas', 'aras'], 'Magsayo': ['magbayo', 'maglayo', 'magpayo', 'magsako', 'magsalo']}",FP,FP
"Hindi talaga kami nagki-kiss ni Perry kasi umuuwi kami sa kani-kaniyang bahay,"" paliwanag ni Kris sa ""Mars Pa More.","Hindi talaga kami nagki-kiss ni Perry kasi umuuwi kami sa kani-kaniyang bahay,"" paliwanag ni Kris sa ""Mars Pa More.","Hindi talaga kami nagki-kiss ni percy kasi umuuwi kami sa kani-kaniyang bahay,"" paliwanag ni Kris sa ""mags Pa More.","['Perry', 'Mars']","{'Perry': ['ferry', 'jerry', 'percy', 'carry', 'derby'], 'Mars': ['bars', 'cars', 'mags', 'mais', 'maks']}",FP,FP
Nakasentro muna ang atensiyon ng PBA sa pagsisimula ng PBA Season 46 Philippine Cup bago pagtuunan ng pansin ang paglarga ng inagural season ng 3x3 basketball tournament.,Nakasentro muna ang atensiyon ng PBA sa pagsisimula ng PBA Season 46 Philippine Cup bago pagtuunan ng pansin ang paglarga ng inagural season ng 3x3 basketball tournament.,Nakasentro muna ang atensiyon ng iba sa pagsisimula ng iba Season ag Philippine Cup bago pagtuunan ng pansin ang paglarga ng inaaral season ng x basketball tournament.,"['PBA', 'PBA', '46', 'inagural', '3x3']","{'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], '46': ['ab', 'ad', 'ag', 'ah', 'ak'], 'inagural': ['inaugural', 'hinaguran', 'inaaral', 'inagusan', 'inapura'], '3x3': ['ex', 'p3', 'x', 'xi', 'aag']}",FP,FP
"At pagkaraan ay nakita kong lango na sina Louie de Lima at Mark dahil sa ginamit nila na powder drugs na dala ni Mark, sabi ni Dela Serna.","At pagkaraan ay nakita kong lango na sina Louie de Lima at Mark dahil sa ginamit nila na powder drugs na dala ni Mark, sabi ni Dela Serna.","At pagkaraan ay nakita kong lango na sina laude de Lima at Mark dahil sa ginamit nila na powder drugs na dala ni Mark, sabi ni Dela sierna.","['Louie', 'Serna']","{'Louie': ['doube', 'house', 'laude', 'lie', 'login'], 'Serna': ['derna', 'sera', 'sierna', 'bena', 'bersa']}",FP,FP
"Sa programang ""Unang Hirit,"" sinabi ng feng shui consultant na si Jean Chua, na lahat ng halaman ay itinuturing lucky charm.","Sa programang ""Unang Hirit,"" sinabi ng feng shui consultant na si Jean Chua, na lahat ng halaman ay itinuturing lucky charm.","Sa programang ""Unang Hirit,"" sinabi ng eng hub consultant na si jeans aqua, na lahat ng halaman ay itinuturing lucky charms.","['feng', 'shui', 'Jean', 'Chua', 'charm']","{'feng': ['beng', 'deng', 'eng', 'meng', 'peng'], 'shui': ['shut', 'hi', 'hub', 'huli', 'huni'], 'Jean': ['dean', 'ean', 'jeans', 'lean', 'aban'], 'Chua': ['cha', 'chupa', 'aqua', 'casa', 'cham'], 'charm': ['cham', 'chard', 'charms', 'chart', 'harm']}",FP,FP
"Baka pupuwede, itong darating na barangay and SK elections magpilot muna tayo, mag-sample tayo ng ilang malls, kahit dito sa Metro Manila, upang makuha natin, kaya ba talaga, pwede ba natin talaga dalhin ang ating mga kababayan sa malls, doon sila boboto, saad ni Garcia.","Baka pupuwede, itong darating na barangay and SK elections magpilot muna tayo, mag-sample tayo ng ilang malls, kahit dito sa Metro Manila, upang makuha natin, kaya ba talaga, pwede ba natin talaga dalhin ang ating mga kababayan sa malls, doon sila boboto, saad ni Garcia.","Baka pupuwede, itong darating na barangay and ik elections magpilit muna tayo, mag-sample tayo ng ilang malls, kahit dito sa Metro Manila, upang makuha natin, kaya ba talaga, pwede ba natin talaga dalhin ang ating mga kababayan sa malls, doon sila boboto, saad ni garapa.","['SK', 'magpilot', 'Garcia']","{'SK': ['ak', 'ask', 'ik', 'k', 'ok'], 'magpilot': ['magbilot', 'maghilot', 'magpilit', 'magpulot', 'magbalot'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}",FP,FP
Maya-maya ay itinutok ng suspek sa biktima ang hawak nitong improvised 12 gauge shot gun saka binaril na tumama lahat sa dibdib nito.,Maya-maya ay itinutok ng suspek sa biktima ang hawak nitong improvised 12 gauge shot gun saka binaril na tumama lahat sa dibdib nito.,Maya-maya ay itinutok ng suspek sa biktima ang hawak nitong improvised ag gauge shot gun saka binaril na tumama lahat sa dibdib nito.,['12'],"{'12': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Actually pag-aaralan pa po ulit yan ng LTFRB.,Actually pag-aaralan pa po ulit yan ng LTFRB.,Actually pag-aaralan pa po ulit yan ng ataro.,['LTFRB'],"{'LTFRB': ['altar', 'alter', 'ataro', 'eter', 'fb']}",FP,FP
Ang mga ecobag ay bahagi rin ng ecowaste management program kung saan iniipon ang mga materyales na puwedeng gawing bag tulad ng mga sako at katsa.,Ang mga ecobag ay bahagi rin ng ecowaste management program kung saan iniipon ang mga materyales na puwedeng gawing bag tulad ng mga sako at katsa.,Ang mga ecobag ay bahagi rin ng enggaste management program kung saan iniipon ang mga materyales na puwedeng gawing bag tulad ng mga sako at katsa.,['ecowaste'],"{'ecowaste': ['coast', 'ecosystem', 'enggaste', 'waste', 'balwarte']}",FP,FP
At yun hindi matatanggal ng simpleng papahid-pahid lang ng sibuyas.,At yun hindi matatanggal ng simpleng papahid-pahid lang ng sibuyas.,At yun hindi matatanggal ng simpleng pamahid-pahid lang ng sibuyas.,['papahid'],"{'papahid': ['ipapahid', 'pagpahid', 'pamahid', 'pampahid', 'papalid']}",FP,FP
"Pero ang sabi ng aming source, keber na raw niya kung manalo o matalo.","Pero ang sabi ng aming source, keber na raw niya kung manalo o matalo.","Pero ang sabi ng aming source, bebero na raw niya kung manalo o matalo.",['keber'],"{'keber': ['deber', 'kober', 'bebero', 'beer', 'ber']}",FP,FP
Sabi nga ni Vincent del Rosario pang big screen talaga ito.,Sabi nga ni Vincent del Rosario pang big screen talaga ito.,Sabi nga ni violent del Rosario pang big screen talaga ito.,['Vincent'],"{'Vincent': ['incest', 'intent', 'violent', 'ailment', 'ancient']}",FP,FP
Hawak din ng Elasto Painters ang No. 11 pick na susundan ng Magnolia Hotshots.,Hawak din ng Elasto Painters ang No. 11 pick na susundan ng Magnolia Hotshots.,Hawak din ng balasto paints ang No. ag pick na susundan ng Magnolia hosts.,"['Elasto', 'Painters', '11', 'Hotshots']","{'Elasto': ['abasto', 'alisto', 'balasto', 'blast', 'blasts'], 'Painters': ['printers', 'gainers', 'paints', 'patintero', 'planters'], '11': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Hotshots': ['hotspots', 'hotspot', 'hosts', 'huthot', 'mugshots']}",FP,FP
"""Kasi ano rin to minsan si Brianna medyo moody rin eh.","""Kasi ano rin to minsan si Brianna medyo moody rin eh.","""Kasi ano rin to minsan si arian medyo body rin eh.","['Brianna', 'moody']","{'Brianna': ['britanya', 'aranya', 'arian', 'ariang', 'arina'], 'moody': ['mood', 'bloody', 'body', 'food', 'foods']}",FP,FP
"Sa ulat, pasado alas-7 ng gabi, magkasamang tinungo ng mag-amang Padua para kausapin at ayusin ang hindi pa malamang problema nila kay Casin.","Sa ulat, pasado alas-7 ng gabi, magkasamang tinungo ng mag-amang Padua para kausapin at ayusin ang hindi pa malamang problema nila kay Casin.","Sa ulat, pasado alas-d ng gabi, magkasamang tinungo ng mag-amang parea para kausapin at ayusin ang hindi pa malamang problema nila kay basin.","['7', 'Parua', 'Casin']","{'7': ['b', 'c', 'd', 'e', 'f'], 'Parua': ['para', 'paraa', 'parea', 'parusa', 'aaruga'], 'Casin': ['aasin', 'asin', 'basin', 'cabin', 'casino']}",FP,FP
Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-16 rifle at nagpaputok sa direksyon ng mga makukulit na nambabato.,Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-16 rifle at nagpaputok sa direksyon ng mga makukulit na nambabato.,Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-ag rifle at nagpaputok sa direksyon ng mga makukulit na kambabalo.,"['16', 'nambabato']","{'16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'nambabato': ['nababato', 'nagbabato', 'kambabalo', 'mababato', 'magbabato']}",FP,FP
Kasama siya sa mga Kapamilya star / singer magpe-perform.,Kasama siya sa mga Kapamilya star / singer magpe-perform.,Kasama siya sa mga Kapamilya star / singer magpe-perform.,[],{},TN,TN
Sinabi rin ni Roque na ayaw ng Pangulo na malagay sa panganib o alanganin ang buhay ng mga mag-aaral o guro habang wala pang nababakunahan sa bansa.,Sinabi rin ni Roque na ayaw ng Pangulo na malagay sa panganib o alanganin ang buhay ng mga mag-aaral o guro habang wala pang nababakunahan sa bansa.,Sinabi rin ni Roque na ayaw ng Pangulo na malagay sa panganib o alanganin ang buhay ng mga mag-aaral o guro habang wala pang nababakunahan sa bansa.,[],{},TN,TN
"Sabado ng gabi nang arestuhin ng PNP si Cuenca, 33-anyos, matapos salpukin at takbuhan ng kanyang SUV ang sasakyan ng pulisiyang ginagamit sa isang anti-illegal drug operation sa Mandaluyong City.","Sabado ng gabi nang arestuhin ng PNP si Cuenca, 33-anyos, matapos salpukin at takbuhan ng kanyang SUV ang sasakyan ng pulisiyang ginagamit sa isang anti-illegal drug operation sa Mandaluyong City.","Sabado ng gabi nang arestuhin ng pdp si agenda, ad-anyos, matapos salpukin at takbuhan ng kanyang sum ang sasakyan ng pulisiyang ginagamit sa isang anti-illegal drug operation sa pandaluhong City.","['PNP', 'Cuenca', '33', 'SUV', 'Mandaluyong']","{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], 'Cuenca': ['buena', 'agency', 'agenda', 'ahency', 'arena'], '33': ['p3', 'ab', 'ad', 'ag', 'ah'], 'SUV': ['su', 'sub', 'sum', 'sun', 'sur'], 'Mandaluyong': ['mandaluhong', 'nandaluhong', 'pandaluhong', 'andamyong', 'dadaluhong']}",FP,FP
Umabot sa 12 bahay ang natupok ng apoy habang nasa 16 na iba pa ng bahagyang napinsala.,Umabot sa 12 bahay ang natupok ng apoy habang nasa 16 na iba pa ng bahagyang napinsala.,Umabot sa ag bahay ang natupok ng apoy habang nasa ag na iba pa ng bahagyang napinsala.,"['12', '16']","{'12': ['ab', 'ad', 'ag', 'ah', 'ak'], '16': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Napag-isip-isip niya na kung nakinig lamang siya sa payo ng kaniyang magulang ay hindi sana siya hahantong sa isang masalimuot na sitwasyon.,Napag-isip-isip niya na kung nakinig lamang siya sa payo ng kaniyang magulang ay hindi sana siya hahantong sa isang masalimuot na sitwasyon.,Napag-isip-isip niya na kung nakinig lamang siya sa payo ng kaniyang magulang ay hindi sana siya hahantong sa isang masalimuot na sitwasyon.,[],{},TN,TN
"Katulad na lamang ng mga pasyente na may COVID-19 na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.","Katulad na lamang ng mga pasyente na may COVID-19 na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.","Katulad na lamang ng mga pasyente na may COVID-ag na nagda-dialysis pa araw-araw, mga pasyente na bumaba ang hemoglobin at mga platelets.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Sa nakaraang limang taon, aniya, ang pamahalaang lungsod ay hindi nagkakaroon ng anumang utang mula sa anumang mga institusyon o bangko matapos na ganap na mabayaran ang utang ng nakaraang administrasyon.","Sa nakaraang limang taon, aniya, ang pamahalaang lungsod ay hindi nagkakaroon ng anumang utang mula sa anumang mga institusyon o bangko matapos na ganap na mabayaran ang utang ng nakaraang administrasyon.","Sa nakaraang limang taon, aniya, ang pamahalaang lungsod ay hindi nagkakaroon ng anumang utang mula sa anumang mga institusyon o bangko matapos na ganap na mabayaran ang utang ng nakaraang administrasyon.",[],{},TN,TN
"Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-Behag ang solidong porma nito.","Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-Behag ang solidong porma nito.","Ngunit dahil sa pagsisikap, unti-unting naibabalik ni Cruz-behang ang solidong porma nito.",['Behag'],"{'Behag': ['bahag', 'beha', 'behang', 'bihag', 'buhag']}",FP,FP
"Kailangan din niyang alamin kung ligtas ang kanyang production staff na makakasama sa remote, positibo ang karamihan sa kanyang mga kasamahan, kaya sila nag-replay sa buong linggo ng Wowowin-Tutok-To-Win.","Kailangan din niyang alamin kung ligtas ang kanyang production staff na makakasama sa remote, positibo ang karamihan sa kanyang mga kasamahan, kaya sila nag-replay sa buong linggo ng Wowowin-Tutok-To-Win.","Kailangan din niyang alamin kung ligtas ang kanyang production staff na makakasama sa remote, positibo ang karamihan sa kanyang mga kasamahan, kaya sila nag-aaplay sa buong linggo ng poonin-Tutok-To-Win.","['replay', 'Wowowin']","{'replay': ['relay', 'reply', 'aaplay', 'aplay', 'delay'], 'Wowowin': ['lokohin', 'loobin', 'poonin', 'todohin', 'wooden']}",FP,FP
"Inanunsyo ng Malaca?ñang ang suspensyon ng pasok para sa mga empleyado ng gobyerno pagsapit ng tanghali ng darating na Miyerkules Santo, ika-5 ng Abril, upang mabigyan ng pagkakataon ang mga nabanggit na malubos-lubos ang Semana Santat makapagbiyahe sa probinsya.","Inanunsyo ng Malaca?ñang ang suspensyon ng pasok para sa mga empleyado ng gobyerno pagsapit ng tanghali ng darating na Miyerkules Santo, ika-5 ng Abril, upang mabigyan ng pagkakataon ang mga nabanggit na malubos-lubos ang Semana Santat makapagbiyahe sa probinsya.","Inanunsyo ng malasa?bang ang suspensyon ng pasok para sa mga empleyado ng gobyerno pagsapit ng tanghali ng darating na Miyerkules Santo, ika-d ng Abril, upang mabigyan ng pagkakataon ang mga nabanggit na malubos-lubos ang Semana santa makapagbiyahe sa probinsya.","['Malaca', 'ñang', '5', 'Santat']","{'Malaca': ['malaga', 'malala', 'malasa', 'malata', 'malawa'], 'ñang': ['aang', 'ang', 'bang', 'cang', 'dang'], '5': ['b', 'c', 'd', 'e', 'f'], 'Santat': ['sandat', 'sangat', 'santa', 'santan', 'aangat']}",FP,FP
Matuto at ma-inspire ngayong Linggo (Mayo 16) sa pagkilala ni Angel Locsin at ng Iba Yan sa marangal na layunin ng isang grupo ng mga taong may kapansanan??ang paggawa ng eco-friendly uling sa pamamagitan ng charcoal briquetting.,Matuto at ma-inspire ngayong Linggo (Mayo 16) sa pagkilala ni Angel Locsin at ng Iba Yan sa marangal na layunin ng isang grupo ng mga taong may kapansanan??ang paggawa ng eco-friendly uling sa pamamagitan ng charcoal briquetting.,Matuto at ma-inspire ngayong Linggo (Mayo ag) sa pagkilala ni anghel login at ng Iba Yan sa marangal na layunin ng isang grupo ng mga taong may kapansanan??ang paggawa ng eco-friendly uling sa pamamagitan ng aaaral biluting.,"['16', 'Angel', 'Locsin', 'charcoal', 'briquetting']","{'16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Angel': ['angal', 'anger', 'anghel', 'angil', 'aangal'], 'Locsin': ['cousin', 'labsin', 'login', 'loobin', 'toksin'], 'charcoal': ['carnal', 'chacha', 'aaaral', 'aaral', 'aarival'], 'briquetting': ['betting', 'billeting', 'biluting', 'binulating', 'binuting']}",FP,FP
Sa sofa ito nakapuwesto.,Sa sofa ito nakapuwesto.,Sa sofa ito nakapuwesto.,[],{},TN,TN
"Ang kanilang kasamahan na si Jorilyn Magnaye Ambrad, 22, isang high value individual ay sinampahan na rin ng kahalintulad na kaso.","Ang kanilang kasamahan na si Jorilyn Magnaye Ambrad, 22, isang high value individual ay sinampahan na rin ng kahalintulad na kaso.","Ang kanilang kasamahan na si barilan magaya abyad, ag, isang high value individual ay sinampahan na rin ng kahalintulad na kaso.","['Jorilyn', 'Magnaye', 'Ambrad', '22']","{'Jorilyn': ['gorilya', 'aarilin', 'barilan', 'barilin', 'barilya'], 'Magnaye': ['magnate', 'kagnay', 'magaya', 'magbase', 'magbayle'], 'Ambrad': ['aabyad', 'abroad', 'abyad', 'amba', 'ambaan'], '22': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Sinabi ni Barbers na sakaling mapatunayang may katotohanan ang balita laban sa mga pulitiko sa Surigao del Norte ay inirerekomenda niya ang paghahain ng kaso laban sa mga ito.,Sinabi ni Barbers na sakaling mapatunayang may katotohanan ang balita laban sa mga pulitiko sa Surigao del Norte ay inirerekomenda niya ang paghahain ng kaso laban sa mga ito.,Sinabi ni barkers na sakaling mapatunayang may katotohanan ang balita laban sa mga pulitiko sa suriso del Norte ay inirerekomenda niya ang paghahain ng kaso laban sa mga ito.,"['Barbers', 'Surigao']","{'Barbers': ['barber', 'barbero', 'barkers', 'earbers', 'babero'], 'Surigao': ['sumigaw', 'surian', 'suriso', 'abrigo', 'buliga']}",FP,FP
