Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
304548,CCB JJD_CCP CDB,7.0,CCB JJD_CCP CDB,.* .* .*,Only Detailed POS
304549,JJD_CCP CDB NNC,13.0,JJD_CCP CDB NNC,.* .* .*,Only Detailed POS
304550,CCT PRI_CCP VBTF,1.0,CCT PRI_CCP VBTF,.* .* .*,Only Detailed POS
304551,VBTS CCT NNP_CCP,12.0,VBTS CCT NNP_CCP,.* .* .*,Only Detailed POS
304552,RBD_CCP VBOF DTP,3.0,RBD_CCP VBOF DTP,.* .* .*,Only Detailed POS
304553,DTC VBTS_CCP FW,74.0,DTC VBTS_CCP .*,.* .* .*,Only Detailed POS
304554,CCR DTC JJN_CCP,3.0,CCR DTC JJN_CCP,.* .* .*,Only Detailed POS
304555,DTC PRI_CCP CDB,11.0,DTC PRI_CCP CDB,.* .* .*,Only Detailed POS
304556,LM RBL PRSP_CCP,5.0,.* RBL PRSP_CCP,.* .* .*,Only Detailed POS
304557,DTCP JJD_CCP CCR,2.0,DTCP JJD_CCP CCR,.* .* .*,Only Detailed POS
304558,JJD_CCP CCR NNC,3.0,JJD_CCP CCR NNC,.* .* .*,Only Detailed POS
304560,JJN_CCP VBW CCT,2.0,JJN_CCP VBW CCT,.* .* .*,Only Detailed POS
304563,RBW_CCP NNP VBW,10.0,RBW_CCP NNP VBW,.* .* .*,Only Detailed POS
304564,CCA RBD_CCP VBTS,3.0,CCA RBD_CCP VBTS,.* .* .*,Only Detailed POS
304565,RBD_CCP VBTS DTC,13.0,RBD_CCP VBTS DTC,.* .* .*,Only Detailed POS
304566,VBOF PRP_CCP VBW,2.0,VBOF PRP_CCP VBW,.* .* .*,Only Detailed POS
304567,PRP_CCP VBW CCT,7.0,PRP_CCP VBW CCT,.* .* .*,Only Detailed POS
304570,PRI_CCP NNC_CCP VBOF,8.0,PRI_CCP NNC_CCP VBOF,.* .* .*,Only Detailed POS
304571,NNC_CCP VBOF DTC,21.0,NNC_CCP VBOF DTC,.* .* .*,Only Detailed POS
304572,PRO LM VBTS_VBOF,3.0,PRO .* VBTS_VBOF,.* .* .*,Only Detailed POS
304573,LM VBTS_VBOF CCT,8.0,.* VBTS_VBOF CCT,.* .* .*,Only Detailed POS
304575,NNPA DTC JJN_CCP,2.0,NNPA DTC JJN_CCP,.* .* .*,Only Detailed POS
304576,DTC JJN_CCP JJD,36.0,DTC JJN_CCP JJD,.* .* .*,Only Detailed POS
304577,PRO DTC JJD_CCP,5.0,PRO DTC JJD_CCP,.* .* .*,Only Detailed POS
304578,LM VBTR_CCP VBH,11.0,.* VBTR_CCP VBH,.* .* .*,Only Detailed POS
304579,RBD_CCP JJD RBW,2.0,RBD_CCP JJD RBW,.* .* .*,Only Detailed POS
304580,JJD_CCP FW CCT,712.0,JJD_CCP .* CCT,.* .* .*,Only Detailed POS
304581,DTC JJD_CCP FW,682.0,DTC JJD_CCP .*,.* .* .*,Only Detailed POS
304582,JJD_CCP FW LM,3112.0,JJD_CCP .* .*,.* .* .*,Only Detailed POS
304583,PRO LM RBW_CCP,5.0,PRO .* RBW_CCP,.* .* .*,Only Detailed POS
304584,CCB CCT JJD_CCP,3.0,CCB CCT JJD_CCP,.* .* .*,Only Detailed POS
304586,CCT DTCP JJCS_JJD_CCP,12.0,CCT DTCP JJCS_JJD_CCP,.* .* .*,Only Detailed POS
304587,DTCP JJCS_JJD_CCP NNC,10.0,DTCP JJCS_JJD_CCP NNC,.* .* .*,Only Detailed POS
304589,DTC PRQ_CCP FW,65.0,DTC PRQ_CCP .*,.* .* .*,Only Detailed POS
304591,VBH CDB NNC_CCP,5.0,VBH CDB NNC_CCP,.* .* .*,Only Detailed POS
304592,VBN RBI_CCP VBOF,3.0,VBN RBI_CCP VBOF,.* .* .*,Only Detailed POS
304593,RBW_CCP CDB VBTS,3.0,RBW_CCP CDB VBTS,.* .* .*,Only Detailed POS
304596,DTCP NNC PRO_CCP,6.0,DTCP NNC PRO_CCP,.* .* .*,Only Detailed POS
304597,PRO_CCP DTCP VBTS_CCP,5.0,PRO_CCP DTCP VBTS_CCP,.* .* .*,Only Detailed POS
304599,VBTR PRP_CCP VBTF,1.0,VBTR PRP_CCP VBTF,.* .* .*,Only Detailed POS
304602,NNC_CCP VBH JJD_CCP,4.0,NNC_CCP VBH JJD_CCP,.* .* .*,Only Detailed POS
304603,VBTR_VBAF CCB VBW,3.0,VBTR_VBAF CCB VBW,.* .* .*,Only Detailed POS
304607,RBD_CCP VBTR_VBAF CCT,3.0,RBD_CCP VBTR_VBAF CCT,.* .* .*,Only Detailed POS
304609,RBW_CCP DTCP JJD_CCP,2.0,RBW_CCP DTCP JJD_CCP,.* .* .*,Only Detailed POS
304610,DTCP JJC_CCP NNC,2.0,DTCP JJC_CCP NNC,.* .* .*,Only Detailed POS
304611,NNC_CCP DTCP NNP,1.0,NNC_CCP DTCP NNP,.* .* .*,Only Detailed POS
304612,VBH PRI RBI_CCP,1.0,VBH PRI RBI_CCP,.* .* .*,Only Detailed POS
304613,DTC PRC_CCP DTCP,0.0,DTC PRC_CCP DTCP,.* .* .*,Only Detailed POS
304616,VBW_CCP NNC CCB,1.0,VBW_CCP NNC CCB,.* .* .*,Only Detailed POS
304617,CCB NNP PRI_CCP,2.0,CCB NNP PRI_CCP,.* .* .*,Only Detailed POS
304618,DTC VBW_CCP NNC,3.0,DTC VBW_CCP NNC,.* .* .*,Only Detailed POS
304626,VBH PRQ_CCP NNC_CCP,1.0,VBH PRQ_CCP NNC_CCP,.* .* .*,Only Detailed POS
304629,RBI DTC VBTS_CCP,2.0,RBI DTC VBTS_CCP,.* .* .*,Only Detailed POS
304632,NNP LM VBTR_CCP,39.0,NNP .* VBTR_CCP,.* .* .*,Only Detailed POS
304633,VBTR_CCP DTC JJD_CCP,2.0,VBTR_CCP DTC JJD_CCP,.* .* .*,Only Detailed POS
304635,LM VBH RBI_CCP,10.0,.* VBH RBI_CCP,.* .* .*,Only Detailed POS
304637,PRS_CCP VBW DTC,8.0,PRS_CCP VBW DTC,.* .* .*,Only Detailed POS
304638,DTC JJN_CCP FW,366.0,DTC JJN_CCP .*,.* .* .*,Only Detailed POS
304639,JJN_CCP FW CCT,184.0,JJN_CCP .* CCT,.* .* .*,Only Detailed POS
304640,CCT RBW PRS_CCP,2.0,CCT RBW PRS_CCP,.* .* .*,Only Detailed POS
304643,PRI_CCP NNC_CCP FW,132.0,PRI_CCP NNC_CCP .*,.* .* .*,Only Detailed POS
304644,CCB JJCS_JJD CCP,13.0,CCB JJCS_JJD CCP,.* .* .*,Only Detailed POS
304645,VBAF JJN_CCP NNC,4.0,VBAF JJN_CCP NNC,.* .* .*,Only Detailed POS
304646,CCB PRI_CCP JJC,4.0,CCB PRI_CCP JJC,.* .* .*,Only Detailed POS
304648,PRS_CCP VBTR_VBAF CCT,2.0,PRS_CCP VBTR_VBAF CCT,.* .* .*,Only Detailed POS
304650,DTC RBW_CCP NNP,7.0,DTC RBW_CCP NNP,.* .* .*,Only Detailed POS
304651,RBW_CCP NNP FW,386.0,RBW_CCP NNP .*,.* .* .*,Only Detailed POS
304652,RBD_CCP JJD DTC,10.0,RBD_CCP JJD DTC,.* .* .*,Only Detailed POS
304654,PRI RBI_CCP FW,241.0,PRI RBI_CCP .*,.* .* .*,Only Detailed POS
304655,RBI_CCP FW CCT,78.0,RBI_CCP .* CCT,.* .* .*,Only Detailed POS
304661,RBI_CCP NNC LM,147.0,RBI_CCP NNC .*,.* .* .*,Only Detailed POS
304665,CCB NNP RBL_CCP,3.0,CCB NNP RBL_CCP,.* .* .*,Only Detailed POS
304666,CDB NNC_CCP FW,73.0,CDB NNC_CCP .*,.* .* .*,Only Detailed POS
304667,CDB NNC_CCP NNPA,5.0,CDB NNC_CCP NNPA,.* .* .*,Only Detailed POS
304668,JJD LM RBD_CCP,12.0,JJD .* RBD_CCP,.* .* .*,Only Detailed POS
304671,RBI CCT NNC_CCP,7.0,RBI CCT NNC_CCP,.* .* .*,Only Detailed POS
304673,PRI CCB VBTR_CCP,3.0,PRI CCB VBTR_CCP,.* .* .*,Only Detailed POS
304674,VBTR_CCP DTC DTCP,8.0,VBTR_CCP DTC DTCP,.* .* .*,Only Detailed POS
304675,JJCC CCT PRI_CCP,5.0,JJCC CCT PRI_CCP,.* .* .*,Only Detailed POS
304676,LM VBW RBW_CCP,11.0,.* VBW RBW_CCP,.* .* .*,Only Detailed POS
304677,VBW RBW_CCP NNP,3.0,VBW RBW_CCP NNP,.* .* .*,Only Detailed POS
304684,VBTS_CCP JJN_CCP NNC,10.0,VBTS_CCP JJN_CCP NNC,.* .* .*,Only Detailed POS
304685,VBTR_VBAF LM VBTS,17.0,VBTR_VBAF .* VBTS,.* .* .*,Only Detailed POS
304686,VBN PRP_CCP NNC,5.0,VBN PRP_CCP NNC,.* .* .*,Only Detailed POS
304687,PRP_CCP NNC RBK,3.0,PRP_CCP NNC RBK,.* .* .*,Only Detailed POS
304688,NNPA CCT PRI_CCP,19.0,NNPA CCT PRI_CCP,.* .* .*,Only Detailed POS
304689,JJCS_JJD CCP VBTS,7.0,JJCS_JJD CCP VBTS,.* .* .*,Only Detailed POS
304691,NNC CCA RBD_CCP,13.0,NNC CCA RBD_CCP,.* .* .*,Only Detailed POS
304692,CCA RBD_CCP VBW,7.0,CCA RBD_CCP VBW,.* .* .*,Only Detailed POS
304693,JJC_CCP JJD_CCP NNC,3.0,JJC_CCP JJD_CCP NNC,.* .* .*,Only Detailed POS
304694,CCB PRC_CCP NNC,8.0,CCB PRC_CCP NNC,.* .* .*,Only Detailed POS
304698,VBH JJN_CCP JJD_CCP,3.0,VBH JJN_CCP JJD_CCP,.* .* .*,Only Detailed POS
304699,CCB NNC_CCP DTCP,5.0,CCB NNC_CCP DTCP,.* .* .*,Only Detailed POS
304700,CCB PRSP_CCP VBW,6.0,CCB PRSP_CCP VBW,.* .* .*,Only Detailed POS
304701,PRSP_CCP VBW CCT,6.0,PRSP_CCP VBW CCT,.* .* .*,Only Detailed POS
304702,CCB RBW_CCP JJD_CCP,3.0,CCB RBW_CCP JJD_CCP,.* .* .*,Only Detailed POS
304704,RBD_CCP VBW DTC,15.0,RBD_CCP VBW DTC,.* .* .*,Only Detailed POS
304706,LM JJCC JJD_CCP,89.0,.* JJCC JJD_CCP,.* .* .*,Only Detailed POS
304707,JJCC JJD_CCP VBW,2.0,JJCC JJD_CCP VBW,.* .* .*,Only Detailed POS
304708,CCB JJD RBI_CCP,2.0,CCB JJD RBI_CCP,.* .* .*,Only Detailed POS
304709,DTCP JJCS_JJD CCP,4.0,DTCP JJCS_JJD CCP,.* .* .*,Only Detailed POS
304714,DTC PRSP_CCP VBW,10.0,DTC PRSP_CCP VBW,.* .* .*,Only Detailed POS
304715,PRSP_CCP VBW LM,20.0,PRSP_CCP VBW .*,.* .* .*,Only Detailed POS
304716,LM VBTF PRI_CCP,4.0,.* VBTF PRI_CCP,.* .* .*,Only Detailed POS
304719,VBTR_CCP VBH JJD,3.0,VBTR_CCP VBH JJD,.* .* .*,Only Detailed POS
304720,CCA CCT NNC_CCP,9.0,CCA CCT NNC_CCP,.* .* .*,Only Detailed POS
304721,PRSP_CCP VBOF RBR,2.0,PRSP_CCP VBOF RBR,.* .* .*,Only Detailed POS
304722,CCB RBD_CCP VBOF,8.0,CCB RBD_CCP VBOF,.* .* .*,Only Detailed POS
304725,CCA VBTR_CCP RBD,2.0,CCA VBTR_CCP RBD,.* .* .*,Only Detailed POS
304726,CCT DTCP JJCS_JJD,16.0,CCT DTCP JJCS_JJD,.* .* .*,Only Detailed POS
304729,CCT NNP_CCP CDB,3.0,CCT NNP_CCP CDB,.* .* .*,Only Detailed POS
304730,CCT PRQ_CCP JJD_CCP,3.0,CCT PRQ_CCP JJD_CCP,.* .* .*,Only Detailed POS
304731,RBL_CCP NNP CCB,4.0,RBL_CCP NNP CCB,.* .* .*,Only Detailed POS
304732,VBTR_CCP VBH NNC,5.0,VBTR_CCP VBH NNC,.* .* .*,Only Detailed POS
304733,CCT JJCC RBI_CCP,6.0,CCT JJCC RBI_CCP,.* .* .*,Only Detailed POS
304734,JJCC RBI_CCP DTCP,3.0,JJCC RBI_CCP DTCP,.* .* .*,Only Detailed POS
304735,LM CCT PRI_CCP,939.0,.* CCT PRI_CCP,.* .* .*,Only Detailed POS
304736,VBTS CCP VBTF_VBAF,2.0,VBTS CCP VBTF_VBAF,.* .* .*,Only Detailed POS
304740,CCB CDB PRO_CCP,2.0,CCB CDB PRO_CCP,.* .* .*,Only Detailed POS
304741,CDB NNC_CCP JJD_CCP,4.0,CDB NNC_CCP JJD_CCP,.* .* .*,Only Detailed POS
304742,RBW_CCP NNP NNC,6.0,RBW_CCP NNP NNC,.* .* .*,Only Detailed POS
304743,NNC RBW_CCP JJN_CCP,4.0,NNC RBW_CCP JJN_CCP,.* .* .*,Only Detailed POS
304744,RBW_CCP JJN_CCP NNC,20.0,RBW_CCP JJN_CCP NNC,.* .* .*,Only Detailed POS
304746,LM JJD_CCP VBAF,6.0,.* JJD_CCP VBAF,.* .* .*,Only Detailed POS
304747,RBW_CCP DTCP JJN_CCP,6.0,RBW_CCP DTCP JJN_CCP,.* .* .*,Only Detailed POS
304748,CCT VBAF_CCP NNC,2.0,CCT VBAF_CCP NNC,.* .* .*,Only Detailed POS
304749,VBAF_CCP NNC CCB,8.0,VBAF_CCP NNC CCB,.* .* .*,Only Detailed POS
304753,LM RBI_CCP CDB,26.0,.* RBI_CCP CDB,.* .* .*,Only Detailed POS
304754,CDB CCT PRI_CCP,6.0,CDB CCT PRI_CCP,.* .* .*,Only Detailed POS
304755,RBW_CCP NNP NNPA,4.0,RBW_CCP NNP NNPA,.* .* .*,Only Detailed POS
304756,CCB PRSP_CCP VBTS_CCP,3.0,CCB PRSP_CCP VBTS_CCP,.* .* .*,Only Detailed POS
304758,CCT RBW_CCP JJN,4.0,CCT RBW_CCP JJN,.* .* .*,Only Detailed POS
304760,CCT JJD_CCP NNC_CCP,21.0,CCT JJD_CCP NNC_CCP,.* .* .*,Only Detailed POS
304762,RBI LM RBW_CCP,6.0,RBI .* RBW_CCP,.* .* .*,Only Detailed POS
304763,CCT FW RBW_CCP,221.0,CCT .* RBW_CCP,.* .* .*,Only Detailed POS
304764,FW RBW_CCP PRI_CCP,18.0,.* RBW_CCP PRI_CCP,.* .* .*,Only Detailed POS
304765,DTCP RBF JJD_CCP,6.0,DTCP RBF JJD_CCP,.* .* .*,Only Detailed POS
304766,DTC JJD JJN_CCP,4.0,DTC JJD JJN_CCP,.* .* .*,Only Detailed POS
304767,JJD JJN_CCP NNC_CCP,4.0,JJD JJN_CCP NNC_CCP,.* .* .*,Only Detailed POS
304768,JJN_CCP NNC_CCP FW,83.0,JJN_CCP NNC_CCP .*,.* .* .*,Only Detailed POS
304769,PRQ_CCP DTCP NNC_CCP,3.0,PRQ_CCP DTCP NNC_CCP,.* .* .*,Only Detailed POS
304770,DTCP NNC_CCP VBTR_VBRF_CCP,1.0,DTCP NNC_CCP VBTR_VBRF_CCP,.* .* .*,Only Detailed POS
304772,JJD CCT JJC_CCP,1.0,JJD CCT JJC_CCP,.* .* .*,Only Detailed POS
304774,RBD_CCP VBOF VBW,3.0,RBD_CCP VBOF VBW,.* .* .*,Only Detailed POS
304776,NNP LM VBS_CCP,12.0,NNP .* VBS_CCP,.* .* .*,Only Detailed POS
304777,VBS_CCP VBW DTC,5.0,VBS_CCP VBW DTC,.* .* .*,Only Detailed POS
304778,VBW DTC VBTR_CCP,1.0,VBW DTC VBTR_CCP,.* .* .*,Only Detailed POS
304779,DTC VBTR_CCP JJD,5.0,DTC VBTR_CCP JJD,.* .* .*,Only Detailed POS
304780,VBTR_CCP VBW CCB,4.0,VBTR_CCP VBW CCB,.* .* .*,Only Detailed POS
304781,RBF JJD_CCP VBW,3.0,RBF JJD_CCP VBW,.* .* .*,Only Detailed POS
304782,JJD_CCP VBW CCB,10.0,JJD_CCP VBW CCB,.* .* .*,Only Detailed POS
304783,PRI_CCP VBTR_VBAF CCT,2.0,PRI_CCP VBTR_VBAF CCT,.* .* .*,Only Detailed POS
304784,NNP DTC VBTR_VBAF,3.0,NNP DTC VBTR_VBAF,.* .* .*,Only Detailed POS
304785,DTC VBTR_VBAF CCB,9.0,DTC VBTR_VBAF CCB,.* .* .*,Only Detailed POS
304786,VBS_CCP VBW PRO,3.0,VBS_CCP VBW PRO,.* .* .*,Only Detailed POS
304788,VBTR_CCP VBTS_CCP NNC,2.0,VBTR_CCP VBTS_CCP NNC,.* .* .*,Only Detailed POS
304789,DTC PRS_CCP VBTR,3.0,DTC PRS_CCP VBTR,.* .* .*,Only Detailed POS
304791,LM JJD_CCP RBF,6.0,.* JJD_CCP RBF,.* .* .*,Only Detailed POS
304793,DTP NNP VBTR_CCP,1.0,DTP NNP VBTR_CCP,.* .* .*,Only Detailed POS
304794,NNP VBTR_CCP NNC,2.0,NNP VBTR_CCP NNC,.* .* .*,Only Detailed POS
304796,JJD_CCP RBL CCT,1.0,JJD_CCP RBL CCT,.* .* .*,Only Detailed POS
304798,NNC_CCP VBTF CCT,2.0,NNC_CCP VBTF CCT,.* .* .*,Only Detailed POS
304799,FW CCA JJN_CCP,44.0,.* CCA JJN_CCP,.* .* .*,Only Detailed POS
304800,PRO_CCP VBW DTC,4.0,PRO_CCP VBW DTC,.* .* .*,Only Detailed POS
304801,VBS CCB PRI_CCP,11.0,VBS CCB PRI_CCP,.* .* .*,Only Detailed POS
304802,VBAF RBW_CCP NNC_CCP,3.0,VBAF RBW_CCP NNC_CCP,.* .* .*,Only Detailed POS
304805,RBW CCB NNC_CCP,2.0,RBW CCB NNC_CCP,.* .* .*,Only Detailed POS
304807,CCT PRI_CCP RBD_CCP,3.0,CCT PRI_CCP RBD_CCP,.* .* .*,Only Detailed POS
304808,PRI_CCP RBD_CCP VBW,1.0,PRI_CCP RBD_CCP VBW,.* .* .*,Only Detailed POS
304809,CCT JJC_CCP NNP,4.0,CCT JJC_CCP NNP,.* .* .*,Only Detailed POS
304810,JJC_CCP NNP CCA,4.0,JJC_CCP NNP CCA,.* .* .*,Only Detailed POS
304811,CCT JJD_CCP CDB,6.0,CCT JJD_CCP CDB,.* .* .*,Only Detailed POS
304814,DTCP NNC RBI_CCP,3.0,DTCP NNC RBI_CCP,.* .* .*,Only Detailed POS
304815,PRI_CCP VBTR DTC,2.0,PRI_CCP VBTR DTC,.* .* .*,Only Detailed POS
304816,PRI_CCP DTCP JJD,10.0,PRI_CCP DTCP JJD,.* .* .*,Only Detailed POS
304818,JJD_CCP NNC_CCP RBI_CCP,7.0,JJD_CCP NNC_CCP RBI_CCP,.* .* .*,Only Detailed POS
304820,RBL CCT VBTR_CCP,5.0,RBL CCT VBTR_CCP,.* .* .*,Only Detailed POS
304821,NNC RBI_CCP VBOF,3.0,NNC RBI_CCP VBOF,.* .* .*,Only Detailed POS
304822,NNPA PRI_CCP NNC,3.0,NNPA PRI_CCP NNC,.* .* .*,Only Detailed POS
304823,PRSP_CCP NNC RBW,59.0,PRSP_CCP NNC RBW,.* .* .*,Only Detailed POS
304826,JJD_CCP DTC DTCP,4.0,JJD_CCP DTC DTCP,.* .* .*,Only Detailed POS
304828,VBH JJCC PRI_CCP,2.0,VBH JJCC PRI_CCP,.* .* .*,Only Detailed POS
304829,VBTR_VBAF CCT RBF,4.0,VBTR_VBAF CCT RBF,.* .* .*,Only Detailed POS
304830,DTCP NNC_CCP VBTR_CCP,3.0,DTCP NNC_CCP VBTR_CCP,.* .* .*,Only Detailed POS
304832,CCP VBTR_VBAF DTC,11.0,CCP VBTR_VBAF DTC,.* .* .*,Only Detailed POS
304833,PRI_CCP NNPA CCA,3.0,PRI_CCP NNPA CCA,.* .* .*,Only Detailed POS
304834,PRQ_CCP JJD_CCP DTCP,2.0,PRQ_CCP JJD_CCP DTCP,.* .* .*,Only Detailed POS
304836,LM RBW_CCP VBOF,13.0,.* RBW_CCP VBOF,.* .* .*,Only Detailed POS
304837,JJCS_JJD NNC CCB,1.0,JJCS_JJD NNC CCB,.* .* .*,Only Detailed POS
304838,CCB DTC VBTR_CCP,2.0,CCB DTC VBTR_CCP,.* .* .*,Only Detailed POS
304839,RBI_CCP NNP CCT,3.0,RBI_CCP NNP CCT,.* .* .*,Only Detailed POS
304840,JJD_CCP NNC NNP,12.0,JJD_CCP NNC NNP,.* .* .*,Only Detailed POS
304844,RBW VBTR_VBAF CCT,7.0,RBW VBTR_VBAF CCT,.* .* .*,Only Detailed POS
304847,CCA CDB RBI_CCP,4.0,CCA CDB RBI_CCP,.* .* .*,Only Detailed POS
304848,CDB RBI_CCP PRI,6.0,CDB RBI_CCP PRI,.* .* .*,Only Detailed POS
304849,RBW CCB JJN_CCP,3.0,RBW CCB JJN_CCP,.* .* .*,Only Detailed POS
304850,NNC_CCP FW CCB,254.0,NNC_CCP .* CCB,.* .* .*,Only Detailed POS
304851,RBF RBI VBTR_CCP,5.0,RBF RBI VBTR_CCP,.* .* .*,Only Detailed POS
304852,RBI VBTR_CCP NNC,5.0,RBI VBTR_CCP NNC,.* .* .*,Only Detailed POS
304853,DTCP NNC_CCP JJD_CCP,3.0,DTCP NNC_CCP JJD_CCP,.* .* .*,Only Detailed POS
304857,NNC_CCP VBW JJD,1.0,NNC_CCP VBW JJD,.* .* .*,Only Detailed POS
304858,CCT DTCP RBW_CCP,2.0,CCT DTCP RBW_CCP,.* .* .*,Only Detailed POS
304860,CCA NNC_CCP RBI_CCP,0.0,CCA NNC_CCP RBI_CCP,.* .* .*,Only Detailed POS
304861,LM VBTS PRO_CCP,5.0,.* VBTS PRO_CCP,.* .* .*,Only Detailed POS
304863,PRI_CCP NNC JJC,6.0,PRI_CCP NNC JJC,.* .* .*,Only Detailed POS
304865,VBTR_VBAF CCT PRSP_CCP,11.0,VBTR_VBAF CCT PRSP_CCP,.* .* .*,Only Detailed POS
304866,PRO_CCP NNC CCB,4.0,PRO_CCP NNC CCB,.* .* .*,Only Detailed POS
304867,VBW DTC RBI_CCP,4.0,VBW DTC RBI_CCP,.* .* .*,Only Detailed POS
304868,NNP VBW PRO_CCP,1.0,NNP VBW PRO_CCP,.* .* .*,Only Detailed POS
304869,VBW PRO_CCP VBOF,4.0,VBW PRO_CCP VBOF,.* .* .*,Only Detailed POS
304870,PRO_CCP VBOF DTC,5.0,PRO_CCP VBOF DTC,.* .* .*,Only Detailed POS
304874,VBOF CCB NNP_CCP,2.0,VBOF CCB NNP_CCP,.* .* .*,Only Detailed POS
304875,VBTS_CCP VBW CCB,5.0,VBTS_CCP VBW CCB,.* .* .*,Only Detailed POS
304880,VBS CCB JJN_CCP,3.0,VBS CCB JJN_CCP,.* .* .*,Only Detailed POS
304881,VBOF RBW_CCP JJN,4.0,VBOF RBW_CCP JJN,.* .* .*,Only Detailed POS
304882,RBI LM VBTS_CCP,10.0,RBI .* VBTS_CCP,.* .* .*,Only Detailed POS
304883,VBTS_CCP NNC DTP,4.0,VBTS_CCP NNC DTP,.* .* .*,Only Detailed POS
304884,VBTS DTP NNP_NNPA,3.0,VBTS DTP NNP_NNPA,.* .* .*,Only Detailed POS
304886,RBW_CCP CDB DTP,2.0,RBW_CCP CDB DTP,.* .* .*,Only Detailed POS
304888,JJD LM VBTR_CCP,7.0,JJD .* VBTR_CCP,.* .* .*,Only Detailed POS
304890,CCT JJN_CCP VBW_CCP,1.0,CCT JJN_CCP VBW_CCP,.* .* .*,Only Detailed POS
304891,VBTS_CCP VBW DTP,2.0,VBTS_CCP VBW DTP,.* .* .*,Only Detailed POS
304892,VBTR_CCP VBTF CCB,4.0,VBTR_CCP VBTF CCB,.* .* .*,Only Detailed POS
304893,JJD_CCP DTCP VBW,2.0,JJD_CCP DTCP VBW,.* .* .*,Only Detailed POS
304897,LM PRI_CCP VBTR_CCP,9.0,.* PRI_CCP VBTR_CCP,.* .* .*,Only Detailed POS
304898,RBW_CCP PRO LM,11.0,RBW_CCP PRO .*,.* .* .*,Only Detailed POS
304901,PRI RBI_CCP VBH,2.0,PRI RBI_CCP VBH,.* .* .*,Only Detailed POS
304902,NNP LM VBTF_VBAF,14.0,NNP .* VBTF_VBAF,.* .* .*,Only Detailed POS
304903,LM VBTF_VBAF RBI,3.0,.* VBTF_VBAF RBI,.* .* .*,Only Detailed POS
304904,VBTF_VBAF RBI CCB,2.0,VBTF_VBAF RBI CCB,.* .* .*,Only Detailed POS
304905,RBI_CCP NNC RBK,4.0,RBI_CCP NNC RBK,.* .* .*,Only Detailed POS
304907,VBH_CCP CDB NNC,8.0,VBH_CCP CDB NNC,.* .* .*,Only Detailed POS
304908,RBL CCT JJCS_JJD,2.0,RBL CCT JJCS_JJD,.* .* .*,Only Detailed POS
304909,VBAF RBI RBW_CCP,1.0,VBAF RBI RBW_CCP,.* .* .*,Only Detailed POS
304910,CCR VBH_CCP NNC,1.0,CCR VBH_CCP NNC,.* .* .*,Only Detailed POS
304913,NNC CCA PRSP_CCP,11.0,NNC CCA PRSP_CCP,.* .* .*,Only Detailed POS
304914,CCA PRSP_CCP NNC,8.0,CCA PRSP_CCP NNC,.* .* .*,Only Detailed POS
304916,RBD_CCP VBOF CCA,2.0,RBD_CCP VBOF CCA,.* .* .*,Only Detailed POS
304917,CCA DTC JJCS_JJD_CCP,3.0,CCA DTC JJCS_JJD_CCP,.* .* .*,Only Detailed POS
304918,LM RBL PRI_CCP,11.0,.* RBL PRI_CCP,.* .* .*,Only Detailed POS
304919,VBH JJC_CCP NNC,6.0,VBH JJC_CCP NNC,.* .* .*,Only Detailed POS
304921,LM RBL JJCS_JJD,8.0,.* RBL JJCS_JJD,.* .* .*,Only Detailed POS
304922,RBL JJCS_JJD CCP,3.0,RBL JJCS_JJD CCP,.* .* .*,Only Detailed POS
304923,CCP VBTR_VBAF RBW,11.0,CCP VBTR_VBAF RBW,.* .* .*,Only Detailed POS
304924,CDB CCB JJN_CCP,2.0,CDB CCB JJN_CCP,.* .* .*,Only Detailed POS
304925,CCB JJN_CCP NNP,13.0,CCB JJN_CCP NNP,.* .* .*,Only Detailed POS
304927,CCP VBTF_VBAF CCB,4.0,CCP VBTF_VBAF CCB,.* .* .*,Only Detailed POS
304928,VBTF_VBAF CCB JJN_CCP,3.0,VBTF_VBAF CCB JJN_CCP,.* .* .*,Only Detailed POS
304930,VBTS DTC RBW_CCP,2.0,VBTS DTC RBW_CCP,.* .* .*,Only Detailed POS
304931,DTC RBW_CCP JJD_CCP,3.0,DTC RBW_CCP JJD_CCP,.* .* .*,Only Detailed POS
304932,VBTF_VBAF CCB NNC,8.0,VBTF_VBAF CCB NNC,.* .* .*,Only Detailed POS
304933,JJD CCA JJN_CCP,3.0,JJD CCA JJN_CCP,.* .* .*,Only Detailed POS
304934,NNC RBW_CCP VBTS,18.0,NNC RBW_CCP VBTS,.* .* .*,Only Detailed POS
304937,LM VBTS_CCP NNP,18.0,.* VBTS_CCP NNP,.* .* .*,Only Detailed POS
304940,VBTR_VBAF CCT FW,312.0,VBTR_VBAF CCT .*,.* .* .*,Only Detailed POS
304941,CCA JJCC JJD_CCP,3.0,CCA JJCC JJD_CCP,.* .* .*,Only Detailed POS
304942,RBQ LM RBD_CCP,1.0,RBQ .* RBD_CCP,.* .* .*,Only Detailed POS
304943,CCT NNC PRQ_CCP,2.0,CCT NNC PRQ_CCP,.* .* .*,Only Detailed POS
304944,NNP LM JJCS_CCP,5.0,NNP .* JJCS_CCP,.* .* .*,Only Detailed POS
304946,PRI_CCP NNC PRO,3.0,PRI_CCP NNC PRO,.* .* .*,Only Detailed POS
304948,RBW_CCP RBL NNP,2.0,RBW_CCP RBL NNP,.* .* .*,Only Detailed POS
