Pattern_ID,RoughPOS_N-Gram,DetailedPOS_N-Gram,Frequency
433490,,PMC CCT CDB NNC,2
433491,,PRI LM JJD CCP,2
433492,,RBF PRO DTC VBTS,2
433493,,DTC VBTS NNC PMP,2
433494,,VBTF CCB NNP NNC,2
433495,,CCB NNP NNC DTC,2
433496,,NNP NNC DTC NNC,2
433497,,CCB DTCP VBTS NNC,2
433498,,JJD_CCP DTCP NNC CCR,2
433499,,NNP NNP JJD CCP,3
433500,,RBF RBW VBW PRO,2
433501,,RBW VBW PRO LM,2
433502,,LM JJN_CCP VBAF CCT,2
433503,,JJN_CCP VBAF CCT NNC,4
433504,,VBW CCP PRO LM,2
433505,,CCB NNP CCA CCR,2
433506,,CCT NNC CCR VBTR,4
433507,,VBTR CCT VBTS NNC,2
433508,,CCT VBTS NNC PMC,2
433509,,CCA NNC CCT VBTR,2
433510,,PMC RBM VBW DTC,4
433511,,NNC PMC VBTS CCP,21
433512,,PMC VBTS CCP PRI_CCP,2
433513,,NNC CCT PRI_CCP FW,16
433514,,NNC PMC RBF VBTF,3
433515,,VBTS CCB DTCP VBTR_VBAF,3
433516,,DTCP VBTR_VBAF CCP DTCP,3
433517,,VBTR_VBAF CCP DTCP NNC,7
433518,,PMC CCT JJD PRI,2
433519,,PRI CCB NNP PMP,4
433520,,DTCP VBRF CCP NNC,2
433521,,PMS VBTS PRP CCB,3
433522,,PRP CCB PRI_CCP NNC,9
433523,,VBTS CCB JJD_CCP CDB,3
433524,,CCP RBL NNC RBI,5
433525,,RBL NNC RBI PMP,4
433526,,CCP RBF PRS VBOF,2
433527,,RBF PRS VBOF DTC,3
433528,,PRS VBOF DTC NNC,7
433529,,CCB JJD_CCP NNC JJC,3
433530,,PMC LM VBTS RBD,3
433531,,LM VBTS RBD VBAF,2
433532,,CCP NNC CCT VBAF,5
433533,,CCP VBTR CCT VBOF,3
433534,,NNC LM VBTF_CCP JJCC,2
433535,,LM VBTF_CCP JJCC JJD,2
433536,,VBTF_CCP JJCC JJD DTC,2
433537,,DTC NNC CCP RBT_CCP,4
433538,,NNC CCP RBT_CCP VBOF,3
433539,,CCP RBT_CCP VBOF DTC,3
433540,,RBT_CCP VBOF DTC DTCP,2
433541,,VBOF DTC DTCP VBTS,8
433542,,CCA CCT NNC PMC,7
433543,,NNC RBR CCT VBTR,2
433544,,CCT NNP_CCP NNP NNP,5
433545,,CCB VBTR JJD PMP,2
433546,,VBTR_VBAF CCT NNC CCR,2
433547,,RBM VBOF CCB DTCP,6
433548,,NNC_CCP JJD RBR CCT,2
433549,,RBF PRP VBTR CCP,2
433550,,PRO LM VBTF JJD,2
433551,,VBTF JJD CCT CCT,2
433552,,VBTF RBL CCT NNC,2
433553,,CCB NNC PMP PMS,2
433554,,NNP LM VBAF CCA,3
433555,,DTCP NNC LM RBT_CCP,4
433556,,RBW PRO VBTS PMP,2
433557,,CCB CCB JJD_CCP NNC,2
433558,,JJD_CCP NNC PMC PRS,3
433559,,PMC LM VBAF RBW_CCP,3
433560,,VBAF CCB PRQ_CCP NNC_CCP,2
433561,,NNP LM VBOF VBW,2
433562,,CCP CCT VBW DTC,3
433563,,VBS PRS CCP RBF,2
433564,,CCR PRQ_CCP DTCP NNC,2
433565,,VBTS DTC NNC DTCP,2
433566,,DTC NNC DTCP NNC_CCP,2
433567,,NNC_CCP PMS_CDB CCB NNC,2
433568,,PMS_CDB CCB NNC PMC,2
433569,,PMC VBAF CCB NNC,6
433570,,NNC CCP NNC RBW_CCP,5
433571,,VBTS_VBOF PRO CCT NNC,2
433572,,CCP DTC VBTR PMP,15
433573,,PMC DTC NNC RBI,9
433574,,LM NNC CCA RBM,2
433575,,NNC LM VBH CDB,7
433576,,DTCP NNC CCA VBH,4
433577,,VBH CCP RBW_CCP CDB,3
433578,,CCP RBW_CCP CDB NNC,2
433579,,RBW_CCP CDB NNC CCT,5
433580,,NNP DTC FW CCT,7
433581,,VBTS CCP RBF RBD_CCP,2
433582,,VBTS DTC CDB CCT,4
433583,,CCT NNC_CCP NNP FW,5
433584,,JJD CCT NNP CCP,4
433585,,NNP CCP JJD RBI,10
433586,,CCA VBTS VBW DTC,2
433587,,VBW DTC NNC PRS,8
433588,,CCT NNC_CCP CCB PRS,2
433589,,PRS CCT JJN_CCP NNC,5
433590,,PRI_CCP NNC VBW VBAF,3
433591,,PRSP_CCP NNC JJD CCB,2
433592,,NNC CCP NNC RBK,2
433593,,RBW RBF RBI VBTS,2
433594,,RBI VBTS DTC PRSP_CCP,2
433595,,PRSP_CCP NNC PMC PRS,4
433596,,PRS CCT NNC RBW_CCP,3
433597,,RBW CCB NNP CCA,2
433598,,NNP LM VBAF JJD,4
433599,,LM VBAF JJD CCB,2
433600,,PMC DTP NNP CCA,4
433601,,PMC RBK RBQ DTP,5
433602,,PRS LM VBTR_CCP VBTF,2
433603,,RBI_CCP NNC CCP CCB,2
433604,,PRSP_CCP NNC LM NNC,2
433605,,NNC RBW_CCP RBW RBW,2
433606,,VBTS PRI_CCP NNC RBW,2
433607,,RBW VBW CCB PRSP_CCP,3
433608,,CCP JJD_CCP VBTR DTP,2
433609,,NNP PMC CDB VBW,2
433610,,PMC CDB VBW VBW,2
433611,,CDB VBW VBW CCT,4
433612,,CCB NNP RBW JJN,3
433613,,VBTF CCB CDB NNPA,2
433614,,CCB CDB NNPA FW,2
433615,,CDB NNPA FW CCP,3
433616,,NNPA FW CCP VBH,3
433617,,PMC NNP CCT NNP_NNP,2
433618,,NNP CCT NNP_NNP NNP,2
433619,,CCA NNP LM VBTF,6
433620,,NNP CCP VBW PMP,2
433621,,CCP DTC NNPA NNP,4
433622,,DTC NNPA NNP DTC,2
433623,,NNPA NNP DTC VBTS,3
433624,,CCA CCT RBW CCB,2
433625,,RBW CCB RBW_CCP NNC,2
433626,,NNP CCT JJN CCA,3
433627,,VBTS_CCP VBN_CCP NNC CCT,2
433628,,VBN_CCP NNC CCT PRSP_CCP,5
433629,,CCT NNP NNP JJD_CCP,2
433630,,NNP JJD_CCP PMS_CDB CCB,2
433631,,RBF RBI RBI PRS,18
433632,,RBI RBI PRS VBTS,5
433633,,RBI PRS VBTS CCB,6
433634,,PRS VBTS CCB DTCP,2
433635,,DTCP NNC CCP DTP,7
433636,,CCT VBOF CCP PRO,2
433637,,NNP RBW RBI VBW,5
433638,,RBW VBW DTC CDB,7
433639,,VBW DTC CDB NNP,2
433640,,VBTS CCP VBTF DTP,2
433641,,NNPA LM VBW CCB,2
433642,,CCB NNC CCA RBW_CCP,5
433643,,CCT PRSP CCP VBTR,3
433644,,PRI CCT DTCP NNPA,2
433645,,NNP CCA VBTS PRP,2
433646,,CCT NNPA RBW_CCP NNP,5
433647,,NNPA RBW_CCP NNP CCB,2
433648,,NNC PMC CCA VBTS_CCP,3
433649,,CCT NNC RBW PMP,7
433650,,CCB PRSP_CCP NNC VBAF,2
433651,,DTC NNP CCT NNPA,3
433652,,VBTR FW NNC CCP,2
433653,,NNP LM VBTR_CCP RBL,2
433654,,CDB JJD CCP NNC,3
433655,,CCB DTCP NNC CDB,3
433656,,CCP RBD_CCP VBOF CCB,5
433657,,DTC JJN_CCP NNP CCP,5
433658,,NNC CCT PRI_CCP CDB,4
433659,,CCP DTC NNP_CCP NNP,5
433660,,CCB VBW CCA VBTS,2
433661,,RBI CCT CDB CCP,3
433662,,CCT CDB CCP JJD,2
433663,,RBF PRP VBTS DTC,7
433664,,VBTS DTC NNP PMC,3
433665,,CCP VBAF CCT VBH,4
433666,,NNPA LM VBOF DTC,3
433667,,VBTR_CCP RBL CDB PMP,2
433668,,CDB PMC DTC CDB,2
433669,,CCB NNC RBW PRP,5
433670,,VBW CCP VBW CCR,2
433671,,CCP VBW CCR CCT,2
433672,,CCT PRSP CCT VBW,2
433673,,PRO PMC PRI_CCP NNC,2
433674,,DTC VBTS CCB VBOF,2
433675,,CCP RBF VBTS JJD,2
433676,,CCA CCB NNC_CCP NNC,2
433677,,VBW NNC CCT CDB,2
433678,,NNPA CCB NNP CCA,2
433679,,RBW VBTR CCB PRI_CCP,2
433680,,PMC NNC CCP NNC,6
433681,,NNC CCT PRSP CCP,3
433682,,PMS NNP CCB NNP,2
433683,,DTC PRSP_CCP DTCP NNC_CCP,2
433684,,PRSP_CCP DTCP NNC_CCP NNC,6
433685,,PRP_CCP VBW DTC DTCP,2
433686,,CCT RBF PRP VBS,2
433687,,RBF PRP VBS VBOF,2
433688,,PRI_CCP NNP LM VBTS,2
433689,,PRSP_CCP NNC RBW PRP,2
433690,,RBW PRP LM VBTF,2
433691,,LM RBT CCP JJD,2
433692,,CCB NNC LM PMC,2
433693,,PMC VBTS CCB JJD,8
433694,,JJD CCB VBW CCB,2
433695,,CCT CCR VBTF DTC,2
433696,,CCR VBTR DTC PRSP_CCP,4
433697,,PRSP_CCP NNC CCA RBW,2
433698,,RBW PMC CCR DTC,2
433699,,CCT FW FW CCA,32
433700,,NNC CCP VBH FW,6
433701,,CCP VBH FW FW,12
433702,,VBH FW FW PMP,2
433703,,LM DTCP CDB NNC,2
433704,,PRO JJD_CCP NNC CCT,2
433705,,CCT NNC PMP PMS,3
433706,,DTC PRSP_CCP VBTS PMC,5
433707,,DTC VBTS CCB PRI,3
433708,,RBI_CCP NNC CCT CCT,4
433709,,PMC LM DTC NNC,4
433710,,NNC PMC CCR RBM,3
433711,,CCR VBTF CCB JJD_CCP,3
433712,,CCB JJCC PRI RBI_CCP,2
433713,,PRI RBI_CCP NNC RBW,5
433714,,RBI_CCP NNC RBW DTC,2
433715,,CCT NNC PRS PRO,2
433716,,LM PRI CCT JJCS_JJD_CCP,2
433717,,RBI RBI PRO VBTS,2
433718,,CDB CCA VBTR CCP,2
433719,,RBF VBTS CCB JJN_CCP,3
433720,,JJD CCP VBW JJD,3
433721,,JJD_CCP VBW CCT CCT,3
433722,,NNP CCB RBW LM,2
433723,,CCB RBW LM VBTS,4
433724,,NNP RBW CCT VBAF,2
433725,,RBW CCT VBAF DTC,4
433726,,CCT VBAF DTC PRI_CCP,2
433727,,CCA VBTS DTC RBF,2
433728,,VBTS RBI CCT CCT,7
433729,,CCB NNC CCP CCT,6
433730,,NNC LM VBS RBI_CCP,7
433731,,LM VBS RBI_CCP VBOF,4
433732,,CCB CDB RBW_CCP NNC,2
433733,,CDB RBW_CCP NNC CCP,2
433734,,PRO LM VBS VBOF,3
433735,,VBS VBOF CCT PRI_CCP,2
433736,,CCT PRI_CCP RBD_CCP NNC,2
433737,,CCP NNC CCP CCT,5
433738,,CCT NNCA NNC CCB,2
433739,,NNCA NNC CCB NNP,2
433740,,CDB NNP CCP JJD,2
433741,,NNP CCP JJD PMC,4
433742,,JJD PMC CDB NNP,2
433743,,PMC CDB NNP PMC,2
433744,,CDB NNP PMC CDB,2
433745,,PMC CDB NNP NNP,5
433746,,CCP JJD LM VBTS,4
433747,,NNC RBI PMC CCR,2
433748,,RBW_CCP JJD PMC VBTS,2
433749,,JJD PMC VBTS CCB,5
433750,,NNP CCP NNC CCA,8
433751,,CCP VBTS RBW RBI,3
433752,,VBTS RBW RBI RBW_CCP,2
433753,,RBW RBI RBW_CCP JJN,3
433754,,RBI RBW_CCP JJN CCB,4
433755,,CDB CCP PRI RBI_CCP,2
433756,,CCP VBTF DTC CDB,2
433757,,VBTF DTC CDB CCP,2
433758,,CCT DTCP NNC_CCP VBTF,2
433759,,DTC VBW CCT CDB,2
433760,,RBD VBAF CCT NNP,2
433761,,VBAF CCT NNP DTC,4
433762,,CCB CDB CCP DTP,2
433763,,PRSP_CCP DTCP NNC RBL,5
433764,,DTC VBTS RBI CCT,5
433765,,NNP NNP PMC JJC,2
433766,,JJC CCB JJD PMC,2
433767,,CCT PRI_CCP NNPA PMC,2
433768,,NNPA PMC CCA RBF,2
433769,,RBI CCT CCT NNC,11
433770,,NNPA PMC LM VBTR,3
433771,,CCT CCT CDB LM,2
433772,,CCT CDB LM VBTR,2
433773,,NNC_CCP NNC CCA JJD_CCP,3
433774,,NNP CCT PRI_CCP DTCP,2
433775,,DTC CDB CCP JJD_CCP,3
433776,,CCA NNP CCT NNC_CCP,2
433777,,CCP VBTR DTC VBTR,2
433778,,VBTR DTC VBTR CCP,2
433779,,VBTS CCT NNPA RBW_CCP,5
433780,,PRS CCP CCT CCT,2
433781,,LM VBTS CCP PMC,3
433782,,NNC CCP VBS LM,2
433783,,LM VBOF DTC FW,3
433784,,VBOF DTC FW PMP,2
433785,,CCP NNC RBI RBI,5
433786,,RBI RBI DTC VBTR_VBAF,3
433787,,RBI DTC VBTR_VBAF CCT,4
433788,,VBTR_VBAF CCT DTCP FW,2
433789,,CCT DTCP FW CCA,9
433790,,FW CCA FW CCP,8
433791,,CCA FW CCP VBTR,4
433792,,DTP NNP CCB DTCP,9
433793,,NNP CCB DTCP FW,5
433794,,DTCP FW CCP VBH,3
433795,,FW CCP VBH RBI,2
433796,,CCP VBH RBI DTCP,3
433797,,CCT FW CCT VBW,3
433798,,FW CCT VBW DTC,15
433799,,DTCP NNC CCB VBTR_CCP,4
433800,,VBTR_CCP NNC RBK RBQ,2
433801,,RBQ VBTS PRS DTC,6
433802,,DTC CDB DTCP NNC,3
433803,,DTC NNPA DTP NNP,3
433804,,JJD CCT FW CCP,2
433805,,CCP VBW CCB JJCC,4
433806,,NNC PRI NNC CCA,2
433807,,RBD_CCP VBOF CCA VBOF,2
433808,,NNC CCB DTCP RBD,2
433809,,CCB DTCP RBD CCP,3
433810,,DTCP RBD CCP NNC,2
433811,,VBOF RBW NNC CCB,2
433812,,CCB NNC LM RBT,3
433813,,NNC LM RBT PMC,2
433814,,VBOF_CCP NNC PRP DTC,2
433815,,NNC PRP DTC NNC,6
433816,,DTC NNC CCB PRO_CCP,3
433817,,PRO_CCP DTCP NNC CCT,3
433818,,RBI_CCP VBTF CCT NNC,2
433819,,VBTS_CCP DTCP NNC CCA,2
433820,,DTP NNP LM RBD,6
433821,,RBD CCT VBW CCB,2
433822,,DTCP NNC JJD CCP,3
433823,,CCP VBTR JJC CCB,2
433824,,FW CCB NNP CCA,10
433825,,CCA NNP CCP DTP,3
433826,,NNP CCA VBTR DTC,5
433827,,CCT VBOF CCB JJD,2
433828,,VBOF CCB JJD DTC,2
433829,,JJD DTC NNPA PMC,2
433830,,DTC NNPA PMC CCT,3
433831,,JJD CCR DTC NNP,2
433832,,NNC_CCP NNC RBR CCT,2
433833,,DTC RBF JJD CCP,3
433834,,VBAF RBW CCT FW,3
433835,,RBW_CCP VBTR DTC NNP,2
433836,,CCT CDB NNP CCP,3
433837,,VBH JJN_CCP DTCP NNC,2
433838,,RBI CCP JJD CCT,2
433839,,CCT DTCP VBTR_CCP DTCP,2
433840,,VBTR_CCP DTCP NNC CCP,3
433841,,CCP NNP PMC CCA,6
433842,,PMC RBM RBF VBTF,2
433843,,JJD CCB NNP DTC,5
433844,,DTCP NNC_CCP NNP RBW,2
433845,,CCA NNC VBW CCB,2
433846,,NNC VBW CCB DTCP,5
433847,,CCB NNPA PMC VBTS,12
433848,,VBTS DTC NNP RBW_CCP,4
433849,,RBW_CCP NNP CCP VBTF,2
433850,,VBTS CCT NNP RBK,3
433851,,VBTR CCT PRSP DTC,5
433852,,CCT PRSP DTC JJD_CCP,2
433853,,PMC CCT VBTS PRO,5
433854,,NNP CCB DTCP NNC_CCP,3
433855,,CCP JJN_CCP NNC CCB,5
433856,,VBTF CCT PRI_CCP JJD_CCP,3
433857,,JJD_CCP NNC CCT VBTF,4
433858,,CCT VBTF CCT NNP,3
433859,,PRSP_CCP NNC PMC RBF,8
433860,,PMC RBF VBTS DTP,2
433861,,VBTS PRS_CCP PRS LM,3
433862,,PMC CCR RBF PRS,7
433863,,CCR RBF PRS VBS,3
433864,,VBTR_VBAF CCT NNC PRS,5
433865,,NNC PRS CCT PRI_CCP,4
433866,,RBI LM VBTS PRS_CCP,2
433867,,CCB RBD_CCP NNC CCT,2
433868,,CCT VBTS CCB JJD,4
433869,,PMC DTP NNP PMC,9
433870,,LM VBS_CCP VBAF CCB,2
433871,,VBAF CCB DTC PRSP_CCP,2
433872,,PRSP_CCP NNC PMC VBAF,5
433873,,VBTS JJN_CCP NNC CCB,2
433874,,NNP PMC DTC VBW,3
433875,,PMC DTC VBW CCB,3
433876,,VBH NNC CCT PRI_CCP,4
433877,,RBD_CCP VBAF CCT PRI_CCP,3
433878,,VBTS_VBOF CCB NNC DTC,2
433879,,DTCP NNC PMC VBS_CCP,2
433880,,VBS_CCP VBAF DTC NNC,3
433881,,JJD DTP NNP CCP,8
433882,,DTC VBTR_VBAF CCT PRSP_CCP,3
433883,,RBF VBS PRS VBTS,2
433884,,CCB NNC DTC JJN,4
433885,,DTC NNC CCP VBTS_CCP,3
433886,,RBD RBD RBD PMC,3
433887,,RBD PMC DTC NNP,2
433888,,NNP FW PMC LM,3
433889,,FW CCB NNC RBW,2
433890,,PRP CCB JJD_CCP NNC_CCP,2
433891,,CCA NNC DTC VBTR,3
433892,,DTC VBTR CCB PRSP_CCP,7
433893,,PRI NNC CCP VBW,2
433894,,CCP NNP FW LM,2
433895,,FW LM VBS CCB,2
433896,,VBH VBTR CCP RBI,2
433897,,VBTR CCP RBI CCP,2
433898,,CCT PRSP RBW_CCP CDB,2
433899,,PMC CCA VBH RBI,3
433900,,CDB NNC CCB NNC_CCP,3
433901,,NNC_CCP NNC CCA DTCP,5
433902,,RBK RBQ VBTF CCB,5
433903,,RBQ VBTF CCB NNC,2
433904,,JJD RBW DTC NNC,4
433905,,NNC DTC VBTR_CCP VBTS,2
433906,,LM RBT_CCP JJD CCT,3
433907,,RBT_CCP JJD CCT NNC,2
433908,,DTP NNP RBW RBI,4
433909,,NNC DTC VBTR RBL,2
433910,,DTC VBTR RBL CCT,2
433911,,VBTR RBL CCT PRI_CCP,3
433912,,JJC DTP NNP PMP,4
433913,,CCT NNP LM DTC,3
433914,,NNC_CCP PRO PMC CCP,2
433915,,CCP NNP PMC NNC,3
433916,,FW PMC LM VBTR,4
433917,,RBI CCB DTCP JJD_CCP,7
433918,,PMC VBTR CCB CDB,2
433919,,VBTR CCB CDB FW,2
433920,,CCB CDB FW CCA,5
433921,,CDB FW CCA DTC,2
433922,,DTC NNP VBW CCB,2
433923,,CCT JJN_CCP FW CCB,4
433924,,JJN_CCP FW CCB NNP,4
433925,,CCT NNC PRP CCP,2
433926,,FW CCP CDB NNC,6
433927,,CCP VBH CDB PMP,3
433928,,DTC NNP PMC LM,5
433929,,FW FW CCP CDB,10
433930,,VBTS CCT NNP VBW,5
433931,,CDB PMC DTC NNC_CCP,2
433932,,PRSP_CCP NNC LM RBD_CCP,6
433933,,VBTR RBR CCT PRSP_CCP,3
433934,,PRSP_CCP NNC VBW CCP,2
433935,,VBW CCP DTC FW,4
433936,,FW LM JJD RBI,4
433937,,LM JJD RBI RBI,9
433938,,JJD RBI RBI VBAF,2
433939,,RBI RBI VBAF CCT,5
433940,,LM VBTR DTC FW,3
433941,,NNC CCB PRSP_CCP JJN,2
433942,,CCB PRSP_CCP JJN CCP,3
433943,,PRS CCP JJD CCT,2
433944,,JJD CCT JJN_CCP DTCP,2
433945,,DTCP NNC RBW_CCP JJD_CCP,3
433946,,CDB CCB CDB CCP,2
433947,,NNC CCP JJD NNC,3
433948,,CCP JJD NNC CCB,2
433949,,CCB NNPA LM VBS,2
433950,,VBS DTC NNC PMC,3
433951,,CCB NNC CCA VBTS_CCP,2
433952,,NNC CCA VBTS_CCP NNC,2
433953,,CDB PMC CCA DTC,12
433954,,CDB PMC LM VBOF,3
433955,,NNP NNP CCT VBTR,7
433956,,NNP CCP CDB LM,2
433957,,RBL CCT VBTS CCA,2
433958,,RBF RBI VBTS RBW,3
433959,,RBI VBTS RBW RBW,2
433960,,VBTS RBW RBW PMP,3
433961,,CCP JJD_CCP NNP NNP,3
433962,,PRI_CCP JJCS_JJD_CCP NNP NNP,2
433963,,PMC CCP JJD LM,2
433964,,VBTR LM VBTR CCP,2
433965,,VBTR CCP VBOF CCB,3
433966,,DTC VBH JJD CCT,2
433967,,VBTS DTC NNPA CCR,3
433968,,CCR VBTR_VBRF CCB DTCP,2
433969,,CCA VBTS DTC PRQ_CCP,2
433970,,LM VBTS CCP CCB,6
433971,,RBW_CCP CDB CCB DTCP,2
433972,,NNC CCP VBAF DTP,5
433973,,VBAF DTP NNP PMP,7
433974,,PRS LM JJD_CCP NNC,2
433975,,RBW LM VBN RBI_CCP,3
433976,,VBOF CCP FW NNC,2
433977,,CCT PRI CCT CCT,4
433978,,PRI CCT CCT DTCP,2
433979,,CCB NNP CDB NNC,2
433980,,NNP CCA NNP CDB,3
433981,,CCA NNP CDB CCB,2
433982,,PRS CCP VBTF PRP,2
433983,,VBOF RBI PRP PRO,4
433984,,PMC CCT VBW CCP,3
433985,,JJD_CCP NNC CCP RBL,7
433986,,CCP RBL NNP PMP,3
433987,,NNP LM VBTS PRP,6
433988,,LM VBTS PRP CCB,6
433989,,VBTS CCT CCT PRI_CCP,4
433990,,VBRF CCB NNC PMP,4
433991,,DTC NNC_CCP VBH JJD,2
433992,,CCB PRSP_CCP NNC VBW,7
433993,,CCT NNC CCT VBH,8
433994,,CCP VBTR CCP VBTR,3
433995,,VBTR CCP VBTR CCB,4
433996,,PRS DTC PRQ_CCP DTCP,2
433997,,NNC CCP NNP RBL,2
433998,,CCB CCT DTCP VBTS,9
433999,,CCT DTCP VBTS RBL,2
434000,,VBAF RBW DTC NNC,3
434001,,CCP JJD RBW_CCP NNP,2
434002,,NNC CCP NNC VBW,2
434003,,NNP NNP CCB RBW,3
434004,,RBW VBW CCT PRSP_CCP,2
434005,,PRSP_CCP NNC LM VBN_CCP,2
434006,,PRI_CCP JJD_CCP NNP NNP,3
434007,,CCT FW FW RBW,14
434008,,FW FW RBW NNC,2
434009,,FW RBW NNC PMP,2
434010,,VBAF RBI RBI DTP,4
434011,,RBI RBI DTP NNP,50
434012,,VBTR RBL CCT NNP,2
434013,,NNP NNP CCP JJN_CCP,3
434014,,CCP JJN_CCP NNC RBI,3
434015,,JJN_CCP NNC RBI DTC,7
434016,,DTC DTCP NNP PMP,8
434017,,VBOF RBI PRS DTC,11
434018,,RBI PRS DTC DTCP,8
434019,,NNC CCP FW DTP,2
434020,,CCP FW DTP NNP,3
434021,,FW DTP NNP CCT,27
434022,,LM NNC CCP VBOF,2
434023,,CCP VBOF RBW DTC,4
434024,,DTC NNC CCP VBRF,3
434025,,PMC LM VBOF CCP,3
434026,,PRSP_CCP NNC PRL CCT,4
434027,,RBF CCT VBAF CCB,2
434028,,NNP PMP NNP CCT,2
434029,,LM JJD PMC CCA,2
434030,,JJD PMC CCA CCR,2
434031,,NNC PMC VBS PRS,6
434032,,VBTR_VBAF CCP DTC PRI_CCP,2
434033,,PRI_CCP NNC LM VBTF,4
434034,,RBW PRS VBAF CCT,5
434035,,PRS VBAF CCT NNC,5
434036,,CCT PRSP PMC DTP,2
434037,,CCB NNC CCP JJD_CCP,3
434038,,JJD_CCP NNC CCA VBAF,2
434039,,PRL CCA CCT NNP,2
434040,,DTC NNPA CCA NNC,3
434041,,CCA NNC PRO PMC,2
434042,,PMC CCA VBS RBI,3
434043,,VBS RBI PRP_CCP VBOF,6
434044,,VBOF PRO CCB NNPA,3
434045,,CDB PMC PRI_CCP NNC,3
434046,,PMC PRI_CCP NNC RBK,4
434047,,NNC VBW DTC DTCP,5
434048,,PMC RBK RBQ PRI,6
434049,,RBK RBQ PRI RBI_CCP,2
434050,,PRI RBI_CCP NNP DTC,3
434051,,RBI_CCP NNP DTC VBTS,2
434052,,DTC VBTS CCT PRI,3
434053,,CDB LM VBTS NNC,2
434054,,PRQ_CCP NNC PMC CCP,3
434055,,CCB NNC_CCP NNC JJN_CCP,2
434056,,NNC_CCP NNC JJN_CCP NNC,2
434057,,NNC JJN_CCP NNC RBW,2
434058,,RBW CCT PRSP_CCP VBTR_CCP,2
434059,,CCT PRSP_CCP VBTR_CCP NNC,4
434060,,PRSP_CCP VBTR_CCP NNC PMP,3
434061,,VBRF CCB NNP DTC,3
434062,,NNP VBW DTC PRI,2
434063,,VBW DTC PRI RBI_CCP,4
434064,,LM VBTR CCB PRQ_CCP,2
434065,,NNC CCA RBM VBAF,3
434066,,CCA RBM VBAF CCT,4
434067,,CCT PMC DTC NNC,7
434068,,CCP PRI_CCP NNP NNP,3
434069,,CCB JJN CCA JJD_CCP,2
434070,,DTP NNP PRO LM,3
434071,,VBTS CCB CDB RBI_CCP,2
434072,,RBI_CCP DTCP JJD_CCP NNC,2
434073,,JJD_CCP NNC PMC NNP,6
434074,,PMC CDB PMC NNP,4
434075,,PMC DTC PRI_CCP DTCP,2
434076,,NNP CCP VBTS_VBAF CCT,2
434077,,CCP VBTS_VBAF CCT NNC,3
434078,,PMC NNP PMC CCB,2
434079,,NNP PMC CCB NNC,2
434080,,PRI_CCP NNC CCT VBTS,2
434081,,PMC RBW_CCP PRS LM,2
434082,,CCB VBAF CCB RBW,2
434083,,NNC CCP VBTR_VBRF CCB,4
434084,,CCP VBTR_VBRF CCB NNC,3
434085,,VBTR_VBAF RBI CCP VBW,2
434086,,FW CCB NNC LM,7
434087,,LM VBTR_VBAF CCB PRI_CCP,6
434088,,JJD RBK RBF PRP,2
434089,,PRSP_CCP DTCP NNC NNC,6
434090,,VBTS_VBOF DTC PRSP_CCP NNC,2
434091,,NNC CCR CCT VBN_CCP,2
434092,,DTCP JJN_CCP NNC RBW,2
434093,,NNC RBW VBTS PMP,2
434094,,CCP DTCP NNP PMP,2
434095,,RBD_CCP RBD DTC NNC,2
434096,,RBD DTC NNC PMC,4
434097,,CCB VBTR_CCP NNP NNP,3
434098,,VBTR_CCP NNP NNP NNP,4
434099,,VBOF CCB DTCP JJD,5
434100,,CCB NNC CCT PMS,3
434101,,NNC CCT PMS CCR,2
434102,,PRO LM RBT_CCP VBOF,2
434103,,LM RBT_CCP VBOF CCT,2
434104,,CCT FW CCT FW,6
434105,,FW CCT FW CCP,8
434106,,NNC_CCP NNC CCP VBTR_VBAF,2
434107,,CCP VBTR_VBAF CCT NNC_CCP,3
434108,,DTC PRSP_CCP VBTR PMC,7
434109,,VBTR PMC PRQ_CCP NNC,2
434110,,RBK RBQ_CCP NNC DTC,7
434111,,DTCP PRO PMC PRQ,2
434112,,PMC PRQ DTC VBTR,2
434113,,PRQ DTC VBTR PMC,2
434114,,DTC VBTR PMC PRQ,2
434115,,DTC VBTR CCT PRSP,10
434116,,PMC CCA PRQ DTC,2
434117,,VBAF CCT NNC RBK,3
434118,,RBQ DTC VBTS DTP,2
434119,,LM VBTS PRS PMP,4
434120,,DTCP JJN_CCP NNC_CCP NNC,4
434121,,CCP JJD NNP NNP,2
434122,,CCB JJN CCP VBTS,2
434123,,JJN CCP VBTS CCB,2
434124,,CCA JJD CCP VBH,2
434125,,JJD CCP VBH JJD,2
434126,,CCP VBTR_VBAF CCT PRSP_CCP,7
434127,,CCP VBTS RBD RBD,2
434128,,VBTS RBD RBD RBD,2
434129,,RBD RBD RBD PMP,5
434130,,NNP RBI DTP NNP,13
434131,,NNC CCT NNC PRS,20
434132,,NNC PRS PMC CCA,3
434133,,PMC CCA VBTS_VBOF DTC,2
434134,,CCA VBTS_VBOF DTC DTCP,2
434135,,CCB DTC NNC PRP,2
434136,,PRO VBTS DTP NNP,3
434137,,NNC CCT RBF JJD,3
434138,,JJD CCP DTC PRI,2
434139,,PRI CCT PRSP_CCP NNC,2
434140,,CCT CCT PRI PMP,3
434141,,PRQ DTC VBTF PRS,2
434142,,DTC VBTF PRS RBR,2
434143,,VBTF PRS RBR PRL,2
434144,,PRQ PRS PRO VBTF,2
434145,,PRS PRO VBTF PMQ,2
434146,,VBAF CCT NNC PRS,3
