Original Sentence,Gold Sentence
Ito ay matapos siyang magtweet na kailangan niya ng miraculous touch,Ito ay matapos siyang magtweet na kailangan niya ng miraculous touch
Tama lamang na papanagutin ang mga lumabag,Tama lamang na papanagutin ang mga lumabag
Yung iba nakatayo na natutulog nang nakatayo kuwento niya,Yung iba nakatayo na natutulog nang nakatayo kuwento niya
Pero hindi pa nakikita ang patalim na ginamit sa krimen,Pero hindi pa nakikita ang patalim na ginamit sa krimen
Kaabangabang ang lahat ng sexy scenes na ginawa ni Heaven dito,Kaabangabang ang lahat ng sexy scenes na ginawa ni Heaven dito
Ibangiba na ang hitsura ng actor lately,Ibangiba na ang hitsura ng actor lately
Malaking bagay siya sa akin kasi scholar ako ng Indonesia,Malaking bagay siya sa akin kasi scholar ako ng Indonesia
Inamin ng registered owner ng sasakyan na siya ang mastermind sa insidente,Inamin ng registered owner ng sasakyan na siya ang mastermind sa insidente
Hindi raw niya matanggap ang sinapit ng kanyang ama,Hindi raw niya matanggap ang sinapit ng kanyang ama
Bakit mahigpit ba ang karelasyon niyang politician,Bakit mahigpit ba ang karelasyon niyang politician
Pero as much as possible ay ayaw na niyang magpabanggit ng pangalan,Pero as much as possible ay ayaw na niyang magpabanggit ng pangalan
Wala na rin munang nagaganap na paghuhukay sa construction site,Wala na rin munang nagaganap na paghuhukay sa construction site
May balak pa rin kaya si Karla na pasukin ang pulitika,May balak pa rin kaya si Karla na pasukin ang pulitika
Sa pagikot ng elesi nagpapaandar ang generator para makagawa ng enerhiya,Sa pagikot ng elesi nagpapaandar ang generator para makagawa ng enerhiya
Dahil sa kaniyang kalagayan halos hindi na siya nakakaalis ng higaan,Dahil sa kaniyang kalagayan halos hindi na siya nakakaalis ng higaan
Tanong ni Kris sa anak,Tanong ni Kris sa anak
Sabi ko pwede ako magside boob pa,Sabi ko pwede ako magside boob pa
Sa loob ng Bilibid,Sa loob ng Bilibid
Kilo ng shabu na nagmula sa San Jose USA,Kilo ng shabu na nagmula sa San Jose USA
Tanong sa kanya,Tanong sa kanya
Hawak din ng pambato ng Japan ang belt ng WBA at IBF,Hawak din ng pambato ng Japan ang belt ng WBA at IBF
Nong nameet ako ni Mikee kahit may narinig siyang negative about me,Nong nameet ako ni Mikee kahit may narinig siyang negative about me
Ayon kay Claire mabait si Glaiza pagdating sa pananampal sa mga eksena,Ayon kay Claire mabait si Glaiza pagdating sa pananampal sa mga eksena
Ito bago matulog o magbonding lang sila ng barkada nila,Ito bago matulog o magbonding lang sila ng barkada nila
Masayangmasaya ang Soul Supreme dahil nabigyan ng pagkakataong makapagbakasyon sila ng mister,Masayangmasaya ang Soul Supreme dahil nabigyan ng pagkakataong makapagbakasyon sila ng mister
Nakakalungkot yong ginagamit ng ating kasamahan sa Senado na ‘buwisit’,Nakakalungkot yong ginagamit ng ating kasamahan sa Senado na ‘buwisit’
Yan ay nakaECQ na po tayo ani Vergeire,Yan ay nakaECQ na po tayo ani Vergeire
Bawat obrang kaniyang ginagawa ay tumatagal ng isang araw bago matapos,Bawat obrang kaniyang ginagawa ay tumatagal ng isang araw bago matapos
Tiningnan ko talaga lahat wala,Tiningnan ko talaga lahat wala
Lumalabas na gusto nilang bigyan ng bagong bihis ang Eat Bulaga,Lumalabas na gusto nilang bigyan ng bagong bihis ang Eat Bulaga
Kamakailan lang nang pasalamatan ni Maj Gen,Kamakailan lang nang pasalamatan ni Maj Gen
So kailan nga kaya makakapagoperate normally ang mga sinehan,So kailan nga kaya makakapagoperate normally ang mga sinehan
Bago naman magtanghali kahapon ay naaresto na rin ng mga awtoridad sa Brgy,Bago naman magtanghali kahapon ay naaresto na rin ng mga awtoridad sa Brgy
Dito magsisimula yung pagpapatuloy ng kuwento ng mga Manalotos,Dito magsisimula yung pagpapatuloy ng kuwento ng mga Manalotos
Hindi po nila ako pinapansin as in wala talaga,Hindi po nila ako pinapansin as in wala talaga
May nakita ng mga awtoridad ng isang kalibre,May nakita ng mga awtoridad ng isang kalibre
Dito na sumulpot ang mga pulis at dinakma ang dalawang suspek,Dito na sumulpot ang mga pulis at dinakma ang dalawang suspek
Kapag naaabala siya sa ginagawa niya e agad na siyang nagkakamot ng ulo,Kapag naaabala siya sa ginagawa niya e agad na siyang nagkakamot ng ulo
Hindi naman natin maiiwasan pag nirequire ng kuwento,Hindi naman natin maiiwasan pag nirequire ng kuwento
Hindi ko pa rin maisip kung papano babalik eh” sabi pa niya,Hindi ko pa rin maisip kung papano babalik eh” sabi pa niya
Ako ito Luis Manzano ito Kaya agadagad akong nagdeposit sabi ni Sta Isabel,Ako ito Luis Manzano ito Kaya agadagad akong nagdeposit sabi ni Sta Isabel
May kanikanyang buhay na rin daw ang mga anak niya,May kanikanyang buhay na rin daw ang mga anak niya
Ganun kadalasan ang nakikita natin,Ganun kadalasan ang nakikita natin
At talagang bilin niya na magpagaling ako,At talagang bilin niya na magpagaling ako
Bale sinasaway na siya ng pulis,Bale sinasaway na siya ng pulis
Variants lubhang mas nakahahawa kumpara sa normal ang Delta variant,Variants lubhang mas nakahahawa kumpara sa normal ang Delta variant
Tinawag naman ni Angel Aquino na pangalawang pamilya ang show,Tinawag naman ni Angel Aquino na pangalawang pamilya ang show
Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen,Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen
Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot,Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot
Ang bongga ng timing ng promo,Ang bongga ng timing ng promo
Naghahanap na naman sila ng gastusin sa tao,Naghahanap na naman sila ng gastusin sa tao
Panoorin ang video na ito ng Kapuso Mo Jessica SohoFRJ,Panoorin ang video na ito ng Kapuso Mo Jessica SohoFRJ
Ibig sabihin may trabaho pang naghihintay sa kanila,Ibig sabihin may trabaho pang naghihintay sa kanila
Binigyan din sila ng pagkain,Binigyan din sila ng pagkain
Nang maalis umano ng driver ang kaniyang paa sa preno umarangkada ang sasakyan,Nang maalis umano ng driver ang kaniyang paa sa preno umarangkada ang sasakyan
Napagalaman ng mga doktor na may sakit na growing teratoma syndrome si Grande,Napagalaman ng mga doktor na may sakit na growing teratoma syndrome si Grande
Kasi may bumubulong na sa akin eh,Kasi may bumubulong na sa akin eh
Hindi naman yon maiiwasan,Hindi naman yon maiiwasan
Bukod dito maaari rin umanong kasuhan ni Ann ang kaniyang mister ng concubinage,Bukod dito maaari rin umanong kasuhan ni Ann ang kaniyang mister ng concubinage
Tambak din ang tao sa mga simbahan,Tambak din ang tao sa mga simbahan
Hindi rin daw nagpahuli itong si Mommy ni sikat na aktres,Hindi rin daw nagpahuli itong si Mommy ni sikat na aktres
Sino if ever ang gusto mong kapartner,Sino if ever ang gusto mong kapartner
Yung focus ko ngayon kay Donaire,Yung focus ko ngayon kay Donaire
Pinatakbo niya po salaysay ng ina,Pinatakbo niya po salaysay ng ina
Arjo Atayde mula sa kanilang Europe tour,Arjo Atayde mula sa kanilang Europe tour
Hindi lang tayo nabibigyan ng tamang oportunidad at nasusuportahan,Hindi lang tayo nabibigyan ng tamang oportunidad at nasusuportahan
Halatang naoffend ang lalaki at hindi nagustuhan ang pangyayari,Halatang naoffend ang lalaki at hindi nagustuhan ang pangyayari
Maaaring sa pamamagitan ng pagsasampa ng kaso o kaya naman ay panggigipit,Maaaring sa pamamagitan ng pagsasampa ng kaso o kaya naman ay panggigipit
Ito ang karugtong ng ating kolum kahapon,Ito ang karugtong ng ating kolum kahapon
Nagpadala rin tayo ng antigen test kits,Nagpadala rin tayo ng antigen test kits
Ibaiba magkakaiba ang listahan ng DSWD LGU at barangay,Ibaiba magkakaiba ang listahan ng DSWD LGU at barangay
Paggising ng female personality nagulantang siya,Paggising ng female personality nagulantang siya
Actually lahat ng mga anak ko,Actually lahat ng mga anak ko
Yung mabuhay siya para na lang sa dalawang anak niya,Yung mabuhay siya para na lang sa dalawang anak niya
Ibang experience raw sa kanya na naging bahagi siya ng malaking pelikulang ito,Ibang experience raw sa kanya na naging bahagi siya ng malaking pelikulang ito
Sanay kami na maraming pamilya kaya kahit hanggang ilan ang kaya perfect,Sanay kami na maraming pamilya kaya kahit hanggang ilan ang kaya perfect
Nagpasiklab pa si Ysabel nang patumbahin niya ang isang kalaban alaBlack Widow style,Nagpasiklab pa si Ysabel nang patumbahin niya ang isang kalaban alaBlack Widow style
Sinimulan na rin ang pagbabakuna sa Pasig City General Hospital,Sinimulan na rin ang pagbabakuna sa Pasig City General Hospital
Actually yun din ang ano ko na masyadong malayo yung gap nung continuation,Actually yun din ang ano ko na masyadong malayo yung gap nung continuation
Ngunit pinahirapan sila ng UST,Ngunit pinahirapan sila ng UST
Wala namang nakikita ang helicopter ng taong lumalabas mula sa patrol car,Wala namang nakikita ang helicopter ng taong lumalabas mula sa patrol car
Ang kandidatura ni Sara ay una nang inendorso ng gobernador,Ang kandidatura ni Sara ay una nang inendorso ng gobernador
Anong status ng puso mo ngayon dagdag na tanong ni Toni,Anong status ng puso mo ngayon dagdag na tanong ni Toni
Gumagamit sina Lopez ng papel ng libro,Gumagamit sina Lopez ng papel ng libro
Walang episode yung recent episodes walang episode na hindi ako umiiyak,Walang episode yung recent episodes walang episode na hindi ako umiiyak
Labas diyan ito ang mga datos,Labas diyan ito ang mga datos
Nagaalala na rin si Robin Padilla sa kalagayan ngayon ni Kris Aquino,Nagaalala na rin si Robin Padilla sa kalagayan ngayon ni Kris Aquino
Noval Street sa Maynila na dinagsa rin ng mga volunteers,Noval Street sa Maynila na dinagsa rin ng mga volunteers
Hindi inilabas ng Suns ang detalye ng kontrata ng dating NBA forward,Hindi inilabas ng Suns ang detalye ng kontrata ng dating NBA forward
Tinanggal niya ang plastic nito at ibinalik ang pakete sa kaniyang bra,Tinanggal niya ang plastic nito at ibinalik ang pakete sa kaniyang bra
Tapos nakita natin yung bahay ni Gin,Tapos nakita natin yung bahay ni Gin
Gayunpaman hindi raw siya aamin kung sinusino ang nabanggit,Gayunpaman hindi raw siya aamin kung sinusino ang nabanggit
Hindi ako nagpafollow up kung ano ang gagawin,Hindi ako nagpafollow up kung ano ang gagawin
Bukod sa nagiingat siya sa pagkakasakit e may kahigpitan ang dyowa niya,Bukod sa nagiingat siya sa pagkakasakit e may kahigpitan ang dyowa niya
Maraming nagpantasya sa aktres na ito dahil sa ganda at mahusay pang umarte,Maraming nagpantasya sa aktres na ito dahil sa ganda at mahusay pang umarte
Bumalik ako sa pagiging estudyante ng buhay pagamin ng actor,Bumalik ako sa pagiging estudyante ng buhay pagamin ng actor
Bakit may ganitong parusa para sa curfew violation,Bakit may ganitong parusa para sa curfew violation
Wala namang perpektong relasyon,Wala namang perpektong relasyon
Hindi kami ready dagdag ni Jen,Hindi kami ready dagdag ni Jen
Di ko nga rin po alam eh,Di ko nga rin po alam eh
Lumusong siya sa tubig at pagdating sa may gitna ay tila lumubog,Lumusong siya sa tubig at pagdating sa may gitna ay tila lumubog
Actually matagal na panahon muna ang lumipas bago siya nagdesisyon,Actually matagal na panahon muna ang lumipas bago siya nagdesisyon
Magkaibigan pa rin naman kami,Magkaibigan pa rin naman kami
Manny umiiyak at nagmamakaawa ulit dagdag pa niya,Manny umiiyak at nagmamakaawa ulit dagdag pa niya
Para nageenjoy siya ama kasama ng friends niya,Para nageenjoy siya ama kasama ng friends niya
Kailangan din nilang sumailalim sa mandatory quarantine paglapag ng Korea,Kailangan din nilang sumailalim sa mandatory quarantine paglapag ng Korea
Kaya nagpasalamat si Charo sa host ng katapat ng programa niyang Magpakailanman,Kaya nagpasalamat si Charo sa host ng katapat ng programa niyang Magpakailanman
Ngunit hanggang kailan kaya titiisin ng mga magsasaka ang perwisyon ng mga atanya,Ngunit hanggang kailan kaya titiisin ng mga magsasaka ang perwisyon ng mga atanya
Kasi sa pagaartista hindi naman ako kumakanta lang don eh,Kasi sa pagaartista hindi naman ako kumakanta lang don eh
Gano’n sila kastrict” kwento niya,Gano’n sila kastrict” kwento niya
Hinabol sila ng delivery rider na maririnig sa CCTV na humihingi ng tulong,Hinabol sila ng delivery rider na maririnig sa CCTV na humihingi ng tulong
Dahil naniniwala ako na sa kanya ko nakuha ang aking timing sa comedy,Dahil naniniwala ako na sa kanya ko nakuha ang aking timing sa comedy
Paano mo hahabulin yung tricycle driver,Paano mo hahabulin yung tricycle driver
Naman niya kinekyeme yung anak niya sa ‘Ayy,Naman niya kinekyeme yung anak niya sa ‘Ayy
Kasalukuyang nasa US ang actress kasama ang asawa at dalawang anak,Kasalukuyang nasa US ang actress kasama ang asawa at dalawang anak
Palagi kong sinasabi na huwag tayong maging kumpyansa,Palagi kong sinasabi na huwag tayong maging kumpyansa
Nakikita natin pataas nang pataas ani David,Nakikita natin pataas nang pataas ani David
Gayunman pareho pa rin sila sa pangkaraniwang buwaya,Gayunman pareho pa rin sila sa pangkaraniwang buwaya
Dinala ang biktima sa ospital pero hindi na siya umabot nang buhay,Dinala ang biktima sa ospital pero hindi na siya umabot nang buhay
Napapasaya niya ako,Napapasaya niya ako
Tawa kami nang tawa kay prop,Tawa kami nang tawa kay prop
Mahilig siya sa tao party at sa ingay,Mahilig siya sa tao party at sa ingay
Kaya buong araw nagpipinta kami,Kaya buong araw nagpipinta kami
Maliban kay Bantag ay kasama rin sa inisyuhan ng subpoena sina SSupt,Maliban kay Bantag ay kasama rin sa inisyuhan ng subpoena sina SSupt
Actually suwerte talaga ang mga kabataan ngayon,Actually suwerte talaga ang mga kabataan ngayon
Dito niya pinakita ang screenshot ng mga text ng ex na ngayon,Dito niya pinakita ang screenshot ng mga text ng ex na ngayon
Bumaba ang angkas at lumapit ng tindahan at walang sabisabing pinagbabaril ang biktima,Bumaba ang angkas at lumapit ng tindahan at walang sabisabing pinagbabaril ang biktima
Nakapagpundar na ng bahay at sasakyan si Yassi,Nakapagpundar na ng bahay at sasakyan si Yassi
As in talagang magkamukha ang magina noong bata ang reyna ng Kapuso network,As in talagang magkamukha ang magina noong bata ang reyna ng Kapuso network
Pero anong nangyayari,Pero anong nangyayari
Maaaring natatakot lang siyang kuyugin siya ng fans,Maaaring natatakot lang siyang kuyugin siya ng fans
Siya ang magdidirek at siya rin ang artista,Siya ang magdidirek at siya rin ang artista
Parang inienjoy niya muna na parang newlyengaged sila ganun dagdag niyang pahayag,Parang inienjoy niya muna na parang newlyengaged sila ganun dagdag niyang pahayag
Kasalukuyan pang nasa Amerika si Ate Shawie,Kasalukuyan pang nasa Amerika si Ate Shawie
Pang miss u pwede pa ba tanong ng kaniyang follower tungkol sa video,Pang miss u pwede pa ba tanong ng kaniyang follower tungkol sa video
Good job din dahil dapat naman talaga ganun ang kalakaran,Good job din dahil dapat naman talaga ganun ang kalakaran
Ayon kay Baldo manomanong ibababa ang mga biktima mula sa bulkan,Ayon kay Baldo manomanong ibababa ang mga biktima mula sa bulkan
Bahagi raw ng pagmove on niya gusto na raw niyang magfocus sa trabaho,Bahagi raw ng pagmove on niya gusto na raw niyang magfocus sa trabaho
Inihayag din ni Frazier ang tungkol sa paggawa ng karahasan sa mga bata,Inihayag din ni Frazier ang tungkol sa paggawa ng karahasan sa mga bata
Pero bakit pa nga ba pinagtatalunan kung si Inigo iyon o hindi,Pero bakit pa nga ba pinagtatalunan kung si Inigo iyon o hindi
Bumiyahe raw siya sa ibang bansa para magpagamot,Bumiyahe raw siya sa ibang bansa para magpagamot
Isa pa ngang dahilan inilagay na nila iyon sa channel na may bayad,Isa pa ngang dahilan inilagay na nila iyon sa channel na may bayad
Ani Tulfo kadalasang napagiiwanan o nakakalimutan ng lipunan ang mga may kapansanan,Ani Tulfo kadalasang napagiiwanan o nakakalimutan ng lipunan ang mga may kapansanan
Hindi pa ipinanganganak ang magbabagsak kay Sharon Cuneta napakadiing komento ni prop,Hindi pa ipinanganganak ang magbabagsak kay Sharon Cuneta napakadiing komento ni prop
Yung mga bayaran nasaan,Yung mga bayaran nasaan
Partner daw niya rito ang kapatid niya at ilang malalapit na kaibigan,Partner daw niya rito ang kapatid niya at ilang malalapit na kaibigan
Sa bilang na yan apat ang gumaling na raw talaga,Sa bilang na yan apat ang gumaling na raw talaga
Ayokong masakal and makulong na malilimitahan yung gagawin ko dahil lang nagmahal ako,Ayokong masakal and makulong na malilimitahan yung gagawin ko dahil lang nagmahal ako
Mauuna yong mas matanda,Mauuna yong mas matanda
Eh kasi parang mahal ko kayo eh,Eh kasi parang mahal ko kayo eh
Maaari naman itong magsimulang humina sa Biyernes ng gabi o Linggo,Maaari naman itong magsimulang humina sa Biyernes ng gabi o Linggo
Hindi nila nakita in a broad daylight dagdag ni Teves,Hindi nila nakita in a broad daylight dagdag ni Teves
Umakyat siya sa entablado ng mga pulitiko nang hindi siya naningil,Umakyat siya sa entablado ng mga pulitiko nang hindi siya naningil
But kung gagawin natin ngayon Tito Boy huwag na siguro,But kung gagawin natin ngayon Tito Boy huwag na siguro
Dito nila nakita ang kalunusluos na sinapit ng biktima,Dito nila nakita ang kalunusluos na sinapit ng biktima
Sabi ng isang copolitician niya ‘Pare sa paanong paraan,Sabi ng isang copolitician niya ‘Pare sa paanong paraan
May mga malalaking ahas maliit sarisari,May mga malalaking ahas maliit sarisari
Kailangang its a tie ang laban Walang makalalamang unang kuwento ng aming source,Kailangang its a tie ang laban Walang makalalamang unang kuwento ng aming source
Kasalanan niya ba yon,Kasalanan niya ba yon
Nagtone down na raw ito,Nagtone down na raw ito
Gusto ko katabi ko siya sa kama,Gusto ko katabi ko siya sa kama
E di may puhunan pa rin siya sa bisyo niya,E di may puhunan pa rin siya sa bisyo niya
Huwag gumastos nang sobra,Huwag gumastos nang sobra
Totoo yon anang aktor,Totoo yon anang aktor
Ang kahilingan ay ginawa ni Go sa inihaing Senate Bill No,Ang kahilingan ay ginawa ni Go sa inihaing Senate Bill No
Itinuro nila si Miranda na may malaking parte sa asasinasyon kay Degamo,Itinuro nila si Miranda na may malaking parte sa asasinasyon kay Degamo
Minsan e binati niya ang veteran actress shock siyempre ang lolah,Minsan e binati niya ang veteran actress shock siyempre ang lolah
Maliit lang naman ang industriya,Maliit lang naman ang industriya
At alam din naman yon ni Ricci” paglilinaw ng aktres,At alam din naman yon ni Ricci” paglilinaw ng aktres
Ano po ba ang magagawa ko,Ano po ba ang magagawa ko
Bong pagkatapos niyang mahatid ang kotseng napanalunan ng babaeng tagaImus,Bong pagkatapos niyang mahatid ang kotseng napanalunan ng babaeng tagaImus
Paano nila haharapin ang mga pagsubok kasabay ng pagabot sa kanilang mga pangarap,Paano nila haharapin ang mga pagsubok kasabay ng pagabot sa kanilang mga pangarap
Nililinis na lang sa editing ang music na ginamit niyang pampaiyak,Nililinis na lang sa editing ang music na ginamit niyang pampaiyak
Hindi rin daw nila pinagaawayan ang lalaki dahil magkakaiba sila ng tipo,Hindi rin daw nila pinagaawayan ang lalaki dahil magkakaiba sila ng tipo
Parang overacting na rin daw si aktres sa pagartearte,Parang overacting na rin daw si aktres sa pagartearte
Tinangkang harangan ng enforcer ang motorista pero umangkada pa rin,Tinangkang harangan ng enforcer ang motorista pero umangkada pa rin
Napacomment tuloy ang ilang netizens sa Facebook page ng GMA Drama,Napacomment tuloy ang ilang netizens sa Facebook page ng GMA Drama
Sabi ko kay Ate Ruby Rodriguez ‘Bakit ganito,Sabi ko kay Ate Ruby Rodriguez ‘Bakit ganito
Eh sino iyon Nasaan iyon Nandito na ba iyon,Eh sino iyon Nasaan iyon Nandito na ba iyon
Parang hindi maganda na yung ginawa niya isinusumbat niya,Parang hindi maganda na yung ginawa niya isinusumbat niya
Bilyon kada araw ang pumupusta sa esabong,Bilyon kada araw ang pumupusta sa esabong
Dami mong kabaklaan nanaman ikaw ba tatay,Dami mong kabaklaan nanaman ikaw ba tatay
Tingnan na lang natin,Tingnan na lang natin
May mga nagsasabi na macho ka dahil sa muscles mo,May mga nagsasabi na macho ka dahil sa muscles mo
Yung kailan ba anak,Yung kailan ba anak
Kasama rin ni Santa sa pamamasyal sa Snow World ang Snowman,Kasama rin ni Santa sa pamamasyal sa Snow World ang Snowman
Hindi naman tayo talaga pwede magrelax ani Monteverde,Hindi naman tayo talaga pwede magrelax ani Monteverde
Sino sa dalawa ang choice ninyo,Sino sa dalawa ang choice ninyo
At ganun na pala katagal yun,At ganun na pala katagal yun
Dito na sila inabutan ng lockdown dobledoble ang naging problema nila,Dito na sila inabutan ng lockdown dobledoble ang naging problema nila
Basta alam ninyo patuloy niya,Basta alam ninyo patuloy niya
Marami ang nagreact sa post na iyon ni Christian,Marami ang nagreact sa post na iyon ni Christian
Tapos lahat ng character dito may sikreto” pagbabahagi ni Zanjoe,Tapos lahat ng character dito may sikreto” pagbabahagi ni Zanjoe
Pakiramdam niya raw kasi ay babalik din naman sa normal ang lahat,Pakiramdam niya raw kasi ay babalik din naman sa normal ang lahat
Ang nagiisang presidentiable na absent sa Comelec debate,Ang nagiisang presidentiable na absent sa Comelec debate
Milyon lahatlahat ang may trabaho sa bansa ngayon,Milyon lahatlahat ang may trabaho sa bansa ngayon
At sa kanilang isip masaya nang naglalaro si Model sa mga alon,At sa kanilang isip masaya nang naglalaro si Model sa mga alon
Sinalubong din sila ng buffet ng mga dessert at drinks,Sinalubong din sila ng buffet ng mga dessert at drinks
Mahalin natin ang ating bansa,Mahalin natin ang ating bansa
Ano ang ating magiging tungkulin,Ano ang ating magiging tungkulin
Ano bang makukuha nyo sa pag sisira sakin,Ano bang makukuha nyo sa pag sisira sakin
Pero kinabukasan nagdilim umano ang paningin niya at nagawa ang krimen,Pero kinabukasan nagdilim umano ang paningin niya at nagawa ang krimen
Sinabi ni Balilo na nakatakda silang magdeploy ng mas marami pang tauhan bukas,Sinabi ni Balilo na nakatakda silang magdeploy ng mas marami pang tauhan bukas
Sa post ng singer  director inaalala niya kung paano nangyari ang kanilang pagsasama,Sa post ng singer  director inaalala niya kung paano nangyari ang kanilang pagsasama
Kahit dito sa Malaysia may Filipino songs na pinapatugtog sabi ni Ms Numb,Kahit dito sa Malaysia may Filipino songs na pinapatugtog sabi ni Ms Numb
Parang naging kaclose ko na rin yung family nila Carmina because of Mavy,Parang naging kaclose ko na rin yung family nila Carmina because of Mavy
Meron kasing ibang celeb na kung makaEnglish as if hindi marunong magTagalog,Meron kasing ibang celeb na kung makaEnglish as if hindi marunong magTagalog
Hello ako muna ang unang akakaalam ano,Hello ako muna ang unang akakaalam ano
Inisaisa rin niya ang naging tulong niya sa tagaindustriya,Inisaisa rin niya ang naging tulong niya sa tagaindustriya
Gayunman nilinaw rin niyang hindi niya sinadyang magpasexy,Gayunman nilinaw rin niyang hindi niya sinadyang magpasexy
Patay na raw nang lumabas ang kambing at kaagad na inilibing ni RanchoFRJ,Patay na raw nang lumabas ang kambing at kaagad na inilibing ni RanchoFRJ
Oras na pumasok ito ng PAR at tatawagin na itong Basha,Oras na pumasok ito ng PAR at tatawagin na itong Basha
Pero hindi ko mamadaliin ang lahat,Pero hindi ko mamadaliin ang lahat
Isang malaking karangalan sa dalaga na mahirang upang kumanta para sa Disney,Isang malaking karangalan sa dalaga na mahirang upang kumanta para sa Disney
‘Yung mga sungki po sometimes po sumusobra po lalo ang sungki,‘Yung mga sungki po sometimes po sumusobra po lalo ang sungki
Habang nagiinuman ang biktima at ang mga suspek ay nagkapikunan,Habang nagiinuman ang biktima at ang mga suspek ay nagkapikunan
Relyebo rin ang pagtatrabaho ng kanyang production staff,Relyebo rin ang pagtatrabaho ng kanyang production staff
Kasi siya pa lang yung sumampal sa akin doon sa movie,Kasi siya pa lang yung sumampal sa akin doon sa movie
Anyway kahapon ay nagpost si Mariel tungkol sa pagiging tarot card reader niya,Anyway kahapon ay nagpost si Mariel tungkol sa pagiging tarot card reader niya
Nakatakdang ilibing bukas Miyerkules si Susan Roces sa North Cemetery,Nakatakdang ilibing bukas Miyerkules si Susan Roces sa North Cemetery
Umabot siya sa gano’ng pagmamahal niya,Umabot siya sa gano’ng pagmamahal niya
Walang nagsasalita sa magkabilang kampo,Walang nagsasalita sa magkabilang kampo
Natatakot din siyang baka bigla na lang siyang atakehin ulit habang nagmamaneho,Natatakot din siyang baka bigla na lang siyang atakehin ulit habang nagmamaneho
Sila na mismo ang nagseself regulate sa sarili nila ani Abalos,Sila na mismo ang nagseself regulate sa sarili nila ani Abalos
Nagustuhan ko siya kasi binibigyan niya ako ng softdrinks at tinapay,Nagustuhan ko siya kasi binibigyan niya ako ng softdrinks at tinapay
Isa pa si Anna Vicente dagdag pang chika ng binata,Isa pa si Anna Vicente dagdag pang chika ng binata
Samantala pinaghahandaan ngayon ni Sen,Samantala pinaghahandaan ngayon ni Sen
Nagsilbing inspirasyon sa aktor ang mga karanasan sa buhay ni Mayor Isko,Nagsilbing inspirasyon sa aktor ang mga karanasan sa buhay ni Mayor Isko
Ako ang may problem no’n” paglalahad ng dalaga,Ako ang may problem no’n” paglalahad ng dalaga
Kung nabaligtad ang resulta pihado bitter din kayo,Kung nabaligtad ang resulta pihado bitter din kayo
Kaya nga ayaw raw talaga niya sa pulitika,Kaya nga ayaw raw talaga niya sa pulitika
At labag sa batas na iregister niyo at gumamit kayo ng ibang ID,At labag sa batas na iregister niyo at gumamit kayo ng ibang ID
Wag bumili sa mga ganito,Wag bumili sa mga ganito
Naghiwalay kami nang maayos and hindi kami bitter sa isat isa,Naghiwalay kami nang maayos and hindi kami bitter sa isat isa
Teka nabati kaya si Paolo ng mga anak niya,Teka nabati kaya si Paolo ng mga anak niya
At talagang basta sa pagtulong walang ingay niyang ginagawa,At talagang basta sa pagtulong walang ingay niyang ginagawa
Eh pinatay ang hirap tanggapin anang ina ng biktima,Eh pinatay ang hirap tanggapin anang ina ng biktima
Papunta na raw sana sa trabaho ang biktima nang mangyari ang krimen,Papunta na raw sana sa trabaho ang biktima nang mangyari ang krimen
Ang duda ng ilang nagchika baka paminsanminsan ay nakakalimot lang daw ito,Ang duda ng ilang nagchika baka paminsanminsan ay nakakalimot lang daw ito
Kasi gustonggusto ng taumbayan na mapakinggan sila uli,Kasi gustonggusto ng taumbayan na mapakinggan sila uli
Lahat kami sa bahay nagiyakan patuloy niya,Lahat kami sa bahay nagiyakan patuloy niya
Isaisahin din kaya ni Bossing ang mga nakarelasyon niya sa showbiz,Isaisahin din kaya ni Bossing ang mga nakarelasyon niya sa showbiz
Matutuwa sila roon sa mga episodes na ginawa nila John Lloyd,Matutuwa sila roon sa mga episodes na ginawa nila John Lloyd
May mga contact pa ba ang sindikato sa loob ng BI,May mga contact pa ba ang sindikato sa loob ng BI
Noon kasi aminado naman si premyadong aktres na mahilig siyang gumastos,Noon kasi aminado naman si premyadong aktres na mahilig siyang gumastos
Layunin anila nitong matiyak na maserserbisyuhan ang mas maraming pasahero,Layunin anila nitong matiyak na maserserbisyuhan ang mas maraming pasahero
Mas maaction itong season two pero malakas pa rin ‘yung fantasy element,Mas maaction itong season two pero malakas pa rin ‘yung fantasy element
Buck Estate bayan ng Alfonso dito kahapon ng umaga,Buck Estate bayan ng Alfonso dito kahapon ng umaga
Pero sabi ko makikita naman nila na true naman yung intention ko,Pero sabi ko makikita naman nila na true naman yung intention ko
Sila noon ang bumubuo ng April Boys,Sila noon ang bumubuo ng April Boys
Yung iba nagtatrabaho na and yung iba may pamilya na,Yung iba nagtatrabaho na and yung iba may pamilya na
Nang kaniyang inspeksyunin ito dito niya nakita ang kinakalawang na bomba,Nang kaniyang inspeksyunin ito dito niya nakita ang kinakalawang na bomba
Mabuti at nakapagipon naman si direk dahil sa sunudsunod naman ang trabaho niya,Mabuti at nakapagipon naman si direk dahil sa sunudsunod naman ang trabaho niya
Naisugod pa sa ospital ang bata ngunit binawian din ng buhay,Naisugod pa sa ospital ang bata ngunit binawian din ng buhay
