Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram,Effective_Freq
602626,RB.* VB.* DT.* NN.* DT.* PR.*_CC.*,2.0,,,,RB.* VB.* DT.* NN.* DT.* PR.*_CC.*,2.0
602627,VB.* DT.* NN.* DT.* PR.*_CC.* NN.*,9.0,,,,VB.* DT.* NN.* DT.* PR.*_CC.* NN.*,9.0
602628,DT.* NN.* DT.* PR.*_CC.* NN.* VB.*,2.0,,,,DT.* NN.* DT.* PR.*_CC.* NN.* VB.*,2.0
602629,NN.* DT.* PR.*_CC.* NN.* VB.* CC.*,2.0,,,,NN.* DT.* PR.*_CC.* NN.* VB.* CC.*,2.0
602630,NN.* RB.* VB.*_VB.* PR.* CC.* NN.*,2.0,,,,NN.* RB.* VB.*_VB.* PR.* CC.* NN.*,2.0
602631,RB.* VB.*_VB.* PR.* CC.* NN.* CC.*,2.0,,,,RB.* VB.*_VB.* PR.* CC.* NN.* CC.*,2.0
602632,VB.*_VB.* PR.* CC.* NN.* CC.* NN.*,3.0,,,,VB.*_VB.* PR.* CC.* NN.* CC.* NN.*,3.0
602633,CC.* NN.* PM.* VB.* PR.* DT.*,6.0,,,,CC.* NN.* PM.* VB.* PR.* DT.*,6.0
602634,NN.* PM.* VB.* PR.* DT.* PR.*_CC.*,5.0,,,,NN.* PM.* VB.* PR.* DT.* PR.*_CC.*,5.0
602635,VB.* PR.* DT.* PR.*_CC.* NN.* CC.*,14.0,,,,VB.* PR.* DT.* PR.*_CC.* NN.* CC.*,14.0
602636,PR.* DT.* PR.*_CC.* NN.* CC.* DT.*,2.0,,,,PR.* DT.* PR.*_CC.* NN.* CC.* DT.*,2.0
602637,CC.* DT.* NN.* PM.* PR.*_CC.* NN.*,2.0,,,,CC.* DT.* NN.* PM.* PR.*_CC.* NN.*,2.0
602638,DT.* NN.* PM.* PR.*_CC.* NN.* CC.*,8.0,,,,DT.* NN.* PM.* PR.*_CC.* NN.* CC.*,8.0
602639,VB.* PR.* DT.* PR.*_CC.* JJ.*_CC.* NN.*,2.0,,,,VB.* PR.* DT.* PR.*_CC.* JJ.*_CC.* NN.*,2.0
602640,PR.* DT.* PR.*_CC.* JJ.*_CC.* NN.* CC.*,2.0,,,,PR.* DT.* PR.*_CC.* JJ.*_CC.* NN.* CC.*,2.0
602641,CC.* VB.* CC.* PR.*_CC.* NN.* LM,4.0,,,,CC.* VB.* CC.* PR.*_CC.* NN.* LM,4.0
602642,VB.* CC.* PR.*_CC.* NN.* LM VB.*,2.0,,,,VB.* CC.* PR.*_CC.* NN.* LM VB.*,2.0
602643,CC.* PR.*_CC.* NN.* LM VB.* PR.*,3.0,,,,CC.* PR.*_CC.* NN.* LM VB.* PR.*,3.0
602644,RB.* PM.* DT.* NN.* CC.* NN.*,4.0,,,,RB.* PM.* DT.* NN.* CC.* NN.*,4.0
602645,PM.* NN.* LM VB.* CC.* JJ.*_CC.*,2.0,,,,PM.* NN.* LM VB.* CC.* JJ.*_CC.*,2.0
602646,CC.* VB.* CC.* NN.* PM.* DT.*,12.0,,,,CC.* VB.* CC.* NN.* PM.* DT.*,12.0
602647,CC.* NN.* PM.* DT.* PR.* CC.*,2.0,,,,CC.* NN.* PM.* DT.* PR.* CC.*,2.0
602648,NN.* PM.* DT.* PR.* CC.* DT.*,2.0,,,,NN.* PM.* DT.* PR.* CC.* DT.*,2.0
602649,PM.* DT.* PR.* CC.* DT.* JJ.*_JJ.*_CC.*,2.0,,,,PM.* DT.* PR.* CC.* DT.* JJ.*_JJ.*_CC.*,2.0
602650,JJ.* PM.* VB.* CC.* NN.* CC.*,3.0,,,,JJ.* PM.* VB.* CC.* NN.* CC.*,3.0
602651,VB.* RB.* CC.* DT.* JJ.* CC.*,2.0,,,,VB.* RB.* CC.* DT.* JJ.* CC.*,2.0
602652,RB.* CC.* DT.* JJ.* CC.* NN.*,6.0,,,,RB.* CC.* DT.* JJ.* CC.* NN.*,6.0
602653,DT.* RB.* JJ.*_CC.* NN.* PM.* CC.*,2.0,,,,DT.* RB.* JJ.*_CC.* NN.* PM.* CC.*,2.0
602654,CC.* VB.* NN.* CC.* CC.* PM.*,2.0,,,,CC.* VB.* NN.* CC.* CC.* PM.*,2.0
602655,DT.* NN.* LM VB.* DT.* FW,2.0,,,,DT.* NN.* LM VB.* DT.* FW,2.0
602656,NN.* LM VB.* DT.* FW PM.*,2.0,,,,NN.* LM VB.* DT.* FW PM.*,2.0
602657,LM VB.* DT.* FW PM.* CD.*,2.0,,,,LM VB.* DT.* FW PM.* CD.*,2.0
602658,PM.* CD.* CC.* RB.* PM.* CC.*,2.0,,,,PM.* CD.* CC.* RB.* PM.* CC.*,2.0
602659,CC.* JJ.*_CC.* NN.* DT.* VB.* CC.*,6.0,,,,CC.* JJ.*_CC.* NN.* DT.* VB.* CC.*,6.0
602660,NN.* DT.* VB.* CC.* RB.* VB.*,2.0,,,,NN.* DT.* VB.* CC.* RB.* VB.*,2.0
602661,DT.* VB.* CC.* RB.* VB.* CC.*,2.0,,,,DT.* VB.* CC.* RB.* VB.* CC.*,2.0
602662,VB.* CC.* RB.* VB.* CC.* JJ.*,3.0,,,,VB.* CC.* RB.* VB.* CC.* JJ.*,3.0
602663,NN.* NN.* CC.* PR.*_CC.* NN.* PM.*,2.0,,,,NN.* NN.* CC.* PR.*_CC.* NN.* PM.*,2.0
602664,NN.* CC.* PR.*_CC.* NN.* PM.* PM.*,7.0,,,,NN.* CC.* PR.*_CC.* NN.* PM.* PM.*,7.0
602665,CC.* PR.*_CC.* NN.* PM.* PM.* NN.*,2.0,,,,CC.* PR.*_CC.* NN.* PM.* PM.* NN.*,2.0
602666,PR.*_CC.* NN.* PM.* PM.* NN.* PR.*,2.0,,,,PR.*_CC.* NN.* PM.* PM.* NN.* PR.*,2.0
602667,VB.* CC.* NN.* CC.* VB.* PR.*,7.0,,,,VB.* CC.* NN.* CC.* VB.* PR.*,7.0
602668,VB.* CC.* NN.* PM.* VB.* PR.*,4.0,,,,VB.* CC.* NN.* PM.* VB.* PR.*,4.0
602669,PM.* VB.* PR.* CC.* VB.* DT.*,4.0,,,,PM.* VB.* PR.* CC.* VB.* DT.*,4.0
602670,VB.* PR.* CC.* VB.* DT.* DT.*,3.0,,,,VB.* PR.* CC.* VB.* DT.* DT.*,3.0
602671,PR.* CC.* VB.* DT.* DT.* NN.*,6.0,,,,PR.* CC.* VB.* DT.* DT.* NN.*,6.0
602672,PM.* PR.*_CC.* NN.* CC.* NN.* NN.*,6.0,,,,PM.* PR.*_CC.* NN.* CC.* NN.* NN.*,6.0
602673,NN.* DT.* NN.* CC.* VB.* PM.*,2.0,,,,NN.* DT.* NN.* CC.* VB.* PM.*,2.0
602674,CC.* VB.* PM.* NN.* PM.* CC.*,2.0,,,,CC.* VB.* PM.* NN.* PM.* CC.*,2.0
602675,DT.* NN.* CC.* VB.*_CC.* NN.* CC.*,3.0,,,,DT.* NN.* CC.* VB.*_CC.* NN.* CC.*,3.0
602676,VB.*_CC.* NN.* CC.* DT.* VB.* CC.*,2.0,,,,VB.*_CC.* NN.* CC.* DT.* VB.* CC.*,2.0
602677,VB.* CC.* PR.* CC.* PR.*_CC.* DT.*,2.0,,,,VB.* CC.* PR.* CC.* PR.*_CC.* DT.*,2.0
602678,CC.* PR.* CC.* PR.*_CC.* DT.* NN.*_CC.*,2.0,,,,CC.* PR.* CC.* PR.*_CC.* DT.* NN.*_CC.*,2.0
602679,NN.*_CC.* VB.* CC.* JJ.* CC.* DT.*,2.0,,,,NN.*_CC.* VB.* CC.* JJ.* CC.* DT.*,2.0
602680,CC.* DT.* VB.*_CC.* NN.* LM VB.*,2.0,,,,CC.* DT.* VB.*_CC.* NN.* LM VB.*,2.0
602681,NN.* LM VB.* RB.* CC.* VB.*,9.0,,,,NN.* LM VB.* RB.* CC.* VB.*,9.0
602682,LM VB.* RB.* CC.* VB.* DT.*,2.0,,,,LM VB.* RB.* CC.* VB.* DT.*,2.0
602683,DT.* PR.* CC.* PR.*_CC.* NN.* CC.*,5.0,,,,DT.* PR.* CC.* PR.*_CC.* NN.* CC.*,5.0
602684,CC.* PR.*_CC.* NN.* CC.* PR.*_CC.* DT.*,2.0,,,,CC.* PR.*_CC.* NN.* CC.* PR.*_CC.* DT.*,2.0
602685,PR.*_CC.* NN.* CC.* PR.*_CC.* DT.* NN.*,2.0,,,,PR.*_CC.* NN.* CC.* PR.*_CC.* DT.* NN.*,2.0
602686,PR.*_CC.* DT.* NN.* CC.* NN.* LM,3.0,,,,PR.*_CC.* DT.* NN.* CC.* NN.* LM,3.0
602687,DT.* NN.* CC.* NN.* LM RB.*,9.0,,,,DT.* NN.* CC.* NN.* LM RB.*,9.0
602688,NN.* CC.* NN.* LM RB.* CC.*,5.0,,,,NN.* CC.* NN.* LM RB.* CC.*,5.0
602689,CC.* NN.* LM RB.* CC.* VB.*_VB.*,2.0,,,,CC.* NN.* LM RB.* CC.* VB.*_VB.*,2.0
602690,NN.* LM RB.* CC.* VB.*_VB.* RB.*,2.0,,,,NN.* LM RB.* CC.* VB.*_VB.* RB.*,2.0
602691,PM.* RB.*_CC.* VB.* CC.* DT.* NN.*,2.0,,,,PM.* RB.*_CC.* VB.* CC.* DT.* NN.*,2.0
602692,RB.*_CC.* NN.* PM.* DT.* DT.* NN.*,2.0,,,,RB.*_CC.* NN.* PM.* DT.* DT.* NN.*,2.0
602693,NN.* PM.* DT.* DT.* NN.* CC.*,16.0,,,,NN.* PM.* DT.* DT.* NN.* CC.*,16.0
602694,VB.* CC.* NN.* CC.* PR.*_CC.* DT.*,9.0,,,,VB.* CC.* NN.* CC.* PR.*_CC.* DT.*,9.0
602695,PM.* CC.* VB.* PR.* DT.* PR.*_CC.*,3.0,,,,PM.* CC.* VB.* PR.* DT.* PR.*_CC.*,3.0
602696,CC.* VB.* PR.* DT.* PR.*_CC.* DT.*,4.0,,,,CC.* VB.* PR.* DT.* PR.*_CC.* DT.*,4.0
602697,VB.* PR.* DT.* PR.*_CC.* DT.* NN.*,4.0,,,,VB.* PR.* DT.* PR.*_CC.* DT.* NN.*,4.0
602698,PR.* DT.* PR.*_CC.* DT.* NN.* CC.*,4.0,,,,PR.* DT.* PR.*_CC.* DT.* NN.* CC.*,4.0
602699,CC.* NN.* PM.* VB.* DT.* PR.*_CC.*,3.0,,,,CC.* NN.* PM.* VB.* DT.* PR.*_CC.*,3.0
602700,RB.* CC.* NN.* CC.* PM.* VB.*,2.0,,,,RB.* CC.* NN.* CC.* PM.* VB.*,2.0
602701,CC.* NN.* CC.* PM.* VB.* DT.*,2.0,,,,CC.* NN.* CC.* PM.* VB.* DT.*,2.0
602702,PM.* DT.* NN.* CC.* NN.* CC.*,15.0,,,,PM.* DT.* NN.* CC.* NN.* CC.*,15.0
602703,VB.* JJ.* JJ.*_CC.* NN.* CC.* NN.*,2.0,,,,VB.* JJ.* JJ.*_CC.* NN.* CC.* NN.*,2.0
602704,JJ.* JJ.*_CC.* NN.* CC.* NN.* PM.*,4.0,,,,JJ.* JJ.*_CC.* NN.* CC.* NN.* PM.*,4.0
602705,JJ.*_CC.* NN.* CC.* NN.* PM.* CC.*,20.0,,,,JJ.*_CC.* NN.* CC.* NN.* PM.* CC.*,20.0
602706,NN.* PM.* CC.* RB.* PR.* VB.*,5.0,,,,NN.* PM.* CC.* RB.* PR.* VB.*,5.0
602707,PM.* CC.* RB.* PR.* VB.* CC.*,7.0,,,,PM.* CC.* RB.* PR.* VB.* CC.*,7.0
602708,RB.* PR.* VB.* CC.* VB.* DT.*,2.0,,,,RB.* PR.* VB.* CC.* VB.* DT.*,2.0
602709,NN.* RB.* VB.* PR.* DT.* DT.*,2.0,,,,NN.* RB.* VB.* PR.* DT.* DT.*,2.0
602710,DT.* DT.* NN.*_CC.* CC.* NN.* CC.*,2.0,,,,DT.* DT.* NN.*_CC.* CC.* NN.* CC.*,2.0
602711,VB.* CC.* NN.*_CC.* VB.* CC.* NN.*,3.0,,,,VB.* CC.* NN.*_CC.* VB.* CC.* NN.*,3.0
602712,CC.* NN.*_CC.* VB.* CC.* NN.* NN.*,2.0,,,,CC.* NN.*_CC.* VB.* CC.* NN.* NN.*,2.0
602713,NN.* NN.* CC.* DT.* NN.* LM,2.0,,,,NN.* NN.* CC.* DT.* NN.* LM,2.0
602714,NN.* CC.* DT.* NN.* LM RB.*,13.0,,,,NN.* CC.* DT.* NN.* LM RB.*,13.0
602715,CC.* DT.* NN.* LM RB.* VB.*,25.0,,,,CC.* DT.* NN.* LM RB.* VB.*,25.0
602716,DT.* NN.* LM RB.* VB.* CC.*,28.0,,,,DT.* NN.* LM RB.* VB.* CC.*,28.0
602717,NN.* PM.* PR.*_CC.* NN.* CC.* JJ.*,3.0,,,,NN.* PM.* PR.*_CC.* NN.* CC.* JJ.*,3.0
602718,PR.*_CC.* NN.* CC.* JJ.* CC.* NN.*,4.0,,,,PR.*_CC.* NN.* CC.* JJ.* CC.* NN.*,4.0
602719,CC.* JJ.*_CC.* JJ.*_CC.* NN.* CC.* NN.*,3.0,,,,CC.* JJ.*_CC.* JJ.*_CC.* NN.* CC.* NN.*,3.0
602720,CC.* NN.* PM.* CC.* VB.* NN.*,2.0,,,,CC.* NN.* PM.* CC.* VB.* NN.*,2.0
602721,PM.* CD.* CC.* NN.* PR.* CC.*,2.0,,,,PM.* CD.* CC.* NN.* PR.* CC.*,2.0
602722,CD.* CC.* NN.* PR.* CC.* NN.*,2.0,,,,CD.* CC.* NN.* PR.* CC.* NN.*,2.0
602723,NN.* CC.* NN.* CC.* DT.* VB.*,4.0,,,,NN.* CC.* NN.* CC.* DT.* VB.*,4.0
602724,CC.* VB.* DT.* DT.* VB.* CC.*,4.0,,,,CC.* VB.* DT.* DT.* VB.* CC.*,4.0
602725,JJ.*_CC.* NN.* PM.* DT.* DT.* NN.*,3.0,,,,JJ.*_CC.* NN.* PM.* DT.* DT.* NN.*,3.0
602726,PM.* DT.* DT.* NN.* LM RB.*,6.0,,,,PM.* DT.* DT.* NN.* LM RB.*,6.0
602727,DT.* DT.* NN.* LM RB.* CC.*,3.0,,,,DT.* DT.* NN.* LM RB.* CC.*,3.0
602728,CC.* VB.*_VB.* CC.* JJ.*_CC.* DT.* NN.*,3.0,,,,CC.* VB.*_VB.* CC.* JJ.*_CC.* DT.* NN.*,3.0
602729,CC.* NN.* DT.* NN.* NN.* RB.*_CC.*,2.0,,,,CC.* NN.* DT.* NN.* NN.* RB.*_CC.*,2.0
602730,NN.* RB.*_CC.* NN.* PM.* CC.* VB.*,3.0,,,,NN.* RB.*_CC.* NN.* PM.* CC.* VB.*,3.0
602731,DT.* NN.* LM RB.* RB.*_CC.* VB.*,5.0,,,,DT.* NN.* LM RB.* RB.*_CC.* VB.*,5.0
602732,RB.* RB.*_CC.* VB.* RB.* CC.* CC.*,2.0,,,,RB.* RB.*_CC.* VB.* RB.* CC.* CC.*,2.0
602733,NN.* CC.* PR.* RB.*_CC.* NN.* CC.*,6.0,,,,NN.* CC.* PR.* RB.*_CC.* NN.* CC.*,6.0
602734,PR.* RB.*_CC.* NN.* CC.* JJ.* CC.*,2.0,,,,PR.* RB.*_CC.* NN.* CC.* JJ.* CC.*,2.0
602735,RB.*_CC.* NN.* CC.* JJ.* CC.* NN.*,2.0,,,,RB.*_CC.* NN.* CC.* JJ.* CC.* NN.*,2.0
602736,DT.* DT.* NN.* RB.* CC.* NN.*,3.0,,,,DT.* DT.* NN.* RB.* CC.* NN.*,3.0
602737,LM VB.* CC.* CD.* NN.* CC.*,5.0,,,,LM VB.* CC.* CD.* NN.* CC.*,5.0
602738,DT.* NN.* LM VB.* CC.* JJ.*,40.0,,,,DT.* NN.* LM VB.* CC.* JJ.*,40.0
602739,NN.* LM VB.* CC.* JJ.* DT.*,4.0,,,,NN.* LM VB.* CC.* JJ.* DT.*,4.0
602740,LM VB.* CC.* JJ.* DT.* NN.*,3.0,,,,LM VB.* CC.* JJ.* DT.* NN.*,3.0
602741,VB.* JJ.* CC.* NN.* PM.* CC.*,4.0,,,,VB.* JJ.* CC.* NN.* PM.* CC.*,4.0
602742,CC.* DT.* PR.*_CC.* NN.* LM VB.*,23.0,,,,CC.* DT.* PR.*_CC.* NN.* LM VB.*,23.0
602743,DT.* PR.*_CC.* NN.* LM VB.* PR.*,2.0,,,,DT.* PR.*_CC.* NN.* LM VB.* PR.*,2.0
602744,PM.* VB.* PR.*_CC.* JJ.* CC.* NN.*,2.0,,,,PM.* VB.* PR.*_CC.* JJ.* CC.* NN.*,2.0
602745,VB.* PR.*_CC.* JJ.* CC.* NN.* CC.*,2.0,,,,VB.* PR.*_CC.* JJ.* CC.* NN.* CC.*,2.0
602746,VB.* DT.* PR.*_CC.* NN.* CC.* FW,4.0,,,,VB.* DT.* PR.*_CC.* NN.* CC.* FW,4.0
602747,DT.* NN.* LM JJ.* CC.* VB.*_VB.*,2.0,,,,DT.* NN.* LM JJ.* CC.* VB.*_VB.*,2.0
602748,NN.* LM JJ.* CC.* VB.*_VB.* CC.*,2.0,,,,NN.* LM JJ.* CC.* VB.*_VB.* CC.*,2.0
602749,VB.*_VB.* CC.* DT.* DT.* NN.* CC.*,3.0,,,,VB.*_VB.* CC.* DT.* DT.* NN.* CC.*,3.0
602750,CC.* DT.* NN.* PR.* LM VB.*,4.0,,,,CC.* DT.* NN.* PR.* LM VB.*,4.0
602751,DT.* NN.* PR.* LM VB.* CC.*,5.0,,,,DT.* NN.* PR.* LM VB.* CC.*,5.0
602752,NN.* PR.* LM VB.* CC.* NN.*,2.0,,,,NN.* PR.* LM VB.* CC.* NN.*,2.0
602753,RB.*_CC.* DT.* NN.* LM VB.* CC.*,4.0,,,,RB.*_CC.* DT.* NN.* LM VB.* CC.*,4.0
602754,LM VB.* CC.* NN.* CC.* JJ.*,10.0,,,,LM VB.* CC.* NN.* CC.* JJ.*,10.0
602755,CC.* JJ.* CC.* NN.* RB.* RB.*,5.0,,,,CC.* JJ.* CC.* NN.* RB.* RB.*,5.0
602756,DT.* JJ.* CC.* NN.* LM VB.*,21.0,,,,DT.* JJ.* CC.* NN.* LM VB.*,21.0
602757,JJ.* CC.* NN.* LM VB.* CC.*,17.0,,,,JJ.* CC.* NN.* LM VB.* CC.*,17.0
602758,NN.* LM VB.* CC.* DT.* PR.*_CC.*,4.0,,,,NN.* LM VB.* CC.* DT.* PR.*_CC.*,4.0
602759,LM VB.* CC.* DT.* PR.*_CC.* NN.*,9.0,,,,LM VB.* CC.* DT.* PR.*_CC.* NN.*,9.0
602760,CC.* DT.* PR.*_CC.* NN.* LM RB.*_CC.*,2.0,,,,CC.* DT.* PR.*_CC.* NN.* LM RB.*_CC.*,2.0
602761,DT.* NN.* CC.* FW CC.* NN.*,2.0,,,,DT.* NN.* CC.* FW CC.* NN.*,2.0
602762,NN.* NN.* LM VB.* CC.* PR.*_CC.*,11.0,,,,NN.* NN.* LM VB.* CC.* PR.*_CC.*,11.0
602763,VB.* RB.* DT.* NN.* CC.* DT.*,5.0,,,,VB.* RB.* DT.* NN.* CC.* DT.*,5.0
602764,RB.* DT.* NN.* CC.* DT.* VB.*,2.0,,,,RB.* DT.* NN.* CC.* DT.* VB.*,2.0
602765,DT.* NN.* CC.* DT.* VB.* LM,2.0,,,,DT.* NN.* CC.* DT.* VB.* LM,2.0
602766,PM.* JJ.*_CC.* NN.* CC.* VB.* DT.*,2.0,,,,PM.* JJ.*_CC.* NN.* CC.* VB.* DT.*,2.0
602767,JJ.*_CC.* NN.* CC.* VB.* DT.* DT.*,4.0,,,,JJ.*_CC.* NN.* CC.* VB.* DT.* DT.*,4.0
602768,NN.* CC.* VB.* DT.* DT.* FW,2.0,,,,NN.* CC.* VB.* DT.* DT.* FW,2.0
602769,CC.* VB.* DT.* DT.* FW CC.*,2.0,,,,CC.* VB.* DT.* DT.* FW CC.*,2.0
602770,VB.* DT.* DT.* FW CC.* CC.*,2.0,,,,VB.* DT.* DT.* FW CC.* CC.*,2.0
602771,DT.* NN.* CC.* JJ.*_JJ.*_CC.* NN.* CC.*,2.0,,,,DT.* NN.* CC.* JJ.*_JJ.*_CC.* NN.* CC.*,2.0
602772,NN.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.*,4.0,,,,NN.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.*,4.0
602773,CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.* LM,2.0,,,,CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.* LM,2.0
602774,CC.* PM.* JJ.* RB.* CC.* NN.*,2.0,,,,CC.* PM.* JJ.* RB.* CC.* NN.*,2.0
602775,DT.* NN.* LM VB.* RB.* CC.*,33.0,,,,DT.* NN.* LM VB.* RB.* CC.*,33.0
602776,DT.* NN.* CC.* NN.* CC.* JJ.*,3.0,,,,DT.* NN.* CC.* NN.* CC.* JJ.*,3.0
602777,DT.* NN.* LM VB.* CC.* CD.*,14.0,,,,DT.* NN.* LM VB.* CC.* CD.*,14.0
602778,RB.* VB.* CC.* PR.*_CC.* NN.* CC.*,13.0,,,,RB.* VB.* CC.* PR.*_CC.* NN.* CC.*,13.0
602779,CC.* NN.* CC.* VB.* RB.* JJ.*,4.0,,,,CC.* NN.* CC.* VB.* RB.* JJ.*,4.0
602780,VB.*_CC.* NN.* PM.* DT.* NN.* NN.*,2.0,,,,VB.*_CC.* NN.* PM.* DT.* NN.* NN.*,2.0
602781,NN.* LM VB.* CC.* VB.* DT.*,22.0,,,,NN.* LM VB.* CC.* VB.* DT.*,22.0
602782,LM VB.* CC.* VB.* DT.* DT.*,11.0,,,,LM VB.* CC.* VB.* DT.* DT.*,11.0
602783,VB.* CC.* VB.* DT.* DT.* NN.*,13.0,,,,VB.* CC.* VB.* DT.* DT.* NN.*,13.0
602784,PM.* JJ.* CC.* NN.* CC.* DT.*,9.0,,,,PM.* JJ.* CC.* NN.* CC.* DT.*,9.0
602785,JJ.* CC.* NN.* CC.* DT.* FW,2.0,,,,JJ.* CC.* NN.* CC.* DT.* FW,2.0
602786,CC.* NN.* CC.* DT.* FW CC.*,3.0,,,,CC.* NN.* CC.* DT.* FW CC.*,3.0
602787,VB.* CC.* DT.* NN.* CC.* JJ.*,10.0,,,,VB.* CC.* DT.* NN.* CC.* JJ.*,10.0
602788,NN.* CC.* NN.* RB.* CC.* NN.*_CC.*,2.0,,,,NN.* CC.* NN.* RB.* CC.* NN.*_CC.*,2.0
602789,VB.* PM.* DT.* NN.* LM VB.*,5.0,,,,VB.* PM.* DT.* NN.* LM VB.*,5.0
602790,CC.* NN.* DT.* NN.* CC.* RB.*,3.0,,,,CC.* NN.* DT.* NN.* CC.* RB.*,3.0
602791,VB.*_VB.* CC.* JJ.*_CC.* DT.* NN.* CC.*,3.0,,,,VB.*_VB.* CC.* JJ.*_CC.* DT.* NN.* CC.*,3.0
602792,CC.* JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.*,2.0,,,,CC.* JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.*,2.0
602793,JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.* NN.*,2.0,,,,JJ.*_CC.* NN.* RB.* CC.* PR.*_CC.* NN.*,2.0
602794,NN.* RB.* CC.* PR.*_CC.* NN.* PM.*,4.0,,,,NN.* RB.* CC.* PR.*_CC.* NN.* PM.*,4.0
602795,NN.* LM VB.* CC.* NN.*_CC.* VB.*,3.0,,,,NN.* LM VB.* CC.* NN.*_CC.* VB.*,3.0
602796,LM VB.* CC.* NN.*_CC.* VB.* CC.*,3.0,,,,LM VB.* CC.* NN.*_CC.* VB.* CC.*,3.0
602797,PM.* CC.* VB.* CC.* PR.*_CC.* JJ.*_CC.*,3.0,,,,PM.* CC.* VB.* CC.* PR.*_CC.* JJ.*_CC.*,3.0
602798,NN.* DT.* NN.* CC.* FW PM.*,2.0,,,,NN.* DT.* NN.* CC.* FW PM.*,2.0
602799,LM RB.* VB.* CC.* CC.* JJ.*,2.0,,,,LM RB.* VB.* CC.* CC.* JJ.*,2.0
602800,RB.* VB.* CC.* CC.* JJ.* CC.*,2.0,,,,RB.* VB.* CC.* CC.* JJ.* CC.*,2.0
602801,VB.* CC.* CC.* JJ.* CC.* NN.*,2.0,,,,VB.* CC.* CC.* JJ.* CC.* NN.*,2.0
602802,DT.* NN.* LM VB.* RB.* RB.*_CC.*,3.0,,,,DT.* NN.* LM VB.* RB.* RB.*_CC.*,3.0
602803,CC.* JJ.* CC.* JJ.*_CC.* NN.* PM.*,5.0,,,,CC.* JJ.* CC.* JJ.*_CC.* NN.* PM.*,5.0
602804,JJ.* CC.* JJ.*_CC.* NN.* PM.* CC.*,5.0,,,,JJ.* CC.* JJ.*_CC.* NN.* PM.* CC.*,5.0
602805,NN.* PM.* LM VB.* VB.* CC.*,2.0,,,,NN.* PM.* LM VB.* VB.* CC.*,2.0
602806,LM VB.* VB.* CC.* NN.* PM.*,2.0,,,,LM VB.* VB.* CC.* NN.* PM.*,2.0
602807,PM.* CC.* VB.* RB.* CC.* PR.*_CC.*,2.0,,,,PM.* CC.* VB.* RB.* CC.* PR.*_CC.*,2.0
602808,CC.* VB.* RB.* CC.* PR.*_CC.* NN.*,4.0,,,,CC.* VB.* RB.* CC.* PR.*_CC.* NN.*,4.0
602809,RB.* CC.* PR.*_CC.* NN.* PM.* PM.*,2.0,,,,RB.* CC.* PR.*_CC.* NN.* PM.* PM.*,2.0
602810,CC.* PR.*_CC.* NN.* PM.* PM.* PR.*,3.0,,,,CC.* PR.*_CC.* NN.* PM.* PM.* PR.*,3.0
602811,PR.*_CC.* NN.* PM.* PM.* PR.* LM,2.0,,,,PR.*_CC.* NN.* PM.* PM.* PR.* LM,2.0
602812,PM.* RB.* DT.* NN.* LM VB.*,3.0,,,,PM.* RB.* DT.* NN.* LM VB.*,3.0
602813,RB.* DT.* NN.* LM VB.* CC.*,12.0,,,,RB.* DT.* NN.* LM VB.* CC.*,12.0
602814,DT.* NN.* LM VB.*_CC.* NN.* PM.*,2.0,,,,DT.* NN.* LM VB.*_CC.* NN.* PM.*,2.0
602815,PM.* CC.* DT.* JJ.*_CC.* NN.* CC.*,9.0,,,,PM.* CC.* DT.* JJ.*_CC.* NN.* CC.*,9.0
602816,DT.* JJ.*_CC.* NN.* CC.* JJ.* CC.*,3.0,,,,DT.* JJ.*_CC.* NN.* CC.* JJ.* CC.*,3.0
602817,CC.* JJ.* CC.* NN.* LM RB.*,2.0,,,,CC.* JJ.* CC.* NN.* LM RB.*,2.0
602818,JJ.* CC.* NN.* LM RB.* VB.*,6.0,,,,JJ.* CC.* NN.* LM RB.* VB.*,6.0
602819,NN.* PM.* VB.* CC.* NN.* DT.*,5.0,,,,NN.* PM.* VB.* CC.* NN.* DT.*,5.0
602820,PM.* VB.* CC.* NN.* DT.* NN.*,9.0,,,,PM.* VB.* CC.* NN.* DT.* NN.*,9.0
602821,PM.* RB.* PR.* VB.* CC.* PR.*_CC.*,2.0,,,,PM.* RB.* PR.* VB.* CC.* PR.*_CC.*,2.0
602822,RB.* PR.* VB.* CC.* PR.*_CC.* NN.*,4.0,,,,RB.* PR.* VB.* CC.* PR.*_CC.* NN.*,4.0
602823,VB.* CC.* PR.*_CC.* NN.* CC.* JJ.*,7.0,,,,VB.* CC.* PR.*_CC.* NN.* CC.* JJ.*,7.0
602824,PM.* NN.* PM.* RB.* PR.* VB.*,2.0,,,,PM.* NN.* PM.* RB.* PR.* VB.*,2.0
602825,CC.* JJ.* PM.* CD.* NN.* RB.*,3.0,,,,CC.* JJ.* PM.* CD.* NN.* RB.*,3.0
