Pattern_ID,Hybrid_N-Gram,Frequency,POS_Type
426003,DTCP NN.* CC.* NN.*_PM.*,2457,Mixed POS
426004,CCP VB.* CC.* NN.*,1903,Mixed POS
426005,NNC CCT DT.* NN.*_PM.*,295,Mixed POS
426006,CCB DT.* NN.* CC.*,741,Mixed POS
426007,CCA NN.* CC.* NN.*_PM.*_PM.*,367,Mixed POS
426008,PRI CC.* DT.* VB.*,35,Mixed POS
426009,CCT DT.* VB.* LM,13,Mixed POS
407801,CCT DTCP VBTS LM,8,Mixed POS
407802,VBTS LM VBTR CCB,2,Mixed POS
426010,CCB NN.* CC.* VB.*,881,Mixed POS
426011,NNC CCA VB.* CC.*,239,Mixed POS
426012,CCA VB.* CC.* DT.*,107,Mixed POS
426013,CCB DT.* NN.* RB.*,100,Mixed POS
426014,RBW CC.* VB.* CC.*,34,Mixed POS
426015,CCA VB.* CC.* NN.*_PM.*_PM.*,681,Mixed POS
426016,PMS VB.* RB.* CC.*,18,Mixed POS
426017,RBR CC.* NN.* CC.*,209,Mixed POS
426018,VBN_CCP NN.* CC.* VB.*,30,Mixed POS
426019,CCP VB.* RB.* CC.*,195,Mixed POS
426020,RBR CC.* CC.* PR.*,4,Mixed POS
426021,RBR CC.* PR.* NN.*,51,Mixed POS
426022,CCT PR.* NN.* RB.*,101,Mixed POS
426023,PRI_CCP NN.* RBW_CCP CD.*,1,Mixed POS
426024,NNC RBW_CCP CD.* CC.*,24,Mixed POS
426025,RBW_CCP CD.* CC.* NN.*,24,Mixed POS
426026,DTC NNP CCP VB.*,43,Mixed POS
426027,NNP CC.* VB.* DT.*,246,Mixed POS
426028,CCP VB.* DT.* DTCP,194,Mixed POS
426029,NNP NN.* LM VBH_CCP,3,Mixed POS
407826,NNP NNP LM VBH_CCP,3,Mixed POS
407827,LM VBH_CCP CDB CCP,2,Mixed POS
426030,CDB CC.* DT.* NN.*,167,Mixed POS
426031,CCP DT.* NN.* CC.*,872,Mixed POS
426032,CCT NN.* CC.* PR.*_PM.*,3917,Mixed POS
426033,VBW DT.* NNC CCT,43,Mixed POS
426034,NNP CC.* VB.* CC.*,448,Mixed POS
426035,CCP VB.* CC.* NN.*,1903,Mixed POS
426036,NNC LM VBTR_CCP RB.*,8,Mixed POS
407834,NNC LM VBTR_CCP RBD,4,Mixed POS
426037,DTC VBS VB.* CC.*,10,Mixed POS
426038,NNC CCT NN.* RB.*,104,Mixed POS
426039,CCT NN.* RB.* CD.*,55,Mixed POS
407841,NNC RBW_CCP CDB LM,3,Mixed POS
426040,PMS_ DT.* DTCP VBTS,57,Mixed POS
407843,NNC NNPA LM RBF,5,Mixed POS
407844,NNPA LM RBF VBTR,5,Mixed POS
426041,LM RBF VB.* CC.*,182,Mixed POS
407845,LM RBF VBTR CCB,21,Mixed POS
426042,RBF VB.* CC.* PR.*,58,Mixed POS
426043,PRI_CCP NN.* CCT DT.*,15,Mixed POS
426044,NNC CCP VB.* RB.*,160,Mixed POS
426045,RBW VB.* PR.* DT.*,21,Mixed POS
426046,VBTR PRP DT.* DT.*,5,Mixed POS
426047,VBTR CCB DT.* NN.*_PM.*,180,Mixed POS
426048,VBTS PM.* VB.* CC.*,44,Mixed POS
426049,PMS VB.* CC.* DT.*,37,Mixed POS
407855,PRP RBI LM VBTR_VBAF,2,Mixed POS
426050,LM VBTR_VBAF CC.* NN.*_PM.*,196,Mixed POS
407856,LM VBTR_VBAF CCT NNC_PMC,2,Mixed POS
426051,CCA VB.* CC.* DT.*,107,Mixed POS
426052,NNP LM VBAF CC.*,199,Mixed POS
407859,NNP LM VBAF CCP,20,Mixed POS
426053,LM VBAF CC.* VB.*,50,Mixed POS
407860,LM VBAF CCP VBOF,3,Mixed POS
426054,VBAF CC.* VB.* DT.*,45,Mixed POS
426055,CCP VB.* DT.* DTCP,194,Mixed POS
426056,VBOF DT.* DT.* JJ.*,22,Mixed POS
426057,DTCP JJ.* NN.* CCP,59,Mixed POS
426058,VBAF CC.* JJ.* CC.*,114,Mixed POS
426059,CCP VB.* CC.* NN.*,1903,Mixed POS
426060,RBI DT.* NNP CC.*,50,Mixed POS
426061,DTC NNP CCB NN.*,46,Mixed POS
426062,NNP CC.* NN.* LM,45,Mixed POS
407871,NNP CCB NNC LM,4,Mixed POS
407872,NNC LM VBTS RBI_PMS,2,Mixed POS
426063,VBTR CCB DT.* JJ.*,14,Mixed POS
426064,VBTS PM.* NN.* CC.*,171,Mixed POS
426065,VBTR CCA DT.* DT.*,2,Mixed POS
426066,DTC DTCP PRI_CCP NN.*,0,Mixed POS
426067,PRI_CCP NN.* CCP VB.*,217,Mixed POS
426068,CCB DT.* NN.* RB.*,100,Mixed POS
426069,DTCP NN.* RB.* RB.*,37,Mixed POS
426070,RBF VB.* CC.* DT.*,56,Mixed POS
426071,NNC LM VBTS PM.*,39,Mixed POS
407882,NNC LM VBTS PMS,39,Mixed POS
426072,VBTS PM.* NN.* CC.*,171,Mixed POS
426073,RBF RB.* VB.* CC.*,91,Mixed POS
426074,JJN_CCP NN.* VB.* DT.*,9,Mixed POS
426075,NNC CCT NN.* LM,110,Mixed POS
407887,NNC CCT NNP LM,91,Mixed POS
407888,CCT NNP LM VBAF_PMP,1,Mixed POS
407889,LM VBTS RBW CCB,3,Mixed POS
426076,PMS JJ.* CC.* NN.*,126,Mixed POS
426077,NNP CC.* DT.* NN.*,312,Mixed POS
426078,CCB NN.* CC.* DT.*,749,Mixed POS
426079,LM VBTS CC.* NN.*,699,Mixed POS
407893,LM VBTS CCT NNC_CCP,13,Mixed POS
426080,CCT NN.* CD.* PMS,5,Mixed POS
426081,NNC_CCP CD.* PM.* NN.*,3,Mixed POS
426082,CDB PM.* NN.* CC.*,16,Mixed POS
426083,CCB NN.* RB.* CD.*,37,Mixed POS
426084,NNP NN.* JJD CCP,1,Mixed POS
426085,VBW DT.* NNP CC.*,30,Mixed POS
426086,PMS_ DT.* NNP LM,411,Mixed POS
407900,PMS_ DTC NNP LM,157,Mixed POS
407901,DTC NNP LM VBAF,22,Mixed POS
426087,NNP LM VBAF RB.*,31,Mixed POS
407902,NNP LM VBAF RBI,9,Mixed POS
426088,CCA JJ.* CC.* NN.*_PM.*,128,Mixed POS
426089,VBTS PM.* NN.* RB.*,23,Mixed POS
426090,PMS NN.* RBI CC.*,8,Mixed POS
426091,RBI CC.* NN.* CC.*,123,Mixed POS
426092,CCT NN.* CC.* VB.*,624,Mixed POS
426093,NNC CCP VB.* JJ.*,98,Mixed POS
426094,CCP VB.* JJ.* CC.*,81,Mixed POS
426095,JJD CC.* CD.* NN.*,22,Mixed POS
426096,NNC CCB VB.* NN.*,50,Mixed POS
426097,LM VBTR CC.* VB.*,108,Mixed POS
407916,LM VBTR CCP VBAF,12,Mixed POS
426098,VBTR CCP VB.* CC.*,64,Mixed POS
426099,CCP VB.* CC.* FW,75,Mixed POS
407918,CCP VBAF CCB FW,4,Mixed POS
407919,VBAF CCB FW CCT,2,Mixed POS
426100,CCB FW CC.* NN.*,60,Mixed POS
407920,CCB FW CCT NNC,21,Mixed POS
426101,FW CCT NN.* CC.*,69,Mixed POS
407921,FW CCT NNC CCB,48,Mixed POS
426102,JJN_CCP NN.* CC.* VB.*,129,Mixed POS
426103,NNC CCB VB.* CC.*,121,Mixed POS
426104,CCA VB.* CC.* DT.*,107,Mixed POS
426105,DTCP NN.* CC.* JJ.*,223,Mixed POS
426106,NNC CCT JJ.* FW,8,Mixed POS
407926,NNC CCT JJD_CCP FW,7,Mixed POS
426107,CCB JJ.* CC.* NN.*_PM.*,560,Mixed POS
426108,DTC NNC_CCP NN.* LM,43,Mixed POS
407928,DTC NNC_CCP NNC LM,21,Mixed POS
407929,NNC_CCP NNC LM RBD,2,Mixed POS
407930,NNC LM RBD RBI_CCP,1,Mixed POS
426109,VBTF CC.* JJ.* NN.*,69,Mixed POS
426110,CCT JJ.* NN.* CCB,277,Mixed POS
426111,JJN_CCP NN.* CC.* CD.*_PM.*,658,Mixed POS
426112,RBI DT.* JJD_CCP NN.*_PM.*,19,Mixed POS
426113,JJD CC.* NN.* RB.*,133,Mixed POS
426114,NNC RBK RB.* VBTR,12,Mixed POS
426115,RBK RB.* VB.* CC.*,58,Mixed POS
426116,VBTR CCB DT.* FW,2,Mixed POS
407940,VBTR CCB DTCP FW,2,Mixed POS
426117,FW NNP CC.* DT.*,13,Mixed POS
407941,FW NNP CCP DTC,4,Mixed POS
426118,NNP CC.* DT.* JJD_CCP,34,Mixed POS
426119,CCP DT.* JJD_CCP NNC,91,Mixed POS
426120,JJD_CCP NN.* LM RBD,8,Mixed POS
407944,JJD_CCP NNC LM RBD,8,Mixed POS
426121,NNC LM RBD CC.*,45,Mixed POS
407945,NNC LM RBD CCP,42,Mixed POS
426122,CCB NN.* LM CD.*,8,Mixed POS
407946,CCB NNC LM CDB,4,Mixed POS
426123,CDB DT.* VBTS CCA,2,Mixed POS
426124,VBTS CC.* CD.* DT.*,6,Mixed POS
426125,RBI CC.* NN.* NN.*,16,Mixed POS
426126,NNP CC.* DT.* CCR,6,Mixed POS
426127,CCP DT.* CCR PM.*,25,Mixed POS
426128,DTC CCR PM.* NN.*,58,Mixed POS
426129,CCR PM.* NN.* LM,25,Mixed POS
407954,CCR PMS NNC LM,25,Mixed POS
426130,PMS NN.* LM RBF,13,Mixed POS
407955,PMS NNC LM RBF,9,Mixed POS
407956,NNC LM RBF VBTR,40,Mixed POS
407957,LM RBF VBTR CCR,4,Mixed POS
407958,VBTR CCR PRP LM,2,Mixed POS
426131,NNP CC.* VB.* DT.*,246,Mixed POS
426132,CCP VB.* DT.* JJ.*,85,Mixed POS
426133,JJD_CCP VB.* CC.* NN.*,60,Mixed POS
426134,CCT VB.* DT.* NN.*,200,Mixed POS
426135,CCP NN.* CC.* NN.*,3536,Mixed POS
426136,NNC CCB NN.* NN.*,379,Mixed POS
426137,LM NNC RB.* CC.*,9,Mixed POS
407968,LM NNC RBL CCT,6,Mixed POS
426138,RBL CC.* NN.* RB.*,22,Mixed POS
426139,NNP CC.* JJ.* NN.*,144,Mixed POS
426140,JJN_CCP NN.* CC.* PR.*,31,Mixed POS
426141,NNC CCA PR.* NN.*,33,Mixed POS
426142,VBOF PR.* DT.* PR.*,26,Mixed POS
426143,DTC PRSP_CCP NN.* CC.*,231,Mixed POS
426144,PRSP_CCP NN.* CC.* VB.*,102,Mixed POS
426145,NNC CCP VB.* CC.*,1095,Mixed POS
426146,VBOF PR.* VB.* DT.*,3,Mixed POS
426147,PRS_CCP VB.* DT.* PR.*,15,Mixed POS
426148,VBOF DT.* PR.* NN.*,93,Mixed POS
426149,RBF PR.* RB.* VB.*,27,Mixed POS
426150,PRS RB.* VB.* DT.*,7,Mixed POS
426151,VBTR CCR VB.* CC.*,2,Mixed POS
426152,VBW CC.* CD.* NN.*,19,Mixed POS
426153,NNC RBW_CCP NN.* LM,9,Mixed POS
407988,NNC RBW_CCP NNP LM,5,Mixed POS
426154,NNP LM JJD CC.*,47,Mixed POS
407989,NNP LM JJD CCT,18,Mixed POS
426155,LM JJD CC.* NN.*,75,Mixed POS
407990,LM JJD CCT NNC,38,Mixed POS
426156,NNC RBW_CCP PR.* NN.*,12,Mixed POS
426157,RBW_CCP PR.* NN.* CC.*,13,Mixed POS
426158,PRI_CCP NN.* CCP VB.*,217,Mixed POS
426159,NNC CCP VB.* CC.*,1095,Mixed POS
426160,CCP VB.* CC.* CD.*,84,Mixed POS
426161,VBAF CC.* CD.* CC.*,27,Mixed POS
426162,CCP NN.* CC.* NN.*_PM.*,7584,Mixed POS
426163,VBAF CC.* NN.* CC.*,472,Mixed POS
426164,CCB NN.* CC.* VB.*,881,Mixed POS
426165,NNC CCP VB.* CC.*,1095,Mixed POS
426166,NNC CCA VB.* DT.*,116,Mixed POS
426167,CCA VB.* DT.* JJ.*,31,Mixed POS
426168,VBOF DT.* JJ.* NN.*_PM.*,112,Mixed POS
426169,DTC PRQ CC.* DT.*,10,Mixed POS
426170,CCT DT.* NN.* NNP,38,Mixed POS
426171,LM VBTS CC.* PR.*,300,Mixed POS
408012,LM VBTS CCP PRP,9,Mixed POS
426172,VBTS CC.* PR.* LM,55,Mixed POS
408013,VBTS CCP PRP LM,13,Mixed POS
408014,CCP PRP LM RBM,2,Mixed POS
408015,CCR PRP LM RBL,2,Mixed POS
426173,PRP LM RB.* JJ.*,6,Mixed POS
408016,PRP LM RBL JJD,3,Mixed POS
426174,NNP NN.* LM VBTS_PMS,16,Mixed POS
408017,NNP NNP LM VBTS_PMS,16,Mixed POS
426175,RBD CC.* VB.* DT.*,32,Mixed POS
426176,CCP VB.* DT.* NNC_CCP,29,Mixed POS
426177,DTC NNC_CCP NN.* CCT,26,Mixed POS
426178,PMS_ PR.* CCB NN.*,243,Mixed POS
426179,JJD CC.* NN.* LM,153,Mixed POS
408023,JJD CCB NNC LM,19,Mixed POS
426180,CCB NN.* LM VB.*,735,Mixed POS
408024,CCB NNC LM VBS,10,Mixed POS
426181,NNC LM VBS CC.*,14,Mixed POS
408025,NNC LM VBS CCP,8,Mixed POS
426182,CCP VB.* PM.* NN.*,144,Mixed POS
426183,VBTF PM.* NN.* CC.*,8,Mixed POS
426184,DTC JJD_CCP NN.* NNP,19,Mixed POS
426185,JJD_CCP NN.* NN.* CCB,19,Mixed POS
426186,VBTS CC.* DT.* NNC,452,Mixed POS
426187,JJD CC.* NN.*_PM.* CC.*,1529,Mixed POS
426188,CCP NN.*_PM.* CC.* VB.*,1921,Mixed POS
426189,NNC_PMS CC.* VB.* RB.*,8,Mixed POS
426190,CCA VB.* RB.* PR.*,21,Mixed POS
426191,VBTS RB.* PR.* CC.*,63,Mixed POS
426192,RBI PR.* CC.* DT.*,30,Mixed POS
426193,PRS CC.* DT.* NNC,41,Mixed POS
426194,CCB NN.* LM CC.*,10,Mixed POS
408038,CCB NNP LM CCR,2,Mixed POS
426195,NNP LM CCR CC.*,2,Mixed POS
408039,NNP LM CCR CCT,2,Mixed POS
426196,CCR CC.* RB.* VB.*,5,Mixed POS
426197,RBF VB.* CC.* DT.*,56,Mixed POS
426198,CCT DT.* VB.* CC.*,96,Mixed POS
426199,DTCP VB.* CC.* NN.*_PM.*,299,Mixed POS
426200,DTP NN.* DT.*_PM.* NN.*,211,Mixed POS
426201,CCA DT.* RBF NNC,3,Mixed POS
426202,PMS_ VB.* CCB DT.*,631,Mixed POS
426203,DTCP NN.* CC.* DT.*,146,Mixed POS
426204,NNC CCP DT.* NNP,347,Mixed POS
408051,DTC NNP LM JJD,13,Mixed POS
426205,NNP LM JJD CC.*,47,Mixed POS
408052,NNP LM JJD CCP,22,Mixed POS
426206,LM JJD CC.* VB.*,80,Mixed POS
408053,LM JJD CCP VBTR,9,Mixed POS
426207,JJD CC.* VB.* CC.*,219,Mixed POS
426208,CCP VB.* CC.* PR.*,383,Mixed POS
426209,VBTR CCB PR.* NN.*,42,Mixed POS
426210,CCB PR.* NN.* CC.*,411,Mixed POS
408058,CCB PRP LM VBW,2,Mixed POS
408059,PRP LM VBW CCT,0,Mixed POS
426211,CCT CC.* DT.* NN.*_PM.*_PM.*,110,Mixed POS
426212,RBI PR.* CC.* VB.*,21,Mixed POS
426213,CCP VB.* DT.* JJD_CCP,42,Mixed POS
426214,VBW DT.* JJD_CCP NN.*,24,Mixed POS
426215,CCB NN.* CC.* VB.*,881,Mixed POS
426216,VBTS CC.* NN.* CC.*,893,Mixed POS
426217,DTC NNC_CCP NN.* CC.*,65,Mixed POS
426218,NNC_CCP NN.* CC.* DT.*,70,Mixed POS
426219,FW PMS NN.* LM,4,Mixed POS
408068,FW PMS NNP LM,3,Mixed POS
408069,PMS NNP LM VBAF,2,Mixed POS
426220,LM VBAF CC.* VB.*,50,Mixed POS
408070,LM VBAF CCP VBTS,3,Mixed POS
426221,DTC JJD_CCP NN.* DTP,10,Mixed POS
426222,VBH JJN CC.* NN.*,9,Mixed POS
426223,JJN CC.* NN.* CC.*,72,Mixed POS
426224,CCB NN.* RB.* CC.*,188,Mixed POS
426225,NNC CCA JJ.* CC.*,52,Mixed POS
426226,CCT NN.* CC.* JJ.*,399,Mixed POS
426227,NNC CCP JJ.* DT.*,17,Mixed POS
426228,CCP JJ.* DT.* NNC_CCP,5,Mixed POS
408086,DTC NNC LM RBW_CCP,8,Mixed POS
426229,NNC LM RBW_CCP VB.*,17,Mixed POS
408087,NNC LM RBW_CCP VBTS,6,Mixed POS
408088,LM RBW_CCP VBTS CCP,4,Mixed POS
426230,VBTS CC.* VB.* JJ.*,20,Mixed POS
426231,NNC CCP RB.* VB.*,135,Mixed POS
426232,CCP RB.* VB.* CC.*,206,Mixed POS
426233,RBM VB.* CC.* NN.*,69,Mixed POS
426234,NNC_CCP NN.* LM VBTS,42,Mixed POS
408097,NNC_CCP NNC LM VBTS,25,Mixed POS
426235,LM VBTS CC.* DT.*,334,Mixed POS
408098,LM VBTS CCT DTCP,41,Mixed POS
426236,DTCP NN.* CC.* RB.*,128,Mixed POS
426237,DTCP NN.* CC.* CC.*,70,Mixed POS
426238,NNC CCR CC.* VB.*,8,Mixed POS
426239,PRP DT.* VB.* NNC,3,Mixed POS
426240,RBI VB.* DT.* NNC_PMP,6,Mixed POS
426241,NNP CC.* PRO LM,32,Mixed POS
408109,NNP CCP PRO LM,15,Mixed POS
426242,RBD_CCP VB.* CC.* DT.*,53,Mixed POS
408113,DTC NNC LM VBTR_VBAF,29,Mixed POS
408114,NNC LM VBTR_VBAF CCT,33,Mixed POS
426243,LM VBTR_VBAF CC.* JJ.*,33,Mixed POS
408115,LM VBTR_VBAF CCT JJN,5,Mixed POS
426244,CCT JJ.* CC.* NN.*,514,Mixed POS
426245,CCT JJ.* CC.* DT.*,46,Mixed POS
426246,JJD CC.* DT.* NN.*,277,Mixed POS
426247,NNC NNC CCT NN.*,18,Mixed POS
426248,NNC CCT CC.* LM,6,Mixed POS
408121,NNC CCT CCR LM,6,Mixed POS
426249,CCP VB.* NN.* VB.*,18,Mixed POS
426250,VBH NNC_CCP VB.* CC.*,10,Mixed POS
426251,VBW CC.* NN.* NN.*,35,Mixed POS
426252,NNC_CCP NN.* CCT NN.*_PM.*_PM.*,144,Mixed POS
408128,DTC NNC CCB FW,41,Mixed POS
426253,NNC CCB FW CC.*,82,Mixed POS
408129,NNC CCB FW CCA,18,Mixed POS
426254,CCB FW CC.* NN.*,60,Mixed POS
408130,CCB FW CCA NNC,5,Mixed POS
426255,CCB NN.* CC.* VB.*,881,Mixed POS
426256,CCP VB.* NN.* VB.*,18,Mixed POS
426257,NNC_CCP VB.* PRO CC.*,3,Mixed POS
426258,CCT CC.* PM.* FW,8,Mixed POS
408134,CCT CCR PMS FW,8,Mixed POS
408135,PMS FW CCB NNC_CCP,2,Mixed POS
426259,NNC_CCP VB.* CC.* NN.*,144,Mixed POS
426260,VBW CC.* NN.* CC.*,281,Mixed POS
426261,CCT NN.* CC.* VB.*,624,Mixed POS
426262,NNC CCA VB.* DT.*,116,Mixed POS
426263,CCA VB.* DT.* NNC,103,Mixed POS
426264,DTC NNC CCT VB.*,45,Mixed POS
426265,NNC CCT VB.* CC.*,119,Mixed POS
426266,CCT VB.* CC.* NN.*,255,Mixed POS
426267,CCP RB.* RB.* LM,15,Mixed POS
408145,CCP RBK RBQ LM,15,Mixed POS
408146,LM VBTR_CCP VBTR CCB,2,Mixed POS
426268,DTCP NN.* CC.* RB.*,128,Mixed POS
426269,CCT PR.* NN.* CC.*,698,Mixed POS
426270,PRI_CCP NN.* CCP VB.*,217,Mixed POS
426271,NNC CCP VB.* CC.*,1095,Mixed POS
426272,CCT VB.* CC.* NN.*,255,Mixed POS
426273,DTCP FW CC.* NN.*,21,Mixed POS
408153,DTCP FW CCB NNP,5,Mixed POS
426274,FW CCB NN.* DT.*,6,Mixed POS
408154,FW CCB NNP DTC,3,Mixed POS
426275,DTC NNC CCT PR.*,55,Mixed POS
426276,DTC CDB PMS NN.*,16,Mixed POS
426277,CDB PM.* NN.* NN.*,23,Mixed POS
426278,NNP DT.* VBTS RBI,3,Mixed POS
426279,PRS_CCP VB.* CC.* NN.*,48,Mixed POS
426280,DTP NN.* CC.* DT.*,122,Mixed POS
426281,NNP CC.* DT.* PRSP_CCP,42,Mixed POS
426282,CCA DT.* PRSP_CCP NN.*,38,Mixed POS
426283,PRSP_CCP NN.* LM RBD,10,Mixed POS
408164,PRSP_CCP NNC LM RBD,10,Mixed POS
426284,LM RBD CC.* VB.*,78,Mixed POS
408165,LM RBD CCP VBTR,29,Mixed POS
426285,VBTR CCP VB.* DT.*,33,Mixed POS
426286,CCP VB.* DT.* PRSP_CCP,88,Mixed POS
426287,VBW DT.* PRSP_CCP NN.*,22,Mixed POS
426288,NNC CCT JJ.* JJ.*,44,Mixed POS
426289,CCT JJ.* JJ.* CC.*,38,Mixed POS
426290,JJCC JJD CC.* NN.*_PM.*,102,Mixed POS
426291,CCA VB.* PR.* CC.*,80,Mixed POS
426292,PRP CC.* PRO LM,3,Mixed POS
408175,PRP CCP PRO LM,3,Mixed POS
426293,PRO LM VB.* CC.*,226,Mixed POS
408176,PRO LM VBTF CCT,19,Mixed POS
426294,LM VBTF CC.* NN.*_PM.*,298,Mixed POS
408177,LM VBTF CCT NNP_PMC,6,Mixed POS
426295,RBI DT.* PRI_CCP NN.*,8,Mixed POS
426296,DTC PRI_CCP NN.* LM,35,Mixed POS
408179,DTC PRI_CCP NNC LM,35,Mixed POS
426297,PRI_CCP NN.* LM VBTR,19,Mixed POS
408180,PRI_CCP NNC LM VBTR,18,Mixed POS
408181,NNC LM VBTR CCB,106,Mixed POS
426298,LM VBTR CC.* JJ.*,88,Mixed POS
408182,LM VBTR CCB JJCC,7,Mixed POS
426299,VBTR CCB JJ.* JJ.*,11,Mixed POS
426300,JJCC JJD JJ.* CCT,22,Mixed POS
426301,DTC PRSP_CCP RB.* NN.*,3,Mixed POS
426302,RBW_CCP NN.* LM VB.*,20,Mixed POS
408189,RBW_CCP NNC LM VBTS,3,Mixed POS
426303,LM VBTS CC.* CC.*,72,Mixed POS
408190,LM VBTS CCP CCT,31,Mixed POS
426304,VBTS CC.* CC.* PR.*,19,Mixed POS
426305,CCT PR.* JJ.* PM.*,11,Mixed POS
426306,NNP CC.* PR.* NN.*_PM.*,381,Mixed POS
426307,VBTS DT.* NNP LM,15,Mixed POS
408194,VBTS DTC NNP LM,2,Mixed POS
408195,DTC NNP LM VBN_CCP,5,Mixed POS
408196,NNP LM VBN_CCP VBOF,1,Mixed POS
408197,LM VBN_CCP VBOF CCP,1,Mixed POS
426308,CCP NN.* CC.* PR.*,451,Mixed POS
408200,DTC NNC LM JJD,49,Mixed POS
426309,NNC LM JJD RB.*_PM.*,123,Mixed POS
408201,NNC LM JJD RBI_PMC,2,Mixed POS
426310,RBR CC.* PR.* NN.*,51,Mixed POS
426311,PRSP_CCP NN.* CC.* NN.*_PM.*,566,Mixed POS
426312,LM PRI_CCP JJ.* NN.*_PM.*,57,Mixed POS
408207,LM PRI_CCP JJD_CCP NNC_PMP,4,Mixed POS
426313,JJN_CCP DT.* NN.* DTC,5,Mixed POS
426314,VBTS CC.* JJ.* PR.*,13,Mixed POS
426315,CCA JJ.* PR.* RB.*,4,Mixed POS
426316,JJN_CCP PR.* RB.* DT.*,7,Mixed POS
426317,DTC JJD_CCP VB.* RBW,2,Mixed POS
426318,VBAF DT.* PRI_CCP JJ.*,3,Mixed POS
426319,DTC PRI_CCP JJ.* NN.*,32,Mixed POS
426320,PRI_CCP JJ.* NN.* CCT,62,Mixed POS
426321,JJD_CCP NN.* CCT PR.*,40,Mixed POS
426322,NNC CCT PR.* NN.*,346,Mixed POS
426323,NNC CCT NN.* DT.*,31,Mixed POS
426324,PRI_CCP NN.* CCT NN.*_PM.*,383,Mixed POS
426325,NNC CCP VB.* JJ.*,98,Mixed POS
426326,JJN CC.* NN.* DT.*,20,Mixed POS
426327,VBTR_CCP VB.* CC.* FW,2,Mixed POS
408224,VBTR_CCP VBTR CCB FW,2,Mixed POS
426328,VBTR CCB FW CC.*,12,Mixed POS
408225,VBTR CCB FW CCT,6,Mixed POS
426329,FW CCT NN.* PM.*,3,Mixed POS
408226,FW CCT NNC PMS,2,Mixed POS
426330,DTCP CD.* NN.* DT.*,1,Mixed POS
426331,NNC DTC VBTS RB.*,39,Mixed POS
426332,DTC VBTS RB.* CC.*,23,Mixed POS
426333,VBTS RB.* CC.* PR.*,38,Mixed POS
426334,RBW CC.* PR.* NN.*,46,Mixed POS
426335,PRI_CCP NN.* CCT JJ.*,26,Mixed POS
426336,CCT JJ.* CC.* NN.*_PM.*,711,Mixed POS
426337,JJD_CCP NN.* CCP VB.*,173,Mixed POS
426338,CCP VB.* CC.* CD.*,84,Mixed POS
426339,VBTR_VBAF CC.* CD.* NN.*,7,Mixed POS
426340,CDB NN.* RB.* CC.*,25,Mixed POS
426341,RBL CC.* JJ.* CC.*,36,Mixed POS
426342,JJD CC.* NN.* CC.*,1214,Mixed POS
426343,CCB NN.* CC.* VB.*,881,Mixed POS
426344,NNC CCA VB.* CC.*,239,Mixed POS
426345,CCA VB.* CC.* JJ.*,101,Mixed POS
426346,VBAF CC.* JJ.* CC.*,114,Mixed POS
426347,CCT JJ.* CC.* NN.*_PM.*,711,Mixed POS
426348,CCB NN.* LM RB.*,172,Mixed POS
408245,CCB NNC LM RBF,35,Mixed POS
426349,CCT VB.* CC.* NN.*,255,Mixed POS
426350,CCB NN.* CC.* VB.*,881,Mixed POS
426351,FW CCP DT.* NNC,13,Mixed POS
408249,FW CCP DTC NNC,5,Mixed POS
408250,NNC LM RBF JJD_PMP,7,Mixed POS
426352,CCP VB.* CC.* JJ.*,422,Mixed POS
426353,VBTS CC.* JJ.* CD.*,9,Mixed POS
426354,CCT JJ.* CC.* NN.*_PM.*,711,Mixed POS
426355,CCP VB.* CC.* PR.*,383,Mixed POS
426356,VBAF CC.* PR.* CD.*,3,Mixed POS
426357,CCB PR.* CD.* PM.*,2,Mixed POS
426358,PRI_CCP CD.* PM.* NN.*,21,Mixed POS
426359,CDB PM.* NN.* PM.*,28,Mixed POS
426360,CCP NN.* CC.* DT.*,857,Mixed POS
426361,NNC CCA DT.* PRSP_CCP,21,Mixed POS
426362,CCA DT.* PRSP_CCP CD.*,3,Mixed POS
426363,DTC PRSP_CCP CD.* PMS,2,Mixed POS
426364,CCP NN.* LM RB.*,192,Mixed POS
408264,CCP NNC LM RBD_CCP,21,Mixed POS
426365,NNC LM RBD_CCP VB.*,83,Mixed POS
408265,NNC LM RBD_CCP VBTS,16,Mixed POS
426366,LM RBD_CCP VB.* CC.*,131,Mixed POS
408266,LM RBD_CCP VBTS CCA,5,Mixed POS
426367,CCA VB.* CC.* NN.*,234,Mixed POS
426368,CCB CC.* NN.* DT.*,10,Mixed POS
426369,CDB CC.* DT.* NN.*,167,Mixed POS
426370,LM VBH DT.* JJ.*,3,Mixed POS
408271,LM VBH DTCP JJD_CCP,2,Mixed POS
426371,NNC RBL CC.* NN.*,179,Mixed POS
426372,RBL CC.* NN.* JJ.*,7,Mixed POS
426373,CCT NN.* JJ.* CC.*,84,Mixed POS
426374,CCP NN.* DT.* NNP,193,Mixed POS
426375,FW LM VBTS PM.*,6,Mixed POS
408277,FW LM VBTS PMS,6,Mixed POS
426376,PMS NN.* CCT PR.*,38,Mixed POS
426377,NNC CCT PR.* CC.*,49,Mixed POS
426378,CCT PR.* CC.* JJ.*,22,Mixed POS
426379,JJD CC.* RB.* CC.*,13,Mixed POS
426380,CCA RB.* CC.* VB.*,13,Mixed POS
426381,CCP VB.* PM.* NN.*,144,Mixed POS
426382,VBTR PMS NN.* CC.*,17,Mixed POS
426383,CCT PR.* CC.* PR.*,17,Mixed POS
